label,support_envelope_label,cells_per_coordinate_unit,geometry_stride,quadrature_order,all_static_support_lps_solved,support_proper_energy,field_proper_energy,cross_field_proper_energy,absolute_charge_inventory,overlap_proper_length,overlap_fraction_of_shorter_module,overlap_static_light_time,required_negative_radial_null_integral,required_negative_angular_null_integral,minimum_reconstructed_offgrid_dec_margin,independent_force_residual_relative_to_peak_load
center0p75_width0p5,bounded,128,1,16,True,5.492905141972981,93.39671195582727,0.22595531758118875,28.188125464981077,2.893973307662404,0.08570641876571247,0.2777611425000983,14.364886646374897,75.19960929965224,-5.734868201744886e-09,6.340391741379502e-07
center0p75_width0p5,bounded,128,2,8,True,5.4929051425255615,93.39671195545256,0.22595531757525633,28.188125464981077,2.8939733077360805,0.0857064187688082,0.2777611425016073,14.364886624672671,75.19960939855301,-4.257238053008799e-09,6.340017868075757e-07
center0p75_width0p5,bounded,256,1,8,True,5.4923858710653715,93.3967119558268,0.22595531758118526,28.188125464981077,2.893973307662404,0.08570641876571199,0.2777611425000983,14.368400256481738,75.20701561861154,-4.159705588082591e-10,2.590333724692259e-07
center0p75_width0p5,bounded_broad,128,1,8,True,5.492817643084038,93.39671195582727,0.22595531758118875,28.188125464981077,2.893973307662404,0.08570641876571247,0.2777611425000983,14.367294602436626,75.21839845154715,-4.258152696492167e-09,6.340391743638514e-07
center0p75_width0p5,bounded_tight,128,1,8,True,5.4933228708149695,93.39671195582727,0.22595531758118875,28.188125464981077,2.893973307662404,0.08570641876571247,0.2777611425000983,14.372166012146819,75.16634874127561,-4.258152696492167e-09,4.92906151077487e-07
center0p75_width0p5,relaxed,32,1,8,True,5.506494323596091,93.39671195552191,0.22595531758115,28.188125464981077,2.893973307662404,0.08570641876578963,0.2777611425000983,14.391437771421442,75.20971968348628,-1.9914725874230848e-07,3.49132399958343e-07
center0p75_width0p5,relaxed,64,1,8,True,5.496063844992941,93.39671195585731,0.22595531758127002,28.188125464981077,2.893973307662404,0.0857064187657048,0.2777611425000983,14.398452060174149,75.25052941001103,-2.5618716040635156e-08,1.303637514717823e-06
center0p75_width0p5,relaxed,128,1,8,True,5.492736307488367,93.39671195582727,0.22595531758118875,28.188125464981077,2.893973307662404,0.08570641876571247,0.2777611425000983,14.367580589224858,75.2577198886469,-4.258152696492167e-09,3.162856919209409e-06
center0p75_width1,bounded,32,1,8,True,9.037838545394457,93.39671195552191,0.5723570539056635,28.05674286144902,16.294226001482194,0.3943888022315735,0.6044620809457182,21.623786306401172,77.14670934550585,-1.0487491410792234e-07,4.684812749357849e-07
center0p75_width1,bounded,64,1,8,True,8.992772084573268,93.39671195585731,0.5723570539054779,28.056721290347184,16.294226001482194,0.3943888022310045,0.6044620809457182,21.584363435485855,77.14711580731839,-1.4744078116643595e-08,1.2356818570853547e-06
center0p75_width1,bounded,128,1,8,True,8.982076932253628,93.39671195582727,0.5723570539056033,28.05673036445617,16.294226001482194,0.3943888022312045,0.6044620809457182,21.54582493618478,77.13828757108571,-2.677533125865901e-09,1.953872980110446e-06
center0p75_width1,relaxed,32,1,8,True,9.037763793833319,93.39671195552191,0.5723570539056635,28.05674286144902,16.294226001482194,0.3943888022315735,0.6044620809457182,21.633494527510745,77.19657676400362,-1.0487491410792234e-07,6.926295434501464e-07
center0p75_width1,relaxed,64,1,8,True,8.99264387396828,93.39671195585731,0.5723570539054779,28.056721290347184,16.294226001482194,0.3943888022310045,0.6044620809457182,21.58980306880507,77.20142712904915,-1.4744078116643595e-08,2.59428152602454e-06
center0p75_width1,relaxed,128,1,8,True,8.981795021109104,93.39671195582727,0.5723570539056033,28.05673036445617,16.294226001482194,0.3943888022312045,0.6044620809457182,21.554946178072118,77.19522423508869,-2.677533125865901e-09,6.291963854450121e-06
center0p75_width2,bounded,32,1,8,True,21.2862444338708,93.39671195552191,3.692189695588262,26.846940384763084,98.07143947034461,0.9541690109105022,2.06530284473438,27.972011584356224,82.96841791514865,-9.068959361336392e-08,1.7785560785240624e-06
center0p75_width2,bounded,64,1,8,True,20.955350220080227,93.39671195585731,3.6921896956321643,26.846940384763087,98.07143947034461,0.9541690109037751,2.06530284473438,28.724851052409335,82.71140692931355,-1.8874185625803132e-08,5.651977862155277e-06
center0p75_width2,bounded,128,1,8,True,20.89578546614405,93.39671195582727,3.6921896956274614,26.846940384763084,98.07143947034461,0.9541690109043757,2.06530284473438,28.104611720947055,82.76703035956372,-3.3234937063506668e-09,3.952103080500102e-06
center0p75_width2,relaxed,32,1,8,True,21.23117973240218,93.39671195552191,3.692189695588262,26.846940384763084,98.07143947034461,0.9541690109105022,2.06530284473438,28.00963178564819,83.0182470647823,-9.068959361336392e-08,1.7785560785240624e-06
center0p75_width2,relaxed,64,1,8,True,20.89088015484692,93.39671195585731,3.6921896956321643,26.846940384763087,98.07143947034461,0.9541690109037751,2.06530284473438,28.58525291166722,82.76352089551203,-1.8874185625803132e-08,7.743899247201315e-06
center0p75_width2,relaxed,128,1,8,True,20.783023766758035,93.39671195582727,3.6921896956274614,26.846940384763084,98.07143947034461,0.9541690109043757,2.06530284473438,28.04167990039479,82.81612861970822,-3.3234937063506668e-09,1.8291248949571757e-05
center1p5_width0p5,bounded,32,1,8,False,,93.39671195552191,1.1206426737110853,,20.310304812299176,0.8117333410678191,0.7426986530880999,,,,
center1p5_width0p5,bounded,64,1,8,False,,93.39671195585731,1.1206426737113888,,20.310304812299176,0.8117333410674159,0.7426986530880999,,,,
center1p5_width0p5,bounded,128,1,8,False,,93.39671195582727,1.1206426737115158,,20.310304812299176,0.811733341067068,0.7426986530880999,,,,
center1p5_width0p5,bounded,256,1,8,False,,93.3967119558268,1.1206426737115245,,20.310304812299176,0.8117333410670424,0.7426986530880999,,,,
center1p5_width0p5,relaxed,32,1,8,True,1064.4839823793725,93.39671195552191,1.1206426737110853,24.849243639675368,20.310304812299176,0.8117333410678191,0.7426986530880999,1378.5569438655386,79.94311246867423,-1.0190396626651288e-06,0.013213746506660209
center1p5_width0p5,relaxed,64,1,8,True,1043.1212210052206,93.39671195585731,1.1206426737113888,24.849071799760836,20.310304812299176,0.8117333410674159,0.7426986530880999,1360.0895035700044,79.92969473602034,-1.9504667213776847e-07,0.04189935725023347
center1p5_width0p5,relaxed,128,1,8,True,46.106592767307966,93.39671195582727,1.1206426737115158,24.84898982304089,20.310304812299176,0.811733341067068,0.7426986530880999,49.86655513688675,79.91237635559976,-4.335224988163849e-09,0.0014880256728039016
center1p5_width1,bounded,32,1,8,True,11.404575599973597,93.39671195552191,2.1294582847897887,23.252611795361247,28.92292881382646,0.9368615714592218,1.3326656158590409,14.352305233883097,81.41095890468965,-4.0871207223293514e-08,2.27643798840946e-05
center1p5_width1,bounded,64,1,8,True,11.334045289659203,93.39671195585731,2.1294582847924706,23.25257744518699,28.92292881382646,0.9368615714581626,1.3326656158590409,14.230272871451511,81.32113422265661,-2.676991369386742e-08,2.6184492276498674e-05
center1p5_width1,bounded,128,1,8,True,11.317216032813153,93.39671195582727,2.129458284792585,23.252610249923684,28.92292881382646,0.9368615714582852,1.3326656158590409,14.155888651834957,81.33056105574282,-5.004349533837629e-09,1.704699399168901e-05
center1p5_width1,relaxed,32,1,8,True,11.404466092265348,93.39671195552191,2.1294582847897887,23.252611795361247,28.92292881382646,0.9368615714592218,1.3326656158590409,14.394341690462088,81.4608263231874,-4.0871207223293514e-08,2.4817147940134037e-05
center1p5_width1,relaxed,64,1,8,True,11.325747773687247,93.39671195585731,2.1294582847924706,23.25257744518699,28.92292881382646,0.9368615714581626,1.3326656158590409,14.287423041542176,81.37087708771102,-2.676991369447447e-08,7.448449003061862e-05
center1p5_width1,relaxed,128,1,8,True,11.300700483230216,93.39671195582727,2.129458284792585,23.252610249923684,28.92292881382646,0.9368615714582852,1.3326656158590409,14.198594202666984,81.36828133763959,-5.004349535783552e-09,0.00017777367571924238
center1p5_width2,bounded,32,1,8,True,8.93666828503686,93.39671195552191,3.1767602073457004,21.49801411293471,33.20459589645752,0.9833701621627362,2.3016402644061142,13.712113560595386,80.05988155420175,-3.586678256921365e-08,7.611648147813975e-06
center1p5_width2,bounded,64,1,8,True,8.879677878765392,93.39671195585731,3.1767602073502603,21.49801411293471,33.20459589645752,0.9833701621617628,2.3016402644061142,13.831484749245877,79.79786856202243,-1.0482231213681147e-08,1.2682631841021715e-05
center1p5_width2,bounded,128,1,8,True,8.866203055994902,93.39671195582727,3.176760207349806,21.49801411293471,33.20459589645752,0.9833701621618509,2.3016402644061142,13.614535472212115,79.89284019507951,-2.5937630675772175e-09,8.268730117056533e-06
center1p5_width2,bounded,256,1,8,True,8.862800433080292,93.3967119558268,3.176760207349829,21.49801411293471,33.20459589645752,0.9833701621618454,2.3016402644061142,13.678536252439844,79.84004950284266,-2.2894240233289733e-10,2.3833372830203664e-06
center1p5_width2,relaxed,32,1,8,True,8.936593533475726,93.39671195552191,3.1767602073457004,21.49801411293471,33.20459589645752,0.9833701621627362,2.3016402644061142,13.721821781704959,80.1097489726995,-3.586678256921365e-08,7.611648147813975e-06
center1p5_width2,relaxed,64,1,8,True,8.87589071512563,93.39671195585731,3.1767602073502603,21.49801411293471,33.20459589645752,0.9833701621617628,2.3016402644061142,13.815933660443182,79.85096677812997,-1.0482231213681147e-08,2.350548162745196e-05
center1p5_width2,relaxed,128,1,8,True,8.857888133786638,93.39671195582727,3.176760207349806,21.49801411293471,33.20459589645752,0.9833701621618509,2.3016402644061142,13.646645791117177,79.9390634754343,-2.5937630675772175e-09,5.554312100964548e-05
connected_control,bounded,32,1,8,True,3.1105376534706894,93.39671195552191,12.349286075830193,14.094062732490539,101.53022727196219,0.41847343371822354,1.3223601926280049,9.675416795350898,74.18638412814393,-2.1304976097711836e-09,6.0190257598745906e-06
connected_control,bounded,64,1,8,True,3.104627164756026,93.39671195585731,12.349286075930493,14.094062732490539,101.53022727196219,0.41847343371697365,1.3223601926280049,9.680292457805754,74.19330547244203,-7.480481832437482e-10,6.657385714636124e-06
connected_control,bounded,128,1,8,True,3.1018789497927375,93.39671195582727,12.349286075922986,14.094062732490539,101.53022727196219,0.4184734337170853,1.3223601926280049,9.644351940205851,74.18788939642661,-2.03895582820617e-10,1.0555154404729458e-05
connected_control,bounded,256,1,8,True,3.101704483295872,93.3967119558268,12.349286075922894,14.094062732490539,101.53022727196219,0.41847343371708684,1.3223601926280049,9.649532241755484,74.1931944544865,-4.021553057586477e-11,2.7605518655442255e-06
connected_control,relaxed,32,1,8,True,3.110462901909555,93.39671195552191,12.349286075830193,14.094062732490539,101.53022727196219,0.41847343371822354,1.3223601926280049,9.685125016460471,74.23625154664168,-2.130497610202954e-09,8.89887225208621e-06
connected_control,relaxed,64,1,8,True,3.104498954136657,93.39671195585731,12.349286075930493,14.094062732490539,101.53022727196219,0.41847343371697365,1.3223601926280049,9.685732091119583,74.24761679417401,-7.480481832437482e-10,3.334480699931138e-05
connected_control,relaxed,128,1,8,True,3.1016772343793697,93.39671195582727,12.349286075922986,14.094062732490539,101.53022727196219,0.4184734337170853,1.3223601926280049,9.646405643421783,74.24498645194964,-2.03895582820617e-10,8.085689899685542e-05
