s,steps,minimum_heat,coldest_l,maximum_abs_velocity,maximum_sound2,minimum_stretch,maximum_stretch,minimum_relative_cell_width,minimum_packet_gap,minimum_rest_dec_margin,maximum_relaxation_strain,canonical_energy,slice_energy,field_slice_energy,thermal_inventory,canonical_balance_residual,momentum_balance_residual,thermal_balance_residual,canonical_geometry_integral,canonical_endpoint_integral,heat_endpoint_integral,heat_electrical_integral,heat_relaxation_integral,entropy_relaxation_integral,momentum_free_integral,anchor_left_integral,anchor_right_integral
0.17,1258,0.25633395926387126,-2.091152032455771,0.49968819291546257,0.2378723154677888,0.0019833121721543326,0.4868368848796469,0.35391870176916157,0.32000000000000006,0.003504909426204371,0.9047049941678067,29535.478582390086,120.45703649509035,0.0,26.83128814049078,6.984509682863455e-09,-1.0516032489249483e-12,-1.1101572065976106e-14,-414.59843162250604,4.843034462489532,0.04189315611479184,0.0,0.00016935388418103323,0.000451289047509246,-323.1618097726234,-0.037517162705971926,247.381429832546
0.17500000000000002,1291,0.2571573617493918,-2.0916111646003763,0.5116473461246144,0.2472094789957205,0.001976623435270243,0.5144341301397972,0.33555341598495164,0.32500000000000007,0.0034682392284850275,0.9437629846946308,29263.8474259698,120.22747797665384,0.0,26.85779382757973,6.986730757522987e-09,-1.1937117960769683e-12,-1.150349441242632e-14,-436.41078197579935,5.039664194754436,0.04398208366228063,0.0,0.00018968189681902535,0.0005202610934681916,-335.1680643045555,-0.03624650390652669,257.0308781904671
0.18,1324,0.25809386451843086,-2.0919957155621596,0.5234626245866759,0.25534640318843954,0.00197077796710863,0.5401624157322236,0.3201713775136217,0.32999999999999996,0.0034339658257279276,0.9758891193633382,28987.713138563802,119.9895632369849,0.0,26.88350188314233,7.000581780902279e-09,-1.1937117960769683e-12,-2.6261197382467336e-15,-458.5704439611689,5.225257781211701,0.046005413858418484,0.0,0.00021213376071482851,0.0005967131306598892,-347.2272779197082,-0.03465305876020244,266.73344288703134
0.185,1357,0.25914418325959204,-2.092296117310812,0.5351363304500103,0.26167714151280885,0.0019657074722024773,0.5622942512530831,0.3081553075675292,0.3350000000000001,0.003401851117472071,0.998913891025247,28707.295074198417,119.74365653256038,0.0,26.90832214436229,7.060584280247221e-09,-1.1937117960769683e-12,4.533547823095204e-16,-481.05945577786576,5.3993090598974955,0.04795607699651453,0.0,0.00023660425361308885,0.0006801350347131086,-359.3322707219436,-0.03276800994311127,276.4829918578161
0.19,1389,0.260302981019196,-2.092505135410396,0.5466706668967634,0.26564725857920096,0.0019613499818333506,0.5790911964841146,0.2997945835841708,0.33999999999999997,0.0033716619133464867,1.0109399316692387,28422.811765794246,119.49013455438175,0.0,26.932163173065913,7.043250968959517e-09,-1.1368683772161603e-12,-5.685498141480477e-15,-503.85996065597243,5.561351558175651,0.049827019864102755,0.0,0.00026287016931382664,0.0007695783435658185,-371.4760911238438,-0.030653830739002096,286.2737292412522
0.195,1421,0.26155959340899704,-2.0926191724587264,0.5580677157199251,0.266878148015248,0.001957648467070167,0.5891883975544274,0.2952331016509479,0.3450000000000001,0.003343173814281536,1.010742511171472,28134.482385092284,119.22938516731104,0.0,26.954932222383476,7.017870447473208e-09,-1.3642420526593924e-12,-4.24334626447183e-15,-526.9540880311416,5.710955844675561,0.05161117533684313,0.0,0.00029061807077012297,0.0008637776750703852,-383.65201573410576,-0.028401977664236536,296.1001582782824
0.2,1453,0.26290092529063935,-2.0926394019826073,0.569329419406887,0.2652763824109305,0.0019545505933650435,0.5919781730775311,0.29442392069571105,0.35,0.0033161712241507393,0.9981229226685479,27842.526179694596,118.96180728594916,0.0,26.97653610804989,6.972098451600141e-09,-1.4210854715202004e-12,-1.125791304650208e-14,-550.3239968664797,5.847728052320091,0.05330146212434213,0.0,0.00031951388017242225,0.0009614250027773133,-395.8534598746535,-0.02612159508976477,305.95696691403356
0.20500000000000002,1485,0.26431619508326576,-2.09257249317592,0.5804575676062119,0.26108164757980534,0.0019520090974780818,0.587822715226681,0.2971002729631966,0.3550000000000001,0.003290444483302908,0.9740822537449473,27547.16223427714,118.68781268725199,0.0,26.996882375576714,7.020883965855487e-09,-1.4779288903810084e-12,-1.1707521095073505e-14,-573.951894379351,5.971309603031112,0.05489077519968844,0.0,0.00034930533000824594,0.0010615556934778865,-408.0739452594692,-0.023921480271736198,315.8389872920012
0.21,1517,0.265802395032136,-2.092430865362124,0.591453781825789,0.2548315316752801,0.001949979743931392,0.5779961147608151,0.3027653855150458,0.36,0.0032657929920105397,0.9407534768807309,27248.607402796086,118.40781678437901,0.0,27.015880555917214,7.01150857533284e-09,-1.3073986337985843e-12,-6.958706388116831e-15,-597.8202003007226,6.081376917314532,0.05637197240238074,0.0,0.00037993528278661707,0.0011639599063588398,-420.30704255850156,-0.0218915095902863,325.7411236724856
0.215,1548,0.2673692414185089,-2.0922326812035505,0.6023195080574838,0.24726337458110795,0.001948423059153114,0.5644076056089968,0.31069275185798273,0.365,0.0032420224262575265,0.9011514525830108,26947.078060851723,118.12224586621714,0.0,27.03344341949016,7.625206013294455e-09,-1.4210854715202004e-12,-3.63024438005625e-15,-621.911407109264,6.17764109696129,0.057737870574377514,0.0,0.00041164538703082366,0.0012695444357413129,-432.5463115170542,-0.02008998768003285,335.6582811483306
