s,x_maximum_difference,x_rms_difference,x_relative_rms_difference,x_interior_relative_rms_difference,x_end_regions_squared_error_fraction,velocity_maximum_difference,velocity_rms_difference,velocity_relative_rms_difference,velocity_interior_relative_rms_difference,velocity_end_regions_squared_error_fraction,heat_maximum_difference,heat_rms_difference,heat_relative_rms_difference,heat_interior_relative_rms_difference,heat_end_regions_squared_error_fraction,charge_maximum_difference,charge_rms_difference,charge_relative_rms_difference,charge_interior_relative_rms_difference,charge_end_regions_squared_error_fraction,density_maximum_difference,density_rms_difference,density_relative_rms_difference,density_interior_relative_rms_difference,density_end_regions_squared_error_fraction,radial_maximum_difference,radial_rms_difference,radial_relative_rms_difference,radial_interior_relative_rms_difference,radial_end_regions_squared_error_fraction,current_maximum_difference,current_rms_difference,current_relative_rms_difference,current_interior_relative_rms_difference,current_end_regions_squared_error_fraction,angular_maximum_difference,angular_rms_difference,angular_relative_rms_difference,angular_interior_relative_rms_difference,angular_end_regions_squared_error_fraction,density_eulerian_volume_relative_l1_difference,radial_eulerian_volume_relative_l1_difference,current_eulerian_volume_relative_l1_difference,angular_eulerian_volume_relative_l1_difference
0.05,0.004512697387112574,0.0004678731951261452,0.00033872184296503415,2.2175106101968954e-05,0.9971701699059066,0.09509347854466887,0.013746138181643296,0.1081550474660345,0.013356304479153567,0.9902910577752579,0.12564740977675282,0.026102127184173003,0.008200030626184024,0.007669471634665142,0.29662786507059,0.002200472304580245,0.00042292563059682556,0.003851073872775063,0.0005194028172977796,0.9856225606108814,0.0007976709857835333,6.436709664505376e-05,0.011318568487075133,0.00189182742091061,0.984901808995839,8.475538668172846e-05,8.989515397005613e-06,0.0025537647873674525,0.0002589795117923916,0.9929101055537155,0.0005340020148486684,4.075961631683369e-05,0.1260087399804607,0.016060308891260953,0.9944805089806612,8.549248638303958e-06,1.195213692480521e-06,0.006353253289165181,0.001024508117375979,0.9804359405930416,0.0020097806881641403,0.0003785317651467513,0.044029390669102296,0.002843712428777203
0.055,0.0050254128917397445,0.0005361275508847812,0.00038803636728782583,2.653970592831698e-05,0.9969111314868996,0.0867673900337563,0.01382715318610718,0.100363456332236,0.013206727419744864,0.9886861007116515,0.12554751501836403,0.026095306611968384,0.008196089923501992,0.007665541008544833,0.29660913810210265,0.002200472304580245,0.00042292563059682556,0.003851073872775063,0.0005194028172977796,0.9856225606108814,0.0009957159884924887,7.732949293211427e-05,0.0135558515358497,0.0019034792029033842,0.9893696361624968,0.00010773337637786555,1.0777339072288867e-05,0.0030665799372936687,0.0003152218980619742,0.9927131260413645,0.0005780689822092809,4.404257360562346e-05,0.12343859211073227,0.01603075157482825,0.9942308940602483,8.53020862967319e-06,1.1948506673185764e-06,0.006352552919345302,0.0010256909321264022,0.980388211765208,0.002176526881119672,0.00041713589326304823,0.04384517015412779,0.002939518734731826
0.06,0.005456112257610668,0.0006017274359002527,0.0004353945708831849,3.123082564753346e-05,0.9966022383576991,0.09066888327941433,0.013724919298854797,0.09241781121594858,0.013055537275173622,0.986694953390887,0.12543925139153345,0.026088447660457332,0.008191748527173344,0.007661116821085383,0.2965971198595244,0.002200472304580245,0.00042292563059682556,0.003851073872775063,0.0005194028172977796,0.9856225606108814,0.0012251691445422774,9.219608934451976e-05,0.016106240426414824,0.0019166486421546046,0.992386680316426,0.00013527447252384113,1.2767367546496114e-05,0.0036392493311682176,0.0003775758955209849,0.9925739129621358,0.0006175189446182459,4.700909000603121e-05,0.12037735470360786,0.016004027161842144,0.9939152207467907,8.509878746580814e-06,1.194467283595004e-06,0.00635186443106873,0.001027053073898741,0.9803338039407384,0.0023577511449484234,0.00045716469082380384,0.04356539000421227,0.0030510716153526866
0.065,0.005788637981374745,0.0006635975703520678,0.00048001695726359396,3.623213966083856e-05,0.996237210646267,0.09404051647020849,0.013542051260785719,0.08502443214484273,0.01290348819163587,0.9843964817995111,0.12532395003016905,0.026081665630910918,0.008187042386925577,0.0076562156120536535,0.2965949901294548,0.002200472304580245,0.00042292563059682556,0.003851073872775063,0.0005194028172977796,0.9856225606108814,0.0014893738688612525,0.00010903973389971095,0.01897592957073708,0.0019315197007186732,0.9944481742231481,0.00016816641001224548,1.4973545288546505e-05,0.004276346632965656,0.00044607384421365516,0.9924904831231007,0.0006508248713213196,4.956059438123792e-05,0.11672056407506913,0.015980418008205915,0.9935059795845324,8.48827224442342e-06,1.1940596748910674e-06,0.0063511660619195885,0.0010286037579007913,0.9802722022987361,0.0025475150445428206,0.0004974210944058401,0.04319281734944761,0.003166133966248792
0.07,0.006014985929695182,0.0007212815551406757,0.0005215728954584772,4.152758024306522e-05,0.9958127915224257,0.09651531576291647,0.013389261291043767,0.07874851729460858,0.012751188515614948,0.9820047401360652,0.12520305752559846,0.02607507064295637,0.00818200542991258,0.007650856448120722,0.29660512590430776,0.002200472304580245,0.00042292563059682556,0.003851073872775063,0.0005194028172977796,0.9856225606108814,0.0017915807319188667,0.0001279735928090905,0.02217689958398795,0.00194828310288035,0.995880100000209,0.00020728077637784852,1.7413837427606423e-05,0.004983691540261576,0.0005207823266889499,0.9924606496547485,0.0006760138709594788,5.156470008735361e-05,0.11232426027076395,0.01596012451160715,0.9929597491703888,8.4653883084044e-06,1.1936245829441579e-06,0.006350439196273764,0.0010303511550498626,0.9802029439284148,0.0027454387621820846,0.0005405961731241123,0.04288519791383325,0.0032838661882483564
0.075,0.006136184353331187,0.0007749611624071245,0.0005601939660174039,4.710145240271078e-05,0.9953299395817723,0.09814830243876423,0.013341058640538153,0.07381390870189164,0.012599133156986636,0.9797867948816279,0.12507813679936364,0.026068766416993922,0.008176669157634047,0.0076450611074840415,0.29662900144337523,0.002200472304580245,0.00042292563059682556,0.003851073872775063,0.0005194028172977796,0.9856225606108814,0.0021345204608260587,0.00014915508359532152,0.025727247702837706,0.0019671346399155708,0.9968928897047631,0.00025352412606944566,2.0109378608698632e-05,0.005768126648991097,0.0006017931903504266,0.9924813886143461,0.000690562711872822,5.284999315171945e-05,0.10700921400534301,0.01594328382969978,0.992206100669214,8.441217330040665e-06,1.193159907637192e-06,0.006349671305185764,0.001032302323001619,0.980125638458215,0.0029521509309677475,0.000588122630602478,0.04270851788816542,0.003421372345673518
0.08,0.006161088484241017,0.000825307011356136,0.0005963652757146784,5.2938532452763114e-05,0.9947940214617534,0.09896683911087631,0.013419519239943285,0.07011685875300044,0.012447725839051346,0.9779326095029502,0.12495086769386443,0.026062855510226253,0.00817106429121272,0.007638854289908363,0.29666743143899565,0.002200472304580245,0.00042292563059682556,0.003851073872775063,0.0005194028172977796,0.9856225606108814,0.0025197022215605325,0.00017275613449334613,0.029645654077423644,0.0019882735833261674,0.9976214148234057,0.0003077372071248353,2.308205400632997e-05,0.006636843330269718,0.0006892186996512607,0.9925475165948101,0.0006912894314222862,5.320473153185845e-05,0.10057083097305454,0.01592998200337927,0.9911260388316679,8.415746195953666e-06,1.1926648754777342e-06,0.006348856861349061,0.0010344631606816212,0.9800399757416397,0.003167337001314215,0.0006448072724516441,0.04277991524778537,0.0035608358314871452
0.085,0.006104118663492031,0.000873262654120038,0.0006307687685318793,5.90241541095046e-05,0.9942142708228477,0.09897669060873207,0.013604840005510353,0.06736669143560263,0.012297273071358006,0.9764816734786206,0.12482312196277867,0.026057446517640984,0.008165229057446894,0.007632270528749275,0.29672096116851343,0.002200472304580245,0.00042292563059682556,0.003851073872775063,0.0005194028172977796,0.9856225606108814,0.0029463220479318125,0.00019889229911919818,0.033938965229252896,0.0020119018034802515,0.9981523945661634,0.0003705117547278861,2.6348908437379407e-05,0.007595785543162954,0.000783190174555624,0.9926497200828682,0.0006742610231389909,5.2380391241917576e-05,0.09279372219130175,0.015920256096926474,0.989505876212883,8.388962611462209e-06,1.1921399633023527e-06,0.006347996952084529,0.0010368383863127383,0.9799457249411447,0.003392039903072599,0.000709713523114884,0.042977481394275825,0.003710299519175852
0.09,0.006149049581285926,0.0009198186508513216,0.0006641195785756692,6.534426966706261e-05,0.9936023547686313,0.09812436744995204,0.01385519515187901,0.06522614816837086,0.012147949642055778,0.9753446708502368,0.12469709757356995,0.026052659751543045,0.008159226212793629,0.007625370260351081,0.2967904404407581,0.002200472304580245,0.00042292563059682556,0.003851073872775063,0.0005194028172977796,0.9856225606108814,0.003409663773697535,0.0002275181662936926,0.038584582363470385,0.0020382240590798087,0.9985424214557993,0.0004418869140907413,2.991137809071342e-05,0.008646532518990996,0.0008838608630085848,0.9927721412738385,0.0006347566735126515,5.010687379240983e-05,0.08348016350719674,0.01591408271921777,0.986931220106811,8.360858031588008e-06,1.1915865921296985e-06,0.006347097680380952,0.0010394315341707761,0.9798427255639632,0.0036307012288853547,0.0007811136731657135,0.043211774873566276,0.003860517613592952
0.095,0.0065771656469846285,0.0009658122575457863,0.0006970212338084496,7.188550668122089e-05,0.992970081376293,0.09646614893891639,0.014125095121811919,0.06340481900119338,0.011999893104079529,0.9743774664575464,0.12457501721545583,0.02604863418037979,0.008153128875758616,0.007618219992539664,0.29687757271403503,0.002200472304580245,0.00042292563059682556,0.003851073872775063,0.0005194028172977796,0.9856225606108814,0.003898931346454958,0.00025830723807180505,0.04351112587142168,0.002067443830125651,0.9988293837657792,0.0005208904488498613,3.373717512560102e-05,0.009780992522998118,0.0009914038563516477,0.9928898759824276,0.0005673560427353638,4.613937249468937e-05,0.0725185323950023,0.015911411872239545,0.9825242363856669,8.331429395884286e-06,1.1910067585209044e-06,0.0063461682306797116,0.0010422449670493608,0.9797308758176291,0.0038814489141665767,0.0008589799978618616,0.04343647873191958,0.004022535460746168
0.1,0.007029599679251541,0.001011818361374765,0.0007298870757396016,7.863520695904305e-05,0.9923273133036316,0.10096697857768423,0.014381992817977987,0.061719402765290074,0.011853212021384979,0.9734624666715987,0.12445904198932922,0.026045533952998117,0.008147017960659178,0.0076108869119896035,0.29698528324395235,0.002200472304580245,0.00042292563059682556,0.003851073872775063,0.0005194028172977796,0.9856225606108814,0.004394632619991611,0.00029053429313975065,0.04858085894363874,0.002099760968582529,0.9990393670339777,0.0006049211631569999,3.773410176348595e-05,0.010973640902929897,0.0011060116797241713,0.9929663696964792,0.00046626222337508476,4.0392532303217606e-05,0.06005952332409855,0.015912172572555474,0.9742603362684518,8.300680336139433e-06,1.190402751412034e-06,0.006345219373689909,0.0010452799135501163,0.9796101227111057,0.0041436008562325335,0.0009424170931888939,0.04359068566769662,0.004201879243368433
0.105,0.007465728367783697,0.0010581386001822703,0.0007629327381125995,8.55814492314439e-05,0.991680833584338,0.10524001047844384,0.014611645357099723,0.060092398911633566,0.011707988213369413,0.9725415454826097,0.1243512532101323,0.026043552634841788,0.008140983506448365,0.007603438880645775,0.29711795457454526,0.002200472304580245,0.00042292563059682556,0.003851073872775063,0.0005194028172977796,0.9856225606108814,0.004866018725580143,0.0003229853976092132,0.053578285058458866,0.0021353701011756683,0.9991906824584473,0.0006890540970562959,4.171984591608493e-05,0.01217241307648828,0.0012278970042539118,0.9929505605604438,0.0003260102789352621,3.334305232959608e-05,0.047017187677114,0.015916274777068057,0.957525777205354,8.287950703465006e-06,1.1897770308703328e-06,0.006344262830881555,0.00104853651931356,0.9794804570491509,0.004422356258839531,0.0010295890045208369,0.04372237279472495,0.0043919588845746866
0.11,0.007870186818302316,0.0011048371745282324,0.0007962023602274703,9.271306434554908e-05,0.9910339841513116,0.10907817379069326,0.014820296219607195,0.05853913631528312,0.011564275274389265,0.9716313015854005,0.12425363394380273,0.026042919492701076,0.008135126626329916,0.007595944381432346,0.29728177904003716,0.002200472304580245,0.00042292563059682556,0.003851073872775063,0.0005194028172977796,0.9856225606108814,0.005269689497181974,0.00035394966600489186,0.05821360914034987,0.002174459524384755,0.9992962493786327,0.0007655062733821328,4.540052018214806e-05,0.01329193115036944,0.0013572935828705605,0.992772631826637,0.00017663540675878168,2.7272813066466292e-05,0.03654787227818534,0.015923612138682375,0.9288608095974119,8.3088363444169e-06,1.1891322488536278e-06,0.00634331139296729,0.0010520139114193448,0.9793419128202301,0.004722115550921388,0.0011234802364953455,0.04384667822812867,0.004600180034419034
0.115,0.008233958280526976,0.0011518140210237302,0.0008296216910065468,0.00010001962126429448,0.9903872088565651,0.1124113359320225,0.015036686087984964,0.0571577923485295,0.01142210797088965,0.9708375823970525,0.12416805055699554,0.026043912134055748,0.008129563423979778,0.0075884720129395745,0.297485533574816,0.002200472304580245,0.00042292563059682556,0.003851073872775063,0.0005194028172977796,0.9856225606108814,0.005551107064381552,0.000381385370338433,0.062154955990094046,0.002217209354200805,0.9993651346205429,0.0008236908810669396,4.838167130609929e-05,0.014216062796660526,0.0014944577134676038,0.9923361864694776,0.00020542024973351912,2.807369569701735e-05,0.035813946052873476,0.015934065676533934,0.924998195724581,8.330366163106695e-06,1.1884712880379991e-06,0.006342379135198228,0.0010557102652856314,0.9791945672755741,0.0050361032281380285,0.0012232931054031839,0.043948575168176914,0.004849012398671436
0.12,0.008547312627918857,0.0011989058625700617,0.0008630711398706547,0.00010749140929954223,0.9897394275651717,0.11531625163644506,0.015307456060767072,0.056097886105942366,0.011281505307916497,0.9703407211852242,0.1240962343030203,0.026046868127164727,0.008124428557705256,0.00758108606631036,0.2977420187706904,0.002200472304580245,0.00042292563059682556,0.003851073872775063,0.0005194028172977796,0.9856225606108814,0.005650840335901106,0.00040336062919437267,0.06510283803105818,0.002263790256006061,0.999403765752119,0.0008513604132472128,5.024127955708585e-05,0.01481873698401938,0.0016396696162931765,0.9915050757137487,0.00034811768065600834,3.93973964416675e-05,0.047907695755835054,0.015947511619385374,0.9575720145164794,8.35252008251898e-06,1.1877972646076546e-06,0.006341481440212052,0.0010596228748710205,0.9790385397697637,0.005373318867345558,0.0013279155595686321,0.044052661348239874,0.0051060529104699146
0.125,0.008800964094009323,0.0012459836589280493,0.0008964560248611548,0.00011511939726043392,0.9890896797723037,0.11794200079773218,0.01567818703012186,0.055484948583415426,0.011142444535030048,0.9703090619399919,0.1240397631937542,0.026052193921313513,0.00811987793899695,0.00757383722685702,0.29807025436407986,0.002200472304580245,0.00042292563059682556,0.003851073872775063,0.0005194028172977796,0.9856225606108814,0.005516104259982002,0.0004187971278460135,0.06690753181503566,0.0023143616533814098,0.9994172774360148,0.0008370545122609656,5.068286584184633e-05,0.015008885357933714,0.0017932346753790098,0.9900896491396309,0.0006349203927869697,5.726914062259997e-05,0.06644412872315797,0.015963824866739557,0.9776846781918047,8.375270691087628e-06,1.1871135059495102e-06,0.006340634886176786,0.0010637482282728158,0.9788739895849511,0.0057453903412453995,0.0014357668656257662,0.04455907801887083,0.0053682481129204845
0.13,0.008987850114072216,0.0012930288605830685,0.0009297613453465192,0.00012289517446067457,0.9884386235019097,0.12068329786143855,0.01616537455400161,0.055329351323368796,0.011004877838051751,0.9707698816908095,0.1240000443800624,0.02606042596110642,0.008116107532465867,0.007566769278496913,0.2984974888313575,0.002200472304580245,0.00042292563059682556,0.003851073872775063,0.0005194028172977796,0.9856225606108814,0.005115423431099608,0.00042836265641184226,0.06770142216739634,0.0023690710995105764,0.9994114858004892,0.0007733445963585667,4.9751778583919076e-05,0.014795247909365422,0.001955484483608383,0.9878651628914452,0.0009171038977291246,7.723198786237279e-05,0.0855569212458342,0.015982873754631255,0.9863931624638188,8.39857930327642e-06,1.1864235608970595e-06,0.006339857309957871,0.0010680820831141602,0.978701114959747,0.006132828734220042,0.0015515344977087417,0.0453390713952892,0.005655365009273189
0.135,0.009105258773122404,0.0013401763986756266,0.0009630824455987187,0.00013081091348751147,0.9877895572600941,0.12434149871019703,0.016725731003670113,0.05544347450503089,0.010868759031368525,0.9715115224663101,0.12397829702713103,0.026072305086421776,0.008113376083640687,0.0075599177784467985,0.29906335624741065,0.002200472304580245,0.00042292563059682556,0.003851073872775063,0.0005194028172977796,0.9856225606108814,0.004451608902993551,0.0004350999607134373,0.06798070619312015,0.0024280543255355176,0.999395600599905,0.0006596279668254885,4.804859620035476e-05,0.014352110983680022,0.0021267784379051104,0.9847361732455725,0.001152462711645965,9.563314810206331e-05,0.10123216599150983,0.016004526065575744,0.9901782696777722,8.422390383129314e-06,1.18573125996674e-06,0.006339168136949195,0.0010726195983589012,0.9785201517126343,0.006564594889734062,0.0016791211182259763,0.04662701410016591,0.00592398379275816
0.14,0.009205607114176062,0.0013876818244536267,0.0009966010699493653,0.0001388593190061837,0.9871480701356834,0.12814702972706368,0.017251516369536906,0.05545689856351943,0.01073403928054344,0.9721404657725842,0.12397553596036293,0.02608894746221548,0.008112057708576335,0.007553310521366997,0.2998288031947425,0.002200472304580245,0.00042292563059682556,0.003851073872775063,0.0005194028172977796,0.9856225606108814,0.004106016750327866,0.0004441730060060814,0.0685439481171888,0.0024914342132759753,0.9993838482262252,0.0005032567454070758,4.6817478796527846e-05,0.014049667403948083,0.002307505453691787,0.9812363930744341,0.001282187820265034,0.00010886066345560688,0.11021899654706084,0.016028649486940768,0.9916257325091969,8.44662306352114e-06,1.185040855425449e-06,0.0063385891414569654,0.0010773554896849585,0.9783313739214263,0.0070177943803094636,0.0018096300008073481,0.04822289910600256,0.006217122422499124
0.145,0.009683659961370661,0.001435800081648219,0.0010304980611244986,0.00014703357090787935,0.9865198973902523,0.13208033527179835,0.017621830236966115,0.05500211668656756,0.010600677072288697,0.9722950339500478,0.12399255609622806,0.026112191124472182,0.00811274863341246,0.0075469673688900885,0.3008942985503046,0.002200472304580245,0.00042292563059682556,0.003851073872775063,0.0005194028172977796,0.9856225606108814,0.0045778013029088155,0.00046127732791350013,0.07022798601029728,0.002559321521381094,0.9993914790321885,0.00037815630570583395,4.772157349359446e-05,0.014391498607628912,0.002498086280362985,0.9790239634723467,0.0012333377497189277,0.0001141723440709187,0.11069405873671474,0.016055117899029185,0.9916023797319631,8.471157258248057e-06,1.1843573350079532e-06,0.006338146141444966,0.001082284159792784,0.9781351022307714,0.007529240224964769,0.001948562498532059,0.05024076589629166,0.006509114525557534
