lambda1,lambda2,xi,surface,bulk,total,interaction_energy
1.0,0.0001,0.16666666666666666,-6.485667189219706e-08,-6.293685618207129e-08,-1.2779352807426835e-07,-1.2779352807426845e-07
1.0,0.0001,0.25,-0.0,-1.2779352807426835e-07,-1.2779352807426835e-07,-1.2779352807426845e-07
1.0,0.001,0.0,-1.9427199824960355e-06,6.660815094534835e-07,-1.276638473042552e-06,-1.276638473042553e-06
1.0,0.001,0.16666666666666666,-6.475733274986785e-07,-6.290651455438734e-07,-1.2766384730425519e-06,-1.276638473042553e-06
1.0,0.001,0.25,-0.0,-1.2766384730425519e-06,-1.2766384730425519e-06,-1.276638473042553e-06
1.0,0.01,0.0,-1.9141385656801614e-05,6.500408024186803e-06,-1.264097763261481e-05,-1.264097763261482e-05
1.0,0.01,0.16666666666666666,-6.380461885600539e-06,-6.260515747014273e-06,-1.264097763261481e-05,-1.264097763261482e-05
1.0,0.01,0.25,-0.0,-1.264097763261481e-05,-1.264097763261481e-05,-1.264097763261482e-05
1.0,0.1,0.0,-0.00016882447948961878,5.276805080485099e-05,-0.00011605642868476779,-0.00011605642868476787
1.0,0.1,0.16666666666666666,-5.62748264965396e-05,-5.97816021882282e-05,-0.00011605642868476779,-0.00011605642868476787
1.0,0.1,0.25,-0.0,-0.00011605642868476779,-0.00011605642868476779,-0.00011605642868476787
1.0,1.0,0.0,-0.0008363705968027719,0.00013492223444147865,-0.0007014483623612932,-0.0007014483623612939
1.0,1.0,0.16666666666666666,-0.00027879019893425736,-0.000422658163427036,-0.0007014483623612933,-0.0007014483623612939
1.0,1.0,0.25,-0.0,-0.0007014483623612933,-0.0007014483623612933,-0.0007014483623612939
1.0,10.0,0.0,-0.0013422709101022904,-0.0002964392371342941,-0.0016387101472365845,-0.0016387101472365847
1.0,10.0,0.16666666666666666,-0.0004474236367007635,-0.001191286510535821,-0.0016387101472365845,-0.0016387101472365847
1.0,10.0,0.25,-0.0,-0.0016387101472365845,-0.0016387101472365845,-0.0016387101472365847
1.0,100.0,0.0,-0.001336135826188379,-0.000615975341419797,-0.001952111167608176,-0.0019521111676081766
1.0,100.0,0.16666666666666666,-0.0004453786087294597,-0.0015067325588787163,-0.001952111167608176,-0.0019521111676081766
1.0,100.0,0.25,-0.0,-0.001952111167608176,-0.001952111167608176,-0.0019521111676081766
1.0,1000.0,0.0,-0.0013271346294834716,-0.0006655437354791368,-0.001992678364962608,-0.001992678364962608
1.0,1000.0,0.16666666666666666,-0.00044237820982782395,-0.0015503001551347845,-0.001992678364962608,-0.001992678364962608
1.0,1000.0,0.25,-0.0,-0.001992678364962608,-0.001992678364962608,-0.001992678364962608
1.0,10000.0,0.0,-0.001326085724764186,-0.0006707772567728541,-0.0019968629815370403,-0.0019968629815370403
1.0,10000.0,0.16666666666666666,-0.0004420285749213954,-0.0015548344066156447,-0.0019968629815370403,-0.0019968629815370403
1.0,10000.0,0.25,-0.0,-0.0019968629815370403,-0.0019968629815370403,-0.0019968629815370403
1.25892541179,1.25892541179,0.0,-0.0010175363288609722,0.0001028682755990851,-0.0009146680532618871,-0.000914668053261888
1.25892541179,1.25892541179,0.16666666666666666,-0.0003391787762869908,-0.0005754892769748964,-0.0009146680532618871,-0.000914668053261888
1.25892541179,1.25892541179,0.25,-0.0,-0.0009146680532618871,-0.0009146680532618871,-0.000914668053261888
1.58489319246,1.58489319246,0.0,-0.0012053661886855787,3.4806359608790085e-05,-0.0011705598290767886,-0.0011705598290767893
1.58489319246,1.58489319246,0.16666666666666666,-0.0004017887295618596,-0.000768771099514929,-0.0011705598290767886,-0.0011705598290767893
1.58489319246,1.58489319246,0.25,-0.0,-0.0011705598290767886,-0.0011705598290767886,-0.0011705598290767893
1.99526231497,1.99526231497,0.0,-0.0013887348070214499,-8.068691928090569e-05,-0.0014694217263023555,-0.0014694217263023564
1.99526231497,1.99526231497,0.16666666666666666,-0.00046291160234048336,-0.0010065101239618722,-0.0014694217263023555,-0.0014694217263023564
1.99526231497,1.99526231497,0.25,-0.0,-0.0014694217263023555,-0.0014694217263023555,-0.0014694217263023564
2.51188643151,2.51188643151,0.0,-0.001554851920849048,-0.0002539200076419948,-0.0018087719284910428,-0.0018087719284910434
2.51188643151,2.51188643151,0.16666666666666666,-0.0005182839736163494,-0.0012904879548746933,-0.0018087719284910425,-0.0018087719284910434
2.51188643151,2.51188643151,0.25,-0.0,-0.0018087719284910425,-0.0018087719284910425,-0.0018087719284910434
3.16227766017,3.16227766017,0.0,-0.0016908887840234965,-0.0004922551616295455,-0.0021831439456530422,-0.0021831439456530422
3.16227766017,3.16227766017,0.16666666666666666,-0.0005636295946744989,-0.0016195143509785432,-0.0021831439456530422,-0.0021831439456530422
3.16227766017,3.16227766017,0.25,-0.0,-0.0021831439456530422,-0.0021831439456530422,-0.0021831439456530422
3.98107170553,3.98107170553,0.0,-0.001785876415470209,-0.000798418539245029,-0.0025842949547152383,-0.0025842949547152383
3.98107170553,3.98107170553,0.16666666666666666,-0.0005952921384900698,-0.0019890028162251683,-0.0025842949547152383,-0.0025842949547152383
3.98107170553,3.98107170553,0.25,-0.0,-0.0025842949547152383,-0.0025842949547152383,-0.0025842949547152383
5.01187233627,5.01187233627,0.0,-0.0018324420981672828,-0.0011693994124909522,-0.003001841510658235,-0.003001841510658235
5.01187233627,5.01187233627,0.16666666666666666,-0.0006108140327224276,-0.0023910274779358072,-0.0030018415106582348,-0.003001841510658235
5.01187233627,5.01187233627,0.25,-0.0,-0.0030018415106582348,-0.0030018415106582348,-0.003001841510658235
6.3095734448,6.3095734448,0.0,-0.0018279481493326786,-0.0015962855430409616,-0.0034242336923736402,-0.0034242336923736402
6.3095734448,6.3095734448,0.16666666666666666,-0.0006093160497775596,-0.0028149176425960806,-0.0034242336923736402,-0.0034242336923736402
6.3095734448,6.3095734448,0.25,-0.0,-0.0034242336923736402,-0.0034242336923736402,-0.0034242336923736402
7.94328234724,7.94328234724,0.0,-0.0017747490703630933,-0.0020651441008270074,-0.0038398931711901008,-0.0038398931711901
7.94328234724,7.94328234724,0.16666666666666666,-0.0005915830234543646,-0.0032483101477357363,-0.0038398931711901008,-0.0038398931711901
7.94328234724,7.94328234724,0.25,-0.0,-0.0038398931711901008,-0.0038398931711901008,-0.0038398931711901
8.0,8.0,0.0,-0.0017723921808822886,-0.002080119894645631,-0.0038525120755279196,-0.003852512075527918
8.0,8.0,0.16666666666666666,-0.0005907973936274296,-0.00326171468190049,-0.0038525120755279196,-0.003852512075527918
8.0,8.0,0.25,-0.0,-0.0038525120755279196,-0.0038525120755279196,-0.003852512075527918
10.0,0.0001,0.0,-3.063456118068354e-07,3.9238309486301e-08,-2.671073023205344e-07,-2.6710730232053455e-07
10.0,0.0001,0.16666666666666666,-1.0211520393561182e-07,-1.649920983849226e-07,-2.671073023205344e-07,-2.6710730232053455e-07
10.0,0.0001,0.25,-0.0,-2.671073023205344e-07,-2.671073023205344e-07,-2.6710730232053455e-07
10.0,0.001,0.0,-3.05941019243626e-06,3.902884033556948e-07,-2.6691217890805653e-06,-2.669121789080566e-06
10.0,0.001,0.16666666666666666,-1.0198033974787535e-06,-1.6493183916018118e-06,-2.6691217890805653e-06,-2.669121789080566e-06
10.0,0.001,0.25,-0.0,-2.6691217890805653e-06,-2.6691217890805653e-06,-2.669121789080566e-06
10.0,0.01,0.0,-3.02026998898416e-05,3.7019217575592037e-06,-2.6500778132282398e-05,-2.650077813228241e-05
10.0,0.01,0.16666666666666666,-1.0067566629947202e-05,-1.6433211502335197e-05,-2.6500778132282398e-05,-2.650077813228241e-05
10.0,0.01,0.25,-0.0,-2.6500778132282398e-05,-2.6500778132282398e-05,-2.650077813228241e-05
10.0,0.1,0.0,-0.0002697783361081712,2.124554450053657e-05,-0.0002485327916076347,-0.00024853279160763473
10.0,0.1,0.16666666666666666,-8.992611203605709e-05,-0.00015860667957157758,-0.0002485327916076347,-0.00024853279160763473
10.0,0.1,0.25,-0.0,-0.0002485327916076347,-0.0002485327916076347,-0.00024853279160763473
10.0,1.0,0.0,-0.0013422709101022902,-0.0002964392371342939,-0.001638710147236584,-0.0016387101472365847
10.0,1.0,0.16666666666666666,-0.00044742363670076347,-0.0011912865105358206,-0.001638710147236584,-0.0016387101472365847
10.0,1.0,0.25,-0.0,-0.001638710147236584,-0.001638710147236584,-0.0016387101472365847
10.0,10.0,0.0,-0.0016795368796468863,-0.002558766581526121,-0.0042383034611730075,-0.0042383034611730075
10.0,10.0,0.16666666666666666,-0.0005598456265489621,-0.0036784578346240452,-0.0042383034611730075,-0.0042383034611730075
10.0,10.0,0.25,-0.0,-0.0042383034611730075,-0.0042383034611730075,-0.0042383034611730075
10.0,100.0,0.0,-0.0012203821485230098,-0.003985042133816554,-0.005205424282339563,-0.005205424282339561
10.0,100.0,0.16666666666666666,-0.00040679404950766997,-0.004798630232831893,-0.005205424282339563,-0.005205424282339561
10.0,100.0,0.25,-0.0,-0.005205424282339563,-0.005205424282339563,-0.005205424282339561
10.0,1000.0,0.0,-0.0011298967072636116,-0.004204718786265495,-0.0053346154935291065,-0.005334615493529105
10.0,1000.0,0.16666666666666666,-0.00037663223575453727,-0.004957983257774569,-0.0053346154935291065,-0.005334615493529105
10.0,1000.0,0.25,-0.0,-0.0053346154935291065,-0.0053346154935291065,-0.005334615493529105
10.0,10000.0,0.0,-0.001120086057727334,-0.004227912099962131,-0.005347998157689465,-0.005347998157689464
10.0,10000.0,0.16666666666666666,-0.0003733620192424447,-0.0049746361384470205,-0.005347998157689465,-0.005347998157689464
10.0,10000.0,0.25,-0.0,-0.005347998157689465,-0.005347998157689465,-0.005347998157689464
12.5892541179,12.5892541179,0.0,-0.0015519986039578425,-0.0030588653542258674,-0.00461086395818371,-0.004610863958183708
12.5892541179,12.5892541179,0.16666666666666666,-0.0005173328679859476,-0.0040935310901977625,-0.00461086395818371,-0.004610863958183708
12.5892541179,12.5892541179,0.25,-0.0,-0.00461086395818371,-0.00461086395818371,-0.004610863958183708
15.8489319246,15.8489319246,0.0,-0.0014031672708896413,-0.0035482243270591614,-0.004951391597948803,-0.004951391597948801
15.8489319246,15.8489319246,0.16666666666666666,-0.0004677224236298805,-0.004483669174318922,-0.004951391597948803,-0.004951391597948801
15.8489319246,15.8489319246,0.25,-0.0,-0.004951391597948803,-0.004951391597948803,-0.004951391597948801
19.9526231497,19.9526231497,0.0,-0.001243862642366597,-0.004012383594919685,-0.005256246237286282,-0.00525624623728628
19.9526231497,19.9526231497,0.16666666666666666,-0.00041462088078886576,-0.004841625356497416,-0.005256246237286282,-0.00525624623728628
19.9526231497,19.9526231497,0.25,-0.0,-0.005256246237286282,-0.005256246237286282,-0.00525624623728628
25.1188643151,25.1188643151,0.0,-0.0010835111043998068,-0.004440625498798468,-0.005524136603198275,-0.005524136603198274
25.1188643151,25.1188643151,0.16666666666666666,-0.000361170368133269,-0.005162966235065005,-0.005524136603198274,-0.005524136603198274
25.1188643151,25.1188643151,0.25,-0.0,-0.005524136603198274,-0.005524136603198274,-0.005524136603198274
31.6227766017,31.6227766017,0.0,-0.0009294704522277385,-0.00482624137031591,-0.005755711822543649,-0.005755711822543647
31.6227766017,31.6227766017,0.16666666666666666,-0.00030982348407591285,-0.005445888338467736,-0.005755711822543649,-0.005755711822543647
31.6227766017,31.6227766017,0.25,-0.0,-0.005755711822543649,-0.005755711822543649,-0.005755711822543647
39.8107170553,39.8107170553,0.0,-0.0007868342981307258,-0.005166220030499099,-0.005953054328629825,-0.005953054328629822
39.8107170553,39.8107170553,0.16666666666666666,-0.0002622780993769086,-0.005690776229252916,-0.005953054328629825,-0.005953054328629822
39.8107170553,39.8107170553,0.25,-0.0,-0.005953054328629825,-0.005953054328629825,-0.005953054328629822
50.1187233627,50.1187233627,0.0,-0.0006585957835161108,-0.005460576126577646,-0.006119171910093757,-0.006119171910093755
50.1187233627,50.1187233627,0.16666666666666666,-0.00021953192783870362,-0.005899639982255053,-0.006119171910093757,-0.006119171910093755
50.1187233627,50.1187233627,0.25,-0.0,-0.006119171910093757,-0.006119171910093757,-0.006119171910093755
63.095734448,63.095734448,0.0,-0.0005460195882190878,-0.005711534706462702,-0.00625755429468179,-0.006257554294681787
63.095734448,63.095734448,0.16666666666666666,-0.00018200652940636263,-0.006075547765275427,-0.00625755429468179,-0.006257554294681787
63.095734448,63.095734448,0.25,-0.0,-0.00625755429468179,-0.00625755429468179,-0.006257554294681787
79.4328234724,79.4328234724,0.0,-0.0004490884215517872,-0.005922737765173126,-0.006371826186724913,-0.006371826186724911
79.4328234724,79.4328234724,0.16666666666666666,-0.0001496961405172624,-0.006222130046207651,-0.006371826186724913,-0.006371826186724911
79.4328234724,79.4328234724,0.25,-0.0,-0.006371826186724913,-0.006371826186724913,-0.006371826186724911
100.0,0.0001,0.0,-3.1640563731423553e-07,5.9502798214932395e-09,-3.104553574927423e-07,-3.104553574927424e-07
100.0,0.0001,0.16666666666666666,-1.0546854577141185e-07,-2.0498681172133044e-07,-3.104553574927423e-07,-3.104553574927424e-07
100.0,0.0001,0.25,-0.0,-3.104553574927423e-07,-3.104553574927423e-07,-3.104553574927424e-07
100.0,0.001,0.0,-3.1598260712565015e-06,5.738086262597419e-08,-3.1024452086305273e-06,-3.102445208630528e-06
100.0,0.001,0.16666666666666666,-1.0532753570855006e-06,-2.0491698515450265e-06,-3.102445208630527e-06,-3.102445208630528e-06
100.0,0.001,0.25,-0.0,-3.102445208630527e-06,-3.102445208630527e-06,-3.102445208630528e-06
100.0,0.01,0.0,-3.11885764119599e-05,3.7020367616099096e-07,-3.0818372735798907e-05,-3.081837273579892e-05
100.0,0.01,0.16666666666666666,-1.0396192137319967e-05,-2.042218059847894e-05,-3.0818372735798907e-05,-3.081837273579892e-05
100.0,0.01,0.25,-0.0,-3.0818372735798907e-05,-3.0818372735798907e-05,-3.081837273579892e-05
100.0,0.1,0.0,-0.0002779529226944742,-1.2261709067879455e-05,-0.00029021463176235365,-0.00029021463176235376
100.0,0.1,0.16666666666666666,-9.265097423149141e-05,-0.00019756365753086224,-0.00029021463176235365,-0.00029021463176235376
100.0,0.1,0.25,-0.0,-0.00029021463176235365,-0.00029021463176235365,-0.00029021463176235376
100.0,1.0,0.0,-0.001336135826188379,-0.0006159753414197968,-0.001952111167608176,-0.0019521111676081757
100.0,1.0,0.16666666666666666,-0.0004453786087294597,-0.001506732558878716,-0.001952111167608176,-0.0019521111676081757
100.0,1.0,0.25,-0.0,-0.001952111167608176,-0.001952111167608176,-0.0019521111676081757
100.0,10.0,0.0,-0.0012203821485230098,-0.003985042133816554,-0.005205424282339563,-0.00520542428233956
100.0,10.0,0.16666666666666666,-0.00040679404950766997,-0.004798630232831893,-0.005205424282339563,-0.00520542428233956
100.0,10.0,0.25,-0.0,-0.005205424282339563,-0.005205424282339563,-0.00520542428233956
100.0,100.0,0.0,-0.000366930424201168,-0.006098571858493665,-0.0064655022826948325,-0.006465502282694831
100.0,100.0,0.16666666666666666,-0.00012231014140038935,-0.006343192141294443,-0.0064655022826948325,-0.006465502282694831
100.0,100.0,0.25,-0.0,-0.0064655022826948325,-0.0064655022826948325,-0.006465502282694831
100.0,1000.0,0.0,-0.00020948969702543882,-0.006426764208123135,-0.006636253905148573,-0.006636253905148573
100.0,1000.0,0.16666666666666666,-6.982989900847961e-05,-0.006566424006140094,-0.006636253905148573,-0.006636253905148573
100.0,1000.0,0.25,-0.0,-0.006636253905148573,-0.006636253905148573,-0.006636253905148573
100.0,10000.0,0.0,-0.00019251102955071954,-0.006461466823351024,-0.006653977852901744,-0.0066539778529017424
100.0,10000.0,0.16666666666666666,-6.417034318357318e-05,-0.006589807509718171,-0.006653977852901744,-0.0066539778529017424
100.0,10000.0,0.25,-0.0,-0.006653977852901744,-0.006653977852901744,-0.0066539778529017424
125.892541179,125.892541179,0.0,-0.0002981765746959003,-0.006243656678478222,-0.006541833253174122,-0.006541833253174118
125.892541179,125.892541179,0.16666666666666666,-9.939219156530011e-05,-0.0064424410616088215,-0.006541833253174122,-0.006541833253174118
125.892541179,125.892541179,0.25,-0.0,-0.006541833253174122,-0.006541833253174122,-0.006541833253174118
158.489319246,158.489319246,0.0,-0.00024123076637818416,-0.006362493286575301,-0.006603724052953485,-0.006603724052953482
158.489319246,158.489319246,0.16666666666666666,-8.041025545939472e-05,-0.006523313797494091,-0.006603724052953485,-0.006603724052953482
158.489319246,158.489319246,0.25,-0.0,-0.006603724052953485,-0.006603724052953485,-0.006603724052953482
199.526231497,199.526231497,0.0,-0.0001944563868289469,-0.006459248213476442,-0.0066537046003053895,-0.006653704600305387
199.526231497,199.526231497,0.16666666666666666,-6.481879560964898e-05,-0.00658888580469574,-0.006653704600305389,-0.006653704600305387
199.526231497,199.526231497,0.25,-0.0,-0.006653704600305389,-0.006653704600305389,-0.006653704600305387
251.188643151,251.188643151,0.0,-0.00015629358143767102,-0.0065376415360432925,-0.006693935117480963,-0.0066939351174809605
251.188643151,251.188643151,0.16666666666666666,-5.209786047922368e-05,-0.00664183725700174,-0.006693935117480963,-0.0066939351174809605
251.188643151,251.188643151,0.25,-0.0,-0.006693935117480963,-0.006693935117480963,-0.0066939351174809605
316.227766017,316.227766017,0.0,-0.0001253243046993787,-0.006600907830233461,-0.00672623213493284,-0.006726232134932837
316.227766017,316.227766017,0.16666666666666666,-4.177476823312623e-05,-0.006684457366699713,-0.006726232134932839,-0.006726232134932837
316.227766017,316.227766017,0.25,-0.0,-0.006726232134932839,-0.006726232134932839,-0.006726232134932837
398.107170553,398.107170553,0.0,-0.00010030103210161729,-0.0066518039794218,-0.006752105011523417,-0.006752105011523415
398.107170553,398.107170553,0.16666666666666666,-3.3433677367205766e-05,-0.006718671334156211,-0.006752105011523417,-0.006752105011523415
398.107170553,398.107170553,0.25,-0.0,-0.006752105011523417,-0.006752105011523417,-0.006752105011523415
501.187233627,501.187233627,0.0,-8.015201321100387e-05,-0.006692644137084873,-0.006772796150295877,-0.006772796150295874
501.187233627,501.187233627,0.16666666666666666,-2.671733773700129e-05,-0.006746078812558876,-0.0067727961502958775,-0.006772796150295874
501.187233627,501.187233627,0.25,-0.0,-0.0067727961502958775,-0.0067727961502958775,-0.006772796150295874
630.95734448,630.95734448,0.0,-6.397262893483134e-05,-0.006725348041760351,-0.006789320670695182,-0.0067893206706951805
630.95734448,630.95734448,0.16666666666666666,-2.1324209644943784e-05,-0.006767996461050239,-0.006789320670695182,-0.0067893206706951805
630.95734448,630.95734448,0.25,-0.0,-0.006789320670695182,-0.006789320670695182,-0.0067893206706951805
794.328234724,794.328234724,0.0,-5.100947806237609e-05,-0.006751493672972344,-0.006802503151034721,-0.006802503151034717
794.328234724,794.328234724,0.16666666666666666,-1.7003159354125364e-05,-0.006785499991680595,-0.00680250315103472,-0.006802503151034717
794.328234724,794.328234724,0.25,-0.0,-0.00680250315103472,-0.00680250315103472,-0.006802503151034717
1000.0,0.0001,0.0,-3.1657937407600374e-07,6.05753339486626e-10,-3.159736207365171e-07,-3.1597362073651727e-07
1000.0,0.0001,0.16666666666666666,-1.0552645802533459e-07,-2.1044716271118253e-07,-3.159736207365171e-07,-3.1597362073651727e-07
1000.0,0.0001,0.25,-0.0,-3.159736207365171e-07,-3.159736207365171e-07,-3.1597362073651727e-07
1000.0,0.001,0.0,-3.161544236102972e-06,3.9351768791234175e-09,-3.1576090592238488e-06,-3.1576090592238496e-06
1000.0,0.001,0.16666666666666666,-1.0538480787009908e-06,-2.1037609805228578e-06,-3.1576090592238488e-06,-3.1576090592238496e-06
1000.0,0.001,0.25,-0.0,-3.1576090592238488e-06,-3.1576090592238488e-06,-3.1576090592238496e-06
1000.0,0.01,0.0,-3.1203854436703864e-05,-1.642869083416014e-07,-3.1368141345045465e-05,-3.136814134504547e-05
1000.0,0.01,0.16666666666666666,-1.0401284812234622e-05,-2.0966856532810843e-05,-3.1368141345045465e-05,-3.136814134504547e-05
1000.0,0.01,0.25,-0.0,-3.1368141345045465e-05,-3.1368141345045465e-05,-3.136814134504547e-05
1000.0,0.1,0.0,-0.0002779308086480121,-1.7602405273930353e-05,-0.0002955332139219425,-0.0002955332139219426
1000.0,0.1,0.16666666666666666,-9.264360288267072e-05,-0.00020288961103927177,-0.0002955332139219425,-0.0002955332139219426
1000.0,0.1,0.25,-0.0,-0.0002955332139219425,-0.0002955332139219425,-0.0002955332139219426
1000.0,1.0,0.0,-0.0013271346294834719,-0.0006655437354791366,-0.001992678364962608,-0.001992678364962608
1000.0,1.0,0.16666666666666666,-0.000442378209827824,-0.0015503001551347845,-0.0019926783649626086,-0.001992678364962608
1000.0,1.0,0.25,-0.0,-0.0019926783649626086,-0.0019926783649626086,-0.001992678364962608
1000.0,10.0,0.0,-0.001129896707263612,-0.004204718786265494,-0.0053346154935291065,-0.005334615493529105
1000.0,10.0,0.16666666666666666,-0.0003766322357545374,-0.004957983257774569,-0.0053346154935291065,-0.005334615493529105
1000.0,10.0,0.25,-0.0,-0.0053346154935291065,-0.0053346154935291065,-0.005334615493529105
1000.0,100.0,0.0,-0.00020948969702543893,-0.006426764208123135,-0.006636253905148574,-0.006636253905148573
1000.0,100.0,0.16666666666666666,-6.982989900847965e-05,-0.006566424006140094,-0.006636253905148574,-0.006636253905148573
1000.0,100.0,0.25,-0.0,-0.006636253905148574,-0.006636253905148574,-0.006636253905148573
1000.0,1000.0,0.0,-4.0641506057526165e-05,-0.006772368795638743,-0.006813010301696269,-0.006813010301696268
1000.0,1000.0,0.16666666666666666,-1.3547168685842056e-05,-0.006799463133010428,-0.00681301030169627,-0.006813010301696268
1000.0,1000.0,0.25,-0.0,-0.00681301030169627,-0.00681301030169627,-0.006813010301696268
1000.0,10000.0,0.0,-2.2440046770969705e-05,-0.006808923170297555,-0.006831363217068525,-0.006831363217068523
1000.0,10000.0,0.16666666666666666,-7.480015590323236e-06,-0.0068238832014782015,-0.006831363217068525,-0.006831363217068523
1000.0,10000.0,0.25,-0.0,-0.006831363217068525,-0.006831363217068525,-0.006831363217068523
1258.92541179,1258.92541179,0.0,-3.2360805572682774e-05,-0.006789018411971619,-0.006821379217544302,-0.0068213792175443
1258.92541179,1258.92541179,0.16666666666666666,-1.078693519089426e-05,-0.006810592282353408,-0.006821379217544302,-0.0068213792175443
1258.92541179,1258.92541179,0.25,-0.0,-0.006821379217544302,-0.006821379217544302,-0.0068213792175443
1584.89319246,1584.89319246,0.0,-2.57545631592275e-05,-0.006802286758421811,-0.006828041321581039,-0.006828041321581036
1584.89319246,1584.89319246,0.16666666666666666,-8.584854386409169e-06,-0.006819456467194629,-0.006828041321581039,-0.006828041321581036
1584.89319246,1584.89319246,0.25,-0.0,-0.006828041321581039,-0.006828041321581039,-0.006828041321581036
1995.26231497,1995.26231497,0.0,-2.0488874310408856e-05,-0.006812853483901181,-0.00683334235821159,-0.006833342358211587
1995.26231497,1995.26231497,0.16666666666666666,-6.829624770136286e-06,-0.006826512733441453,-0.00683334235821159,-0.006833342358211587
1995.26231497,1995.26231497,0.25,-0.0,-0.00683334235821159,-0.00683334235821159,-0.006833342358211587
2511.88643151,2511.88643151,0.0,-1.6294683837899583e-05,-0.006821264218847607,-0.006837558902685507,-0.006837558902685506
2511.88643151,2511.88643151,0.16666666666666666,-5.431561279299861e-06,-0.006832127341406207,-0.006837558902685507,-0.006837558902685506
2511.88643151,2511.88643151,0.25,-0.0,-0.006837558902685507,-0.006837558902685507,-0.006837558902685506
3162.27766017,3162.27766017,0.0,-1.2955838285244758e-05,-0.006827956040043699,-0.006840911878328943,-0.0068409118783289416
3162.27766017,3162.27766017,0.16666666666666666,-4.318612761748253e-06,-0.006836593265567195,-0.006840911878328943,-0.0068409118783289416
3162.27766017,3162.27766017,0.25,-0.0,-0.006840911878328943,-0.006840911878328943,-0.0068409118783289416
3981.07170553,3981.07170553,0.0,-1.0299093328222257e-05,-0.0068332784583391955,-0.0068435775516674175,-0.006843577551667414
3981.07170553,3981.07170553,0.16666666666666666,-3.4330311094074195e-06,-0.00684014452055801,-0.0068435775516674175,-0.006843577551667414
3981.07170553,3981.07170553,0.25,-0.0,-0.0068435775516674175,-0.0068435775516674175,-0.006843577551667414
5011.87233627,5011.87233627,0.0,-8.185854159331005e-06,-0.00683751057658125,-0.006845696430740581,-0.0068456964307405796
5011.87233627,5011.87233627,0.16666666666666666,-2.7286180531103355e-06,-0.006842967812687471,-0.006845696430740581,-0.0068456964307405796
5011.87233627,5011.87233627,0.25,-0.0,-0.006845696430740581,-0.006845696430740581,-0.0068456964307405796
6309.5734448,6309.5734448,0.0,-6.505408658569566e-06,-0.006840875029372749,-0.006847380438031318,-0.006847380438031317
6309.5734448,6309.5734448,0.16666666666666666,-2.1684695528565224e-06,-0.006845211968478462,-0.006847380438031318,-0.006847380438031317
6309.5734448,6309.5734448,0.25,-0.0,-0.006847380438031318,-0.006847380438031318,-0.006847380438031317
7943.28234724,7943.28234724,0.0,-5.16942098499401e-06,-0.0068435492536888,-0.006848718674673794,-0.006848718674673791
7943.28234724,7943.28234724,0.16666666666666666,-1.7231403283313369e-06,-0.006846995534345463,-0.006848718674673794,-0.006848718674673791
7943.28234724,7943.28234724,0.25,-0.0,-0.006848718674673794,-0.006848718674673794,-0.006848718674673791
10000.0,0.0001,0.0,-3.165812184101923e-07,3.956055715051688e-11,-3.165416578530418e-07,-3.165416578530419e-07
10000.0,0.0001,0.16666666666666666,-1.0552707280339745e-07,-2.1101458504964433e-07,-3.165416578530418e-07,-3.165416578530419e-07
10000.0,0.0001,0.25,-0.0,-3.165416578530418e-07,-3.165416578530418e-07,-3.165416578530419e-07
10000.0,0.001,0.0,-3.1615607578181934e-06,-1.7267545595048411e-09,-3.163287512377698e-06,-3.1632875123776986e-06
10000.0,0.001,0.16666666666666666,-1.053853585939398e-06,-2.1094339264383003e-06,-3.163287512377698e-06,-3.1632875123776986e-06
10000.0,0.001,0.25,-0.0,-3.163287512377698e-06,-3.163287512377698e-06,-3.1632875123776986e-06
10000.0,0.01,0.0,-3.1203829168319264e-05,-2.2090574740075804e-07,-3.1424734915720025e-05,-3.142473491572003e-05
10000.0,0.01,0.16666666666666666,-1.0401276389439756e-05,-2.1023458526280267e-05,-3.1424734915720025e-05,-3.142473491572003e-05
10000.0,0.01,0.25,-0.0,-3.1424734915720025e-05,-3.1424734915720025e-05,-3.142473491572003e-05
10000.0,0.1,0.0,-0.00027791306539938173,-1.816778791431916e-05,-0.0002960808533137009,-0.00029608085331370095
10000.0,0.1,0.16666666666666666,-9.263768846646059e-05,-0.0002034431648472403,-0.0002960808533137009,-0.00029608085331370095
10000.0,0.1,0.25,-0.0,-0.0002960808533137009,-0.0002960808533137009,-0.00029608085331370095
10000.0,1.0,0.0,-0.001326085724764186,-0.0006707772567728541,-0.0019968629815370403,-0.0019968629815370403
10000.0,1.0,0.16666666666666666,-0.0004420285749213954,-0.0015548344066156447,-0.0019968629815370403,-0.0019968629815370403
10000.0,1.0,0.25,-0.0,-0.0019968629815370403,-0.0019968629815370403,-0.0019968629815370403
10000.0,10.0,0.0,-0.0011200860577273342,-0.004227912099962131,-0.005347998157689465,-0.005347998157689464
10000.0,10.0,0.16666666666666666,-0.00037336201924244474,-0.0049746361384470205,-0.005347998157689465,-0.005347998157689464
10000.0,10.0,0.25,-0.0,-0.005347998157689465,-0.005347998157689465,-0.005347998157689464
10000.0,100.0,0.0,-0.00019251102955071965,-0.006461466823351024,-0.006653977852901744,-0.0066539778529017424
10000.0,100.0,0.16666666666666666,-6.417034318357322e-05,-0.006589807509718171,-0.006653977852901744,-0.0066539778529017424
10000.0,100.0,0.25,-0.0,-0.006653977852901744,-0.006653977852901744,-0.0066539778529017424
10000.0,1000.0,0.0,-2.244004677096973e-05,-0.006808923170297555,-0.006831363217068525,-0.006831363217068523
