interval,incoming,outgoing,geometric,balance_residual
218,0.00023398774110119003,0.00292452785362403,0.004923980711514515,-1.0408340855860843e-17
219,0.00023848539071909172,0.0029380817102690198,0.004959230493363148,3.122502256758253e-17
220,0.0002430696260367311,0.0029516864894877735,0.004994838722392747,-3.165870343657673e-17
221,0.00024774190522324716,0.00296534147810732,0.005030810487697379,4.0332320816460765e-17
222,0.0002525037024403337,0.002979045952543834,0.005067151282120284,-1.3010426069826053e-17
223,0.00025735650769995893,0.002992799192071629,0.005103866585340533,5.637851296924623e-17
224,0.0002623018267347612,0.003006600474476778,0.005140961828413172,-4.423544863740858e-17
225,0.00026734118079063814,0.003020449070566244,0.005178442868642894,-7.719519468096792e-17
226,0.0002724761064712759,0.0030343442273257997,0.00521631524695193,8.586881206085195e-17
227,0.00027770815554675125,0.003048285154233987,0.005254584929417955,6.938893903907228e-18
228,0.00028303889468085826,0.003062271023655299,0.0052932578497073635,-3.0357660829594124e-17
229,0.0002884699052982336,0.003076300967696015,0.005332339911020974,-2.0383000842727483e-17
230,0.00029400278323414076,0.003090374088066293,0.005371837441753122,3.122502256758253e-17
231,0.00029963913852903284,0.003104489461777598,0.005411756445734356,2.905661822261152e-17
232,0.00030538059517206404,0.0031186461501411652,0.005452103374201505,-4.9873299934333204e-17
233,0.00031122879068206386,0.0031328432140847683,0.005492884624391355,2.211772431870429e-17
234,0.0003171853759752314,0.0031470797137999025,0.005534106579655474,1.3877787807814457e-17
235,0.00032325201484600827,0.0031613547085916666,0.005575776044126332,-6.418476861114186e-17
236,0.0003294303837146589,0.003175667241160967,0.005617899484441586,7.546047120499111e-17
237,0.00033572217129177823,0.003190016321785603,0.0056604838345752605,-1.9081958235744878e-17
238,0.0003421290779967768,0.003204400924049204,0.0057035359482306616,-1.431146867680866e-17
239,0.0003486528158318348,0.00321881997810918,0.005747062680666596,1.5178830414797062e-17
240,0.0003552951076655461,0.003233272380389085,0.0057910713022853305,-4.423544863740858e-17
241,0.0003620576869397213,0.00324775699912327,0.005835568731070749,-4.336808689942018e-18
242,0.0003689422972391908,0.00326227268430545,0.0058805623730919035,3.9898639947466563e-17
243,0.00037595069153277603,0.003276818283850076,0.0059260595240844425,3.0357660829594124e-18
244,0.000383084632061323,0.0032913926455619275,0.005972067494954472,9.107298248878237e-18
245,0.0003903458893934062,0.0033059946213246233,0.006018594001923436,0.0
246,0.0003977362421015712,0.003320623053503872,0.006065646387408792,2.42861286636753e-17
247,0.00040525747622041517,0.0033352767596759743,0.006113232499850895,-1.3877787807814457e-16
248,0.00041291138429630384,0.003349954526300248,0.006161360040038498,9.80118763926896e-17
249,0.00042069976529981605,0.0033646551003148678,0.006210036735117366,-5.2909066017292616e-17
250,0.0004286244234208723,0.0033793771989070074,0.006259270704894275,8.803721640582296e-17
251,0.00043668716772970654,0.003394119513403603,0.006309069669801802,-5.160802341031001e-17
252,0.0004448898115038402,0.0034088807171279456,0.006359441874654838,3.382710778154774e-17
253,0.0004532341710762937,0.0034236594790441233,0.006410395373110252,-1.5612511283791264e-17
254,0.00046172206578454027,0.0034384544672905705,0.006461938254530373,-3.382710778154774e-17
255,0.0004703553164713575,0.0034532643604587654,0.006514078982629581,4.7271214720367993e-17
256,0.0004791357451514102,0.003468087841527305,0.006566825587720876,-7.806255641895632e-18
