s,full_exchange_weight,patch_exchange_weight
1.4500000000000002,2.1117571799728183,0.94754622896046
1.4625000000000004,2.8461762452619883,1.3126314611623124
1.475,3.8249050592537754,1.842073567918208
1.4875000000000003,4.891975130414305,2.4595297805854557
1.5,5.201671769160901,2.643524546491368
1.5125000000000002,4.573362377380709,2.2808245083170133
1.5250000000000004,3.199185401031215,1.5039924990609306
1.5375,1.863302542713512,0.8160964410701019
1.5500000000000003,3.486001055462398,1.5783190264882163
1.5625,6.364132278050369,3.2092056017034194
1.5750000000000002,9.599952157032943,5.030226464190549
1.5875000000000004,11.86215710967013,6.277656359574015
1.6,12.789491309834556,6.746554262322677
1.6125000000000003,12.565664696629948,6.571604672184017
1.625,11.348235541174153,5.856755169647171
1.6375000000000002,9.279373182954444,4.704581731580554
1.6500000000000004,6.459503189204593,3.1956565948430793
1.6625,3.1822443302176806,1.5539263354130068
1.6750000000000003,2.343336415559272,1.6968777083234992
1.6875,3.877899953298731,2.678173031166248
1.7000000000000002,5.199836465171383,3.310842360057735
1.7125000000000004,5.933198958385436,3.6046757950538746
1.725,6.086257076595329,3.599136956229036
1.7375000000000003,5.718597899745862,3.3404032867845372
1.75,4.901893736144369,2.877725072061233
1.7625000000000002,4.075359093243021,2.43197109494633
1.7750000000000004,3.442063989414005,2.0871346339576573
1.7875,2.990801509878152,1.830026590105391
1.8000000000000003,2.678185013675673,1.6463593881646252
1.8125,2.4680842475896134,1.5298563784682442
1.8250000000000002,2.3186653184504817,1.4730803248611004
1.8375000000000004,2.3168483898591505,1.473034370237427
1.85,2.4693859685006627,1.4834713113358318
1.8625000000000003,2.6203488701915645,1.4762218077629465
1.875,2.75019364012046,1.4588966732383088
1.8875000000000002,2.846647541365779,1.4471587447053307
1.9000000000000004,2.9073350436070413,1.4408750340889025
1.9125,2.9005395552688578,1.4339965891966853
1.9250000000000003,2.8275240269674526,1.4212671078555421
1.9375,2.7828536535064283,1.3917161264467262
1.9500000000000002,2.727904517921811,1.3452577325343564
1.9625000000000004,2.6278501137040466,1.271210874886226
1.975,2.500291874254754,1.1807151337281159
1.9875000000000003,2.370076821132148,1.0823520060566594
2.0,2.268124957125062,0.9795265087461316
2.0125,2.2917704076578644,0.9209123664007479
2.0250000000000004,2.3303321466668327,0.8638066959809741
2.0375,2.352427283344456,0.8401613131163734
2.0500000000000003,2.324714694423858,0.814936579837124
2.0625,2.35452693493756,0.8237985441208626
2.075,2.4652551355037735,0.8347340544312923
2.0875000000000004,2.5908181455974457,0.8504457877254232
2.1,2.734267276017848,0.8857431989868718
2.1125000000000003,2.868310220645398,0.9389832827287057
2.125,2.9496710352612965,0.9635923666379829
2.1375,2.917298566944229,0.9563032113708967
2.1500000000000004,2.7923870017009333,0.9365987676281924
2.1625,2.6505505854436358,0.937116111710028
2.1750000000000003,2.476904040619319,0.9274812047210312
2.1875,2.282321777711368,0.9228121132946031
2.2,2.0829411148529084,0.9113793336129072
2.2125000000000004,2.181507652526573,0.9686881734928764
2.225,2.227153069245496,1.001035455485798
2.2375000000000003,2.16247526996641,0.984830518639482
2.25,2.020052933069718,0.9459764083660857
2.2625,1.851774936436032,0.9158494022278012
2.2750000000000004,1.664621308255299,0.8714976242410645
2.2875,1.4861792245068126,0.8152888416085167
2.3000000000000003,1.4268658496923838,0.8211433887651067
2.3125,1.421229507630398,0.8318531532023068
2.325,1.371485557199228,0.8087256194695468
2.3375000000000004,1.2960464404985543,0.7652190231468481
2.35,1.2443545186421694,0.7473428700596949
2.3625000000000003,1.1963960605472097,0.7298459315732826
2.375,1.1364646128075715,0.7000504719135059
2.3875,1.0733540543138884,0.6714593719362889
2.4000000000000004,0.9990793140653675,0.6337121523466913
2.4125,0.9045765127373615,0.5747173180924712
2.4250000000000003,0.7984255561411681,0.499654894287326
2.4375,0.684477117967691,0.4098769203892494
2.45,0.5879032851893341,0.32851624821378445
2.4625000000000004,0.5328240851444049,0.27765104085531744
2.475,0.5001104721530139,0.24367318221451395
2.4875000000000003,0.5172468322287688,0.2595756334257298
2.5,0.5242129635579224,0.26681461116706295
2.5125,0.5173077464988356,0.262323648732981
2.5250000000000004,0.49917970574849835,0.24901379250274586
2.5375000000000005,0.47635981178330716,0.2332066264842169
2.55,0.4537195842136709,0.21740299408964275
2.5625,0.4359139165637571,0.20509892623258474
2.575,0.4204564945781629,0.194432610108574
2.5875000000000004,0.406855343515406,0.18523554657156902
2.6000000000000005,0.39530414841920836,0.1779882083968961
2.6125,0.38533555458479185,0.17239048581137426
2.625,0.3765770581743362,0.16806225712593742
2.6375,0.3701271046104857,0.1661041018714528
2.6500000000000004,0.3635398719093714,0.16421248151293383
2.6625000000000005,0.3564235353862875,0.162090816128034
2.675,0.34867584054648837,0.15971207168441837
2.6875,0.34012973354510534,0.1570922069782264
2.7,0.33048507676887384,0.15429549416448657
2.7125000000000004,0.32001331570256597,0.15163690180491324
2.7250000000000005,0.30999842862478677,0.14878479484383336
2.7375,0.30210027101629083,0.14478855917883193
2.75,0.29327576777950476,0.1392947835499563
2.7625,0.28287819168974554,0.13204736611974674
2.7750000000000004,0.2700762333860591,0.12302674267742375
2.7875000000000005,0.2550753515068076,0.11249508204606028
2.8,0.24099361803823519,0.10213481500902347
2.8125,0.24297517363396126,0.1020648270383351
2.825,0.2486886851081191,0.10628114567488356
2.8375000000000004,0.25286022099481187,0.11003137414152835
2.8500000000000005,0.2547899613698578,0.11257434404613717
2.8625,0.2542320360769353,0.11359189932062727
2.875,0.25123070369174777,0.11304279707917692
2.8875,0.24562680280225127,0.11069648424894646
2.9000000000000004,0.2387358197014967,0.10735986262003407
2.9125000000000005,0.2324362938904861,0.10429437012224835
2.925,0.22737383959498647,0.10153406627670497
2.9375,0.2231729455903203,0.09911153859728644
2.95,0.21963959572725583,0.09697498512915784
2.9625000000000004,0.2167259760944732,0.09517403002828934
2.9750000000000005,0.21439780366657998,0.0937313763636427
2.9875,0.21238345196657524,0.09250771406566022
3.0,0.21025396208832206,0.09124072881059939
