s,l,endpoint_speed,timelike_margin,packet_edge_distance
1.85,-2.1,1.4330434548702926e-68,1.0,3.6
1.85,-0.5,-6.1060714465271e-34,1.0,2.0
1.86,-2.1,-3.6065079646299397e-70,1.0,3.61
1.86,-0.5,-9.122206513576279e-20,1.0,2.0100000000000002
1.87,-2.1,-4.79268491339775e-69,1.0,3.62
1.87,-0.5,4.9233114289478277e-20,1.0,2.02
1.8800000000000001,-2.1,-1.5363711170681838e-69,1.0,3.6300000000000003
1.8800000000000001,-0.5,-1.650606872892643e-20,1.0,2.03
1.8900000000000001,-2.1,1.0370497122026469e-69,1.0,3.64
1.8900000000000001,-0.5,3.530997925996101e-21,1.0,2.04
1.9000000000000001,-2.1,7.953369373580717e-70,1.0,3.65
1.9000000000000001,-0.5,8.969691670894203e-35,1.0,2.0500000000000003
1.9100000000000001,-2.1,-3.1122225209751176e-71,1.0,3.6599999999999997
1.9100000000000001,-0.5,-4.520523251006098e-22,1.0,2.06
1.92,-2.1,-2.6510798305244667e-70,1.0,3.6699999999999995
1.92,-0.5,2.4393992348520964e-22,1.0,2.07
1.93,-2.1,-8.524191416396569e-71,1.0,3.68
1.93,-0.5,-8.177480889684851e-23,1.0,2.0799999999999996
1.94,-2.1,5.506431746202298e-71,1.0,3.69
1.94,-0.5,1.7491921894959263e-23,1.0,2.09
1.95,-2.1,4.2613655005977105e-71,1.0,3.6999999999999997
1.95,-0.5,-4.8362701505437425e-36,1.0,2.1
1.96,-2.1,-1.4400345318366664e-72,1.0,3.7100000000000004
1.96,-0.5,-2.239236224954889e-24,1.0,2.11
1.97,-2.1,-1.395983109470918e-71,1.0,3.72
1.97,-0.5,1.208374610761997e-24,1.0,2.1199999999999997
1.98,-2.1,-4.4316975716467324e-72,1.0,3.73
1.98,-0.5,-4.0509856342947706e-25,1.0,2.13
1.99,-2.1,2.8751082652918836e-72,1.0,3.7399999999999998
1.99,-0.5,8.665952819519967e-26,1.0,2.14
2.0,-2.1,2.2412634610927063e-72,1.0,3.7499999999999996
2.0,-0.5,-3.1996663722660336e-37,1.0,2.15
2.0100000000000002,-2.1,-1.0114999236487817e-73,1.0,3.7600000000000002
2.0100000000000002,-0.5,-1.109686224451962e-26,1.0,2.16
2.02,-2.1,-7.562752173033467e-73,1.0,3.77
2.02,-0.5,5.989437506811692e-27,1.0,2.17
2.0300000000000002,-2.1,-2.3661157655099886e-73,1.0,3.7800000000000007
2.0300000000000002,-0.5,-2.0083762076114463e-27,1.0,2.18
2.04,-2.1,1.4652366437265306e-73,1.0,3.7900000000000005
2.04,-0.5,4.297505356959852e-28,1.0,2.19
2.05,-2.1,1.1771118006137497e-73,1.0,3.8000000000000003
2.05,-0.5,-2.366852166804271e-38,1.0,2.1999999999999997
2.06,-2.1,-3.396140307141514e-75,1.0,3.81
2.06,-0.5,-5.506546925134889e-29,1.0,2.21
2.07,-2.1,-3.809419778825198e-74,1.0,3.82
2.07,-0.5,2.9732295401857337e-29,1.0,2.2199999999999998
2.08,-2.1,-1.1586159075492789e-74,1.0,3.8299999999999996
2.08,-0.5,-9.973932846684735e-30,1.0,2.23
2.09,-2.1,7.886214989758531e-75,1.0,3.8399999999999994
2.09,-0.5,2.1351695251608023e-30,1.0,2.2399999999999998
2.1,-2.1,6.114512417071868e-75,1.0,3.85
2.1,-0.5,-1.599796455930224e-39,1.0,2.25
2.11,-2.1,-2.1460748529564435e-76,1.0,3.86
