s,l,material_label,n,velocity,thermal,endpoint_power,endpoint_force,heat_power_part,heat_force_work_part,heat_rate,packet_edge_distance,integrated_heat_rate,heat_from_material_balance
0.3,-1.421204044040109,0.7672525114266228,0.003926104146975505,-0.7784583660950415,0.3838115234191951,5.524607881168669e-06,3.8744841370144295e-06,-1.91213961927446,-1.043920482813137,-2.9560601020875965,1.371204044040109,0.12189159962566681,0.3837918122617243
0.305,-1.423758850386741,0.7672525114266228,0.0038856408788325576,-0.7898339130598625,0.3684534849084811,6.004841853893135e-06,4.116153859465508e-06,-2.0656060213636467,-1.1183385456842652,-3.1839445670479116,1.378758850386741,0.10654158795282803,0.36844180058888554
0.31,-1.4263395978041677,0.7672525114266228,0.003842375695937956,-0.8010781061312829,0.3519603625244171,6.4762882700959605e-06,4.370042544292529e-06,-2.2156138309342164,-1.1976458759444542,-3.4132597068786703,1.386339597804168,0.09004857726801156,0.3519487899040691
0.315,-1.4289438208718452,0.7672525114266228,0.0037962933724735473,-0.8121628995118809,0.3342651642766963,6.9384131798645225e-06,4.635995491728086e-06,-2.3624446728664994,-1.2819988616232405,-3.64444353448974,1.3939438208718453,0.07240431916459053,0.334304531800648
0.32,-1.4315767944042526,0.7672525114266228,0.0037471009579161376,-0.8231009016887705,0.3153735793766136,7.3909649695591895e-06,4.914083761619421e-06,-2.50661302818959,-1.371771516795249,-3.878384544984839,1.4015767944042525,0.053597248965904065,0.31549746160196157
0.325,-1.4342375714211923,0.7672525114266228,0.003694603418992746,-0.8338688966740041,0.29528389175907016,7.8334796368151e-06,5.204171250315207e-06,-2.64860428805438,-1.4672756595359902,-4.11587994759037,1.4092375714211922,0.03361158773446603,0.29551180037052355
0.33,-1.4369251667811798,0.7672525114266228,0.0036385905094506498,-0.8444448908847031,0.2739927068182969,8.265477071066032e-06,5.50610767522832e-06,-2.7889684339935426,-1.5688870776164665,-4.357855511610009,1.41692516678118,0.012427249086465059,0.27432746172252254
0.335,-1.4396385619063599,0.7672525114266228,0.0035788362455508485,-0.8548084591920466,0.25148065962543986,8.686454525460377e-06,5.819734914660806e-06,-2.928329962403849,-1.6770633777911528,-4.605393340195001,1.42463856190636,-0.009980873043047487,0.25191933959301
0.34,-1.442376708451326,0.7672525114266228,0.003515097494115051,-0.8649410623216166,0.2276869773580068,9.095878935422736e-06,6.144894131732422e-06,-3.0674011503051193,-1.7923665284958072,-4.859767678800926,1.4323767084513261,-0.03364377559053733,0.22825643704552018
0.34500000000000003,-1.445134815048651,0.7672525114266228,0.003447310913751481,-0.8748116331261125,0.20246158061693154,9.491204023540161e-06,6.4811604494010115e-06,-3.206188880449532,-1.9152925402234928,-5.1214814206730255,1.4401348150486508,-0.05859689833922223,0.2033033142968353
0.35000000000000003,-1.4479117734920308,0.7672525114266228,0.0033754088078431868,-0.8844008346594849,0.17581426149856794,9.85305157889239e-06,6.827158159004394e-06,-3.339031487478136,-2.0461565864735687,-5.3851880739517055,1.4479117734920308,-0.08486357207578407,0.17703664056027343
0.355,-1.4507104261288113,0.7672525114266228,0.003298994035715071,-0.8936997485244764,0.1478374226028314,1.0173901531964621e-05,7.1825959807081635e-06,-3.464567075783196,-2.1859212792014904,-5.650488354984686,1.4557104261288112,-0.11245276314812477,0.14944744948793273
0.36,-1.4535295192393776,0.7672525114266228,0.0032180634443386416,-0.9026887154682843,0.11859660552717316,1.0450342467966959e-05,7.547300501053444e-06,-3.5825053363346413,-2.335532841005266,-5.918038177339907,1.4635295192393776,-0.1413740794789363,0.12052613315712121
0.365,-1.4563677884624353,0.7672525114266228,0.0031324502471382206,-0.9113444835973017,0.08821550050103841,1.0678802267623227e-05,7.92102374264501e-06,-3.6926703662899296,-2.4962143778646393,-6.188884744154569,1.4713677884624352,-0.17164138678267252,0.09025882585338499
0.37,-1.4592240658289892,0.7672525114266228,0.0030417239340790967,-0.9196451744843092,0.05655993651206535,1.0855574091957458e-05,8.303425505313935e-06,-3.795174883565153,-2.6696638912306843,-6.464838774795837,1.4792240658289892,-0.20327569558004854,0.05862451705600896
0.375,-1.4620971120234874,0.7672525114266228,0.002945658434265,-0.927583275666756,0.023478632543068742,1.0976820623554462e-05,8.69404251741386e-06,-3.889888319641499,-2.8578223928036492,-6.747710712445149,1.4870971120234873,-0.23630706929815104,0.025593143337906465
0.37839147505321385,-1.4640625,0.7672525114266228,0.0028766102847756587,-0.9327711906038303,1.5871384762000673e-07,1.102593248743261e-05,8.963761632710115e-06,-3.9506872184517476,-2.995868465328184,-6.946555683779931,1.492453975053214,-0.25952895072558213,0.002371261910475375
