s,front,nec_content,negative_energy,positive_energy
8.7,current_front,198.29696640700251,0.0,0.0
8.8,current_front,198.29696640652057,0.0,0.0
8.9,current_front,198.29696640700251,0.0,0.0
9.0,current_front,198.29696640691793,0.0,0.0
9.1,current_front,198.10094059814602,0.0,0.0
9.2,current_front,194.05479941079233,0.0,0.0
9.3,current_front,177.321402321925,0.0,0.0
9.4,current_front,149.13205608887586,0.0,0.0
9.5,current_front,116.05603196033881,0.0,0.0
9.6,current_front,78.54939704666026,0.0,0.0
9.7,current_front,39.88768202286832,0.0,0.0
9.8,current_front,9.474044153091674,0.0,0.0
9.9,current_front,0.4562192086613879,0.0,0.0
10.0,current_front,0.0,0.0,0.0
-3.5,shelf_running,0.0,0.0,0.0
-3.4,shelf_running,0.0,0.0,0.0
-3.3,shelf_running,0.0,0.0,0.0
-3.2,shelf_running,0.0,0.0,0.0
-3.1,shelf_running,0.0,0.0,0.0
-3.0,shelf_running,0.0,0.0,0.0
-2.9,shelf_running,0.0,0.0,0.0
-2.8,shelf_running,0.0,0.0,0.0
-2.7,shelf_running,0.0,0.0,0.0
-2.6,shelf_running,0.0,0.0,0.0
-2.5,shelf_running,0.0,0.0,0.0
-2.4,shelf_running,3.3166974109408756,0.0,0.0
-2.3,shelf_running,15.836951831188316,0.0,0.0
-2.2,shelf_running,50.91769155132333,0.0,0.0
-2.1,shelf_running,91.54777098238071,0.0,0.0
-2.0,shelf_running,133.39799851817565,0.0,0.0
-1.9,shelf_running,170.68491404865878,0.0,0.0
-1.8,shelf_running,202.42208783255788,0.0,0.0
-1.7,shelf_running,222.55456121365694,0.0,0.0
-1.6,shelf_running,229.55933425124329,0.0,0.0
-1.5,shelf_running,232.52101753974245,0.0,0.0
-1.4,shelf_running,233.07237886054884,0.0,0.0
-1.3,shelf_running,233.6237401813552,0.0,0.0
-1.2,shelf_running,234.1751015021616,0.0,0.0
-1.1,shelf_running,234.726462822968,0.0,0.0
-1.0,shelf_running,235.27782414377435,0.0,0.0
-0.9,shelf_running,235.82918546458075,0.0,0.0
-0.8,shelf_running,236.38054678538714,0.0,0.0
-0.7,shelf_running,236.93190810619353,0.0,0.0
-0.6,shelf_running,237.4832694269999,0.0,0.0
-0.5,shelf_running,238.0346307478063,0.0,0.0
-0.4,shelf_running,238.58599206884134,0.0,0.0
-0.3,shelf_running,239.1373533898764,0.0,0.0
-0.2,shelf_running,239.68871471091146,0.0,0.0
-0.1,shelf_running,240.24007603194653,0.0,0.0
0.0,shelf_running,240.79143735298157,0.0,0.0
0.1,shelf_running,241.6348808065833,-1.0382167447910374e-15,0.0
0.2,shelf_running,242.47832426018505,-3.988148469442517e-09,0.0
0.3,shelf_running,243.32176771378678,-6.872153652161244e-07,0.0
0.4,shelf_running,244.16521116738852,-9.232235536957636e-06,0.0
0.5,shelf_running,245.00865462099026,-4.3317504893856506e-05,0.0
0.6,shelf_running,245.5123558409653,-0.00011945587792529377,0.0
0.7,shelf_running,246.01605706076265,-0.0002445325380127209,0.0
0.8,shelf_running,246.51975828072884,-0.0004178249920640503,0.0
0.9,shelf_running,247.02345950053927,-0.0006324579571456303,0.0
1.0,shelf_running,247.52716072038137,-0.0008700553439659174,0.0
1.1,shelf_running,247.7162618172805,-0.0010916313363946333,0.0
1.2,shelf_running,247.9053629138161,-0.0012425145281766666,0.0
1.3,shelf_running,248.09446401058247,-0.0012970911945800346,0.0
1.4,shelf_running,248.28356510825228,-0.0013016417003501998,0.0
1.5,shelf_running,248.4726662040599,-0.0013016440253339986,0.0
1.6,shelf_running,248.15974682385246,-0.0013016440253339988,0.0
1.7,shelf_running,247.84682744470857,-0.0013016440253339988,0.0
1.8,shelf_running,247.53390806777475,-0.0013016440253339988,0.0
1.9,shelf_running,247.22098868816386,-0.0013016440253339986,0.0
2.0,shelf_running,246.9080693091138,-0.0013016440253339986,0.0
2.1,shelf_running,246.8169707639878,-0.0013016440253339988,0.0
2.2,shelf_running,246.72587222187883,-0.0013016440253339986,0.0
2.3,shelf_running,246.63477367784543,-0.0013016440253339986,0.0
2.4,shelf_running,246.54367513194833,-0.0013016440253339986,0.0
2.5,shelf_running,246.4525765870152,-0.0013016440253339988,0.0
2.6,shelf_running,246.02534609575054,-0.0013016440253339986,0.0
2.7,shelf_running,245.59811560288574,-0.0013016440253339986,0.0
2.8,shelf_running,245.17088511042257,-0.0013016440253339986,0.0
2.9,shelf_running,244.7436546161256,-0.0013016440253339986,0.0
3.0,shelf_running,244.31642412371178,-0.0013016440253339986,0.0
3.1,shelf_running,243.67151512414404,-0.0013016440253339986,0.0
3.2,shelf_running,243.02660612877327,-0.0013016440253339986,0.0
3.3,shelf_running,242.38169712519317,-0.0013016440253339986,0.0
3.4,shelf_running,241.73678812576122,-0.0013016440253339986,0.0
3.5,shelf_running,241.09187912849012,-0.0013016440253339986,0.0
3.6,shelf_running,240.6066459351739,-0.0013016440253339986,0.0
3.7,shelf_running,240.1214127418805,-0.0013016440253339986,0.0
3.8,shelf_running,239.63617954648169,-0.0013016440253339986,0.0
3.9,shelf_running,239.15094635320514,-0.0013016440253339986,0.0
4.0,shelf_running,238.6657131642871,-0.0013016440253339988,0.0
4.1,shelf_running,238.65480362117626,-0.0013016440253339986,0.0
4.2,shelf_running,238.64389408454744,-0.0013016440253339986,0.0
4.3,shelf_running,238.63298454584617,-0.0013016440253339986,0.0
4.4,shelf_running,238.62207500709343,-0.0013016440253339986,0.0
4.5,shelf_running,238.6111654682894,-0.0013016440253339986,0.0
4.6,shelf_running,238.525363729794,-0.0013016440253339986,0.0
4.7,shelf_running,238.4395619912473,-0.0013016440253339986,0.0
4.8,shelf_running,238.3537602527005,-0.0013016440253339986,0.0
4.9,shelf_running,238.26795851415372,-0.0013016440253339986,0.0
5.0,shelf_running,238.18215677555565,-0.0013016440253339986,0.0
5.1,shelf_running,237.75492628319608,-0.0013016440253339986,0.0
5.2,shelf_running,237.32769579077717,-0.0013016440253339986,0.0
5.3,shelf_running,236.90046529831477,-0.0013016440253339986,0.0
5.4,shelf_running,236.47323480586303,-0.0013016440253339986,0.0
5.5,shelf_running,236.0460043135894,-0.0013016440253339986,0.0
5.6,shelf_running,235.40109531415033,-0.0013016440253339986,0.0
5.7,shelf_running,234.75618631472506,-0.0013016440253339986,0.0
5.8,shelf_running,234.11127731527645,-0.0013016440253339986,0.0
5.9,shelf_running,233.46636831600185,-0.0013016440253339986,0.0
6.0,shelf_running,232.82145931624885,-0.0013016440253339986,0.0
6.1,shelf_running,232.4519871082266,-0.0013016417003502002,0.0
6.2,shelf_running,232.08251489980248,-0.0012970911945800337,0.0
6.3,shelf_running,231.71304269053093,-0.001242514528176667,0.0
6.4,shelf_running,231.34357048192885,-0.0010916313363946329,0.0
6.5,shelf_running,230.97409827345933,-0.0008700553439659174,0.0
6.6,shelf_running,230.72439499437252,-0.0006324579571456313,0.0
6.7,shelf_running,230.47469171590984,-0.0004178249920640496,0.0
6.8,shelf_running,230.224988436501,-0.00024453253801272134,0.0
6.9,shelf_running,229.9752851575028,-0.00011945587792529349,0.0
7.0,shelf_running,229.7255818782014,-4.331750489385649e-05,0.0
7.1,shelf_running,229.81207359346843,-9.232235536957731e-06,0.0
7.2,shelf_running,229.89856530802163,-6.872153652161157e-07,0.0
7.3,shelf_running,229.9850570224412,-3.988148469443018e-09,0.0
7.4,shelf_running,230.0715487364143,-1.0382167451036283e-15,0.0
7.5,shelf_running,230.1580404516813,0.0,0.0
7.6,shelf_running,230.1580404516813,0.0,0.0
7.7,shelf_running,230.1580404516813,0.0,0.0
7.8,shelf_running,230.1580404516813,0.0,0.0
7.9,shelf_running,230.15804045118153,0.0,0.0
8.0,shelf_running,230.1580404516813,0.0,0.0
8.1,shelf_running,230.1580404516813,0.0,0.0
8.2,shelf_running,230.1580404516813,0.0,0.0
8.3,shelf_running,230.1580404516813,0.0,0.0
8.4,shelf_running,230.1580404516813,0.0,0.0
8.5,shelf_running,230.1580404516813,0.0,0.0
8.6,shelf_running,230.15804045113367,0.0,0.0
8.7,shelf_running,230.15804045158558,0.0,0.0
8.8,shelf_running,230.15804045103795,0.0,0.0
8.9,shelf_running,230.15804045148985,0.0,0.0
9.0,shelf_running,230.15804045130832,0.0,0.0
9.1,shelf_running,227.71268680127935,0.0,0.0
9.2,shelf_running,221.2242433993912,0.0,0.0
9.3,shelf_running,201.60809965886867,0.0,0.0
9.4,shelf_running,170.387255513344,0.0,0.0
9.5,shelf_running,133.61666962214636,0.0,0.0
9.6,shelf_running,91.7225450382227,0.0,0.0
9.7,shelf_running,49.01700195276115,0.0,0.0
9.8,shelf_running,15.269477274238271,0.0,0.0
9.9,shelf_running,3.356302713635996,0.0,0.0
10.0,shelf_running,0.0,0.0,0.0
-3.5,shelf_static,0.0,0.0,0.0
-3.4,shelf_static,0.0,0.0,0.0
-3.3,shelf_static,0.0,0.0,0.0
-3.2,shelf_static,0.0,0.0,0.0
-3.1,shelf_static,0.0,0.0,0.0
-3.0,shelf_static,0.0,0.0,0.0
-2.9,shelf_static,0.0,0.0,0.0
-2.8,shelf_static,0.0,0.0,0.0
-2.7,shelf_static,0.0,0.0,0.0
-2.6,shelf_static,0.0,0.0,0.0
-2.5,shelf_static,0.0,0.0,0.0
-2.4,shelf_static,5.599074975151044,0.0,0.0
-2.3,shelf_static,19.755021797238772,0.0,0.0
-2.2,shelf_static,55.74531873713291,0.0,0.0
-2.1,shelf_static,100.6936340844187,0.0,0.0
-2.0,shelf_static,144.83053092953472,0.0,0.0
-1.9,shelf_static,183.52244858877134,0.0,0.0
-1.8,shelf_static,216.66462450142387,0.0,0.0
-1.7,shelf_static,238.2021000112764,0.0,0.0
-1.6,shelf_static,246.61187517761624,0.0,0.0
-1.5,shelf_static,250.9785605948689,0.0,0.0
-1.4,shelf_static,250.9785605948689,0.0,0.0
-1.3,shelf_static,250.9785605948689,0.0,0.0
-1.2,shelf_static,250.9785605948689,0.0,0.0
-1.1,shelf_static,250.9785605948689,0.0,0.0
-1.0,shelf_static,250.9785605948689,0.0,0.0
-0.9,shelf_static,250.9785605948689,0.0,0.0
-0.8,shelf_static,250.9785605948689,0.0,0.0
-0.7,shelf_static,250.9785605948689,0.0,0.0
-0.6,shelf_static,250.9785605948689,0.0,0.0
-0.5,shelf_static,250.9785605948689,0.0,0.0
-0.4,shelf_static,250.9785605948689,0.0,0.0
-0.3,shelf_static,250.9785605948689,0.0,0.0
-0.2,shelf_static,250.9785605948689,0.0,0.0
-0.1,shelf_static,250.9785605948689,0.0,0.0
0.0,shelf_static,250.9785605948689,0.0,0.0
0.1,shelf_static,250.73388939389736,-1.0382167447910374e-15,0.0
0.2,shelf_static,250.48921819292582,-3.988148469442517e-09,0.0
0.3,shelf_static,250.2445469919543,-6.872153652161244e-07,0.0
0.4,shelf_static,249.99987579098277,-9.232235536957636e-06,0.0
0.5,shelf_static,249.75520459001126,-4.3317504893856506e-05,0.0
0.6,shelf_static,249.51952362039083,-0.00011945587792529377,0.0
0.7,shelf_static,249.2838426505926,-0.0002445325380127209,0.0
0.8,shelf_static,249.0481616809633,-0.0004178249920640503,0.0
0.9,shelf_static,248.8124807111782,-0.0006324579571456303,0.0
1.0,shelf_static,248.5767997414248,-0.0008700553439659174,0.0
1.1,shelf_static,248.24866638808513,-0.0010916313363946333,0.0
1.2,shelf_static,247.92053303438192,-0.0012425145281766666,0.0
1.3,shelf_static,247.5923996809095,-0.0012970911945800346,0.0
1.4,shelf_static,247.26426632834048,-0.0013016417003501998,0.0
1.5,shelf_static,246.9361329739093,-0.0013016440253339986,0.0
1.6,shelf_static,246.92522343394126,-0.0013016440253339988,0.0
1.7,shelf_static,246.9143138950367,-0.0013016440253339988,0.0
1.8,shelf_static,246.90340435834227,-0.0013016440253339988,0.0
1.9,shelf_static,246.89249481897073,-0.0013016440253339986,0.0
2.0,shelf_static,246.88158528016007,-0.0013016440253339986,0.0
2.1,shelf_static,246.7957835408248,-0.0013016440253339988,0.0
2.2,shelf_static,246.70998180450658,-0.0013016440253339986,0.0
2.3,shelf_static,246.62418006626393,-0.0013016440253339986,0.0
2.4,shelf_static,246.53837832615758,-0.0013016440253339986,0.0
2.5,shelf_static,246.4525765870152,-0.0013016440253339988,0.0
2.6,shelf_static,246.02534609575054,-0.0013016440253339986,0.0
2.7,shelf_static,245.59811560288574,-0.0013016440253339986,0.0
2.8,shelf_static,245.17088511042257,-0.0013016440253339986,0.0
2.9,shelf_static,244.7436546161256,-0.0013016440253339986,0.0
3.0,shelf_static,244.31642412371178,-0.0013016440253339986,0.0
3.1,shelf_static,243.67151512414404,-0.0013016440253339986,0.0
3.2,shelf_static,243.02660612877327,-0.0013016440253339986,0.0
3.3,shelf_static,242.38169712519317,-0.0013016440253339986,0.0
3.4,shelf_static,241.73678812576122,-0.0013016440253339986,0.0
3.5,shelf_static,241.09187912849012,-0.0013016440253339986,0.0
3.6,shelf_static,240.6066459351739,-0.0013016440253339986,0.0
3.7,shelf_static,240.1214127418805,-0.0013016440253339986,0.0
3.8,shelf_static,239.63617954648169,-0.0013016440253339986,0.0
3.9,shelf_static,239.15094635320514,-0.0013016440253339986,0.0
4.0,shelf_static,238.6657131642871,-0.0013016440253339988,0.0
4.1,shelf_static,238.65480362117626,-0.0013016440253339986,0.0
4.2,shelf_static,238.64389408454744,-0.0013016440253339986,0.0
4.3,shelf_static,238.63298454584617,-0.0013016440253339986,0.0
4.4,shelf_static,238.62207500709343,-0.0013016440253339986,0.0
4.5,shelf_static,238.6111654682894,-0.0013016440253339986,0.0
4.6,shelf_static,238.525363729794,-0.0013016440253339986,0.0
4.7,shelf_static,238.4395619912473,-0.0013016440253339986,0.0
4.8,shelf_static,238.3537602527005,-0.0013016440253339986,0.0
4.9,shelf_static,238.26795851415372,-0.0013016440253339986,0.0
5.0,shelf_static,238.18215677555565,-0.0013016440253339986,0.0
5.1,shelf_static,237.75492628319608,-0.0013016440253339986,0.0
5.2,shelf_static,237.32769579077717,-0.0013016440253339986,0.0
5.3,shelf_static,236.90046529831477,-0.0013016440253339986,0.0
5.4,shelf_static,236.47323480586303,-0.0013016440253339986,0.0
5.5,shelf_static,236.0460043135894,-0.0013016440253339986,0.0
5.6,shelf_static,235.40109531415033,-0.0013016440253339986,0.0
5.7,shelf_static,234.75618631472506,-0.0013016440253339986,0.0
5.8,shelf_static,234.11127731527645,-0.0013016440253339986,0.0
5.9,shelf_static,233.46636831600185,-0.0013016440253339986,0.0
6.0,shelf_static,232.82145931624885,-0.0013016440253339986,0.0
6.1,shelf_static,232.4519871082266,-0.0013016417003502002,0.0
6.2,shelf_static,232.08251489980248,-0.0012970911945800337,0.0
6.3,shelf_static,231.71304269053093,-0.001242514528176667,0.0
6.4,shelf_static,231.34357048192885,-0.0010916313363946329,0.0
6.5,shelf_static,230.97409827345933,-0.0008700553439659174,0.0
6.6,shelf_static,230.72439499437252,-0.0006324579571456313,0.0
6.7,shelf_static,230.47469171590984,-0.0004178249920640496,0.0
6.8,shelf_static,230.224988436501,-0.00024453253801272134,0.0
6.9,shelf_static,229.9752851575028,-0.00011945587792529349,0.0
7.0,shelf_static,229.7255818782014,-4.331750489385649e-05,0.0
7.1,shelf_static,229.81207359346843,-9.232235536957731e-06,0.0
7.2,shelf_static,229.89856530802163,-6.872153652161157e-07,0.0
7.3,shelf_static,229.9850570224412,-3.988148469443018e-09,0.0
7.4,shelf_static,230.0715487364143,-1.0382167451036283e-15,0.0
7.5,shelf_static,230.1580404516813,0.0,0.0
7.6,shelf_static,230.1580404516813,0.0,0.0
7.7,shelf_static,230.1580404516813,0.0,0.0
7.8,shelf_static,230.1580404516813,0.0,0.0
7.9,shelf_static,230.15804045118153,0.0,0.0
8.0,shelf_static,230.1580404516813,0.0,0.0
8.1,shelf_static,230.1580404516813,0.0,0.0
8.2,shelf_static,230.1580404516813,0.0,0.0
8.3,shelf_static,230.1580404516813,0.0,0.0
8.4,shelf_static,230.1580404516813,0.0,0.0
8.5,shelf_static,230.1580404516813,0.0,0.0
8.6,shelf_static,230.15804045113367,0.0,0.0
8.7,shelf_static,230.15804045158558,0.0,0.0
8.8,shelf_static,230.15804045103795,0.0,0.0
8.9,shelf_static,230.15804045148985,0.0,0.0
9.0,shelf_static,230.15804045130832,0.0,0.0
9.1,shelf_static,227.71268680128122,0.0,0.0
9.2,shelf_static,221.22424339939496,0.0,0.0
9.3,shelf_static,201.6080996588743,0.0,0.0
9.4,shelf_static,170.3872555133515,0.0,0.0
9.5,shelf_static,133.61666962215577,0.0,0.0
9.6,shelf_static,91.72254503823021,0.0,0.0
9.7,shelf_static,49.01700195276678,0.0,0.0
9.8,shelf_static,15.269477274242023,0.0,0.0
9.9,shelf_static,3.356302713637872,0.0,0.0
10.0,shelf_static,0.0,0.0,0.0
-3.5,cone,0.0,0.0,0.0
-3.4,cone,0.0,0.0,0.0
-3.3,cone,0.0,0.0,0.0
-3.2,cone,0.0,0.0,0.0
-3.1,cone,0.0,0.0,0.0
-3.0,cone,0.0,0.0,0.0
-2.9,cone,0.0,0.0,0.0
-2.8,cone,0.0,0.0,0.0
-2.7,cone,0.0,0.0,0.0
-2.6,cone,0.0,0.0,0.0
-2.5,cone,0.0,0.0,0.0
-2.4,cone,0.45621920866134646,0.0,0.0
-2.3,cone,9.47404415306058,0.0,0.0
-2.2,cone,39.887682022709726,0.0,0.0
-2.1,cone,78.54939704683736,0.0,0.0
-2.0,cone,116.05603196020216,0.0,0.0
-1.9,cone,149.13205608945282,0.0,0.0
-1.8,cone,177.32140232242676,0.0,0.0
-1.7,cone,194.05479941312342,0.0,0.0
-1.6,cone,198.10094059765737,0.0,0.0
-1.5,cone,198.29696640626366,0.0,0.0
-1.4,cone,198.29696640626366,0.0,0.0
-1.3,cone,198.29696640626366,0.0,0.0
-1.2,cone,198.29696640626366,0.0,0.0
-1.1,cone,198.29696640626366,0.0,0.0
-1.0,cone,198.29696640626366,0.0,0.0
-0.9,cone,198.29696640626366,0.0,0.0
-0.8,cone,198.29696640626366,0.0,0.0
-0.7,cone,198.29696640626366,0.0,0.0
-0.6,cone,198.29696640626366,0.0,0.0
-0.5,cone,198.29696640626366,0.0,0.0
-0.4,cone,198.29696640626366,0.0,0.0
-0.3,cone,198.29696640626366,0.0,0.0
-0.2,cone,198.29696640626366,0.0,0.0
-0.1,cone,198.29696640626366,0.0,0.0
0.0,cone,198.29696640626366,0.0,0.0
0.1,cone,198.29696640626366,-1.0382167447910374e-15,0.0
0.2,cone,198.29696640626366,-3.988148469442517e-09,0.0
0.3,cone,198.29696640626366,-6.872153652161244e-07,0.0
0.4,cone,198.29696640626366,-9.232235536957636e-06,0.0
0.5,cone,198.29696640626366,-4.3317504893856506e-05,0.0
0.6,cone,214.86139086803757,-0.00011945587792529377,0.0
0.7,cone,281.3296560753022,-0.0002445325380127209,0.0
0.8,cone,300.0863226865603,-0.0004178249920640503,0.0
0.9,cone,316.6507471482935,-0.0006324579571456303,0.0
1.0,cone,333.21517160992966,-0.0008700553439659174,0.0
1.1,cone,333.2151716100255,-0.0010916313363946333,0.0
1.2,cone,333.2151716102407,-0.0012425145281766666,0.0
1.3,cone,333.215171610319,-0.0012970911945800346,0.0
1.4,cone,333.2151716116747,-0.0013016417003501998,0.0
1.5,cone,333.215171610385,-0.0013016440253339986,0.0
1.6,cone,333.2151716090498,-0.0013016440253339988,0.0
1.7,cone,333.2151716091244,-0.0013016440253339988,0.0
1.8,cone,333.21517160843655,-0.0013016440253339988,0.0
1.9,cone,333.21517161056477,-0.0013016440253339986,0.0
2.0,cone,333.21517161071915,-0.0013016440253339986,0.0
2.1,cone,333.21517160714296,-0.0013016440253339988,0.0
2.2,cone,333.2151716118715,-0.0013016440253339986,0.0
2.3,cone,333.215171613396,-0.0013016440253339986,0.0
2.4,cone,333.2151716104288,-0.0013016440253339986,0.0
2.5,cone,333.21517160928175,-0.0013016440253339988,0.0
2.6,cone,333.21517161134955,-0.0013016440253339986,0.0
2.7,cone,333.21517161038696,-0.0013016440253339986,0.0
2.8,cone,333.2151716104263,-0.0013016440253339986,0.0
2.9,cone,333.21517160934025,-0.0013016440253339986,0.0
3.0,cone,333.21517160933627,-0.0013016440253339986,0.0
3.1,cone,333.2151716062053,-0.0013016440253339986,0.0
3.2,cone,333.21517160783355,-0.0013016440253339986,0.0
3.3,cone,333.21517160012786,-0.0013016440253339986,0.0
3.4,cone,333.2151715971326,-0.0013016440253339986,0.0
3.5,cone,333.21517159540446,-0.0013016440253339986,0.0
3.6,cone,333.2151715984539,-0.0013016440253339986,0.0
3.7,cone,333.2151716014336,-0.0013016440253339986,0.0
3.8,cone,333.2151716031089,-0.0013016440253339986,0.0
3.9,cone,333.21517160610546,-0.0013016440253339986,0.0
4.0,cone,333.2151716140229,-0.0013016440253339988,0.0
4.1,cone,333.21517160910236,-0.0013016440253339986,0.0
