front,decel,launch,z,signal_arrival,pattern_arrival,element_arrival,lead_over_pattern,lead_over_element,packet_arrival
shelf_running,18.0,0.0,44.0,14.777800572824997,18.508832500310874,7.571428571428571,3.7310319274858763,-7.206372001396426,19.5
shelf_running,18.0,0.0,46.0,15.513559455167876,,8.142857142857144,,-7.370702312310732,19.5
shelf_running,18.0,0.0,48.0,16.48434466538503,,8.732797880215005,,-7.751546785170026,19.5
shelf_running,18.0,3.0,13.0,4.388329431101816,3.7261904761904763,-1.2857142857142858,-0.6621389549113399,-5.674043716816102,19.5
shelf_running,18.0,3.0,15.0,4.791793806358683,4.678571428571429,-0.7142857142857142,-0.1132223777872543,-5.5060795206443975,19.5
shelf_running,18.0,3.0,17.0,5.527415182940716,5.6309523809523805,-0.1428571428571426,0.10353719801166417,-5.670272325797859,19.5
shelf_running,18.0,3.0,19.0,6.263174065283594,6.583333333333333,0.4285714285714281,0.32015926804973915,-5.834602636712166,19.5
shelf_running,18.0,3.0,21.0,6.998932947626472,7.535714285714286,1.0,0.5367813380878133,-5.998932947626472,19.5
shelf_running,18.0,3.0,23.0,7.73469182996935,8.488095238095237,1.5714285714285712,0.7534034081258874,-6.163263258540779,19.5
shelf_running,18.0,3.0,25.0,8.470450712312228,9.44047619047619,2.1428571428571432,0.9700254781639615,-6.327593569455085,19.5
shelf_running,18.0,3.0,27.0,9.206209594655105,10.392857142857142,2.7142857142857144,1.1866475482020373,-6.491923880369391,19.5
shelf_running,18.0,3.0,29.0,9.941968476997983,11.345238095238095,3.285714285714286,1.4032696182401114,-6.656254191283697,19.5
shelf_running,18.0,3.0,31.0,10.67772735934086,12.297619047619047,3.8571428571428568,1.6198916882781873,-6.820584502198003,19.5
shelf_running,18.0,3.0,33.0,11.41348624168374,13.25,4.428571428571429,1.8365137583162596,-6.9849148131123115,19.5
shelf_running,18.0,3.0,35.0,12.149245124026617,14.20238095238095,5.0,2.0531358283543337,-7.149245124026617,19.5
shelf_running,18.0,3.0,37.0,12.885004006369495,15.154761904761905,5.571428571428572,2.2697578983924096,-7.313575434940923,19.5
shelf_running,18.0,3.0,39.0,13.620762888712374,16.107142857142858,6.142857142857142,2.4863799684304837,-7.477905745855232,19.5
shelf_running,18.0,3.0,41.0,14.35652177105525,17.05952380952381,6.714285714285714,2.7030020384685596,-7.642236056769536,19.5
shelf_running,18.0,3.0,43.0,15.092280653398129,18.01190476190476,7.2857142857142865,2.91962410850663,-7.806566367683843,19.5
shelf_running,18.0,3.0,45.0,15.828039535741008,,7.857142857142858,,-7.97089667859815,19.5
shelf_running,18.0,3.0,47.0,16.5648834567836,,8.428571428784334,,-8.136312027999267,19.5
shelf_static,6.0,0.0,8.0,1.5462935560214652,1.3452355934243163,-2.5,-0.20105796259714892,-4.046293556021466,7.5
shelf_static,6.0,0.0,10.0,2.269899572996036,2.2976190476190474,-2.5,0.027719474623011386,-4.769899572996036,7.5
shelf_static,6.0,0.0,12.0,3.00565845533893,3.2499999999999996,-2.5,0.2443415446610695,-5.50565845533893,7.5
shelf_static,6.0,0.0,14.0,3.7414173376818245,4.2023809523809526,-2.5,0.46096361469912805,-6.241417337681824,7.5
shelf_static,6.0,0.0,16.0,4.477176220024708,5.154761904761904,-2.5,0.6775856847371964,-6.977176220024708,7.5
shelf_static,6.0,0.0,18.0,5.212935102367586,6.107142873529439,-2.5,0.8942077711618523,-7.712935102367586,7.5
shelf_static,6.0,0.0,20.0,5.948693984710464,,-2.5,,-8.448693984710463,7.5
shelf_static,6.0,0.0,22.0,6.693232046113055,,-2.5,,-9.193232046113055,7.5
shelf_static,6.0,3.0,13.0,4.388329431101816,3.726190476190476,-2.5,-0.6621389549113403,-6.888329431101816,7.5
shelf_static,6.0,3.0,15.0,4.791793806358683,4.678571428571429,-2.5,-0.1132223777872543,-7.291793806358683,7.5
shelf_static,6.0,3.0,17.0,5.527415182940716,5.630952380952381,-2.5,0.10353719801166505,-8.027415182940716,7.5
shelf_static,6.0,3.0,19.0,6.263174065283594,6.639537385739497,-2.5,0.37636332045590315,-8.763174065283593,7.5
shelf_static,6.0,3.0,21.0,6.998932947626472,,-2.5,,-9.498932947626471,7.5
shelf_static,6.0,3.0,23.0,8.087384640717925,,-2.5,,-10.587384640717925,7.5
shelf_static,18.0,0.0,8.0,1.5462935560214652,1.345235593424841,-2.5,-0.20105796259662423,-4.046293556021466,19.5
shelf_static,18.0,0.0,10.0,2.269899572996036,2.2976190476190474,-2.5,0.027719474623011386,-4.769899572996036,19.5
shelf_static,18.0,0.0,12.0,3.00565845533893,3.25,-2.5,0.24434154466106994,-5.50565845533893,19.5
shelf_static,18.0,0.0,14.0,3.7414173376818245,4.2023809523809526,-2.5,0.46096361469912805,-6.241417337681824,19.5
shelf_static,18.0,0.0,16.0,4.477176220024708,5.154761904761904,-2.5,0.6775856847371964,-6.977176220024708,19.5
shelf_static,18.0,0.0,18.0,5.212935102367586,6.107142857142857,-2.5,0.8942077547752705,-7.712935102367586,19.5
shelf_static,18.0,0.0,20.0,5.948693984710464,7.059523809523808,-2.5,1.1108298248133446,-8.448693984710463,19.5
shelf_static,18.0,0.0,22.0,6.684452867053341,8.011904761904761,-2.5,1.3274518948514196,-9.184452867053341,19.5
shelf_static,18.0,0.0,24.0,7.420211749396219,8.964285714285714,-2.5,1.5440739648894946,-9.92021174939622,19.5
shelf_static,18.0,0.0,26.0,8.155970631739097,9.916666666666666,-2.5,1.7606960349275695,-10.655970631739097,19.5
shelf_static,18.0,0.0,28.0,8.891729514081975,10.869047619047619,-2.5,1.9773181049656436,-11.391729514081975,19.5
shelf_static,18.0,0.0,30.0,9.627488396424852,11.821428571428571,-2.5,2.1939401750037195,-12.127488396424852,19.5
shelf_static,18.0,0.0,32.0,10.36324727876773,12.773809523809524,-2.5,2.4105622450417936,-12.86324727876773,19.5
shelf_static,18.0,0.0,34.0,11.099006161110609,13.726190476190474,-2.5,2.627184315079866,-13.599006161110609,19.5
shelf_static,18.0,0.0,36.0,11.834765043453487,14.678571428571429,-2.5,2.843806385117942,-14.334765043453487,19.5
shelf_static,18.0,0.0,38.0,12.570523925796365,15.63095238095238,-2.5,3.060428455156014,-15.070523925796365,19.5
shelf_static,18.0,0.0,40.0,13.306282808139242,16.583333333333332,-2.5,3.27705052519409,-15.806282808139242,19.5
shelf_static,18.0,0.0,42.0,14.04204169048212,17.535714285714285,-2.5,3.493672595232164,-16.542041690482122,19.5
shelf_static,18.0,0.0,44.0,14.777800572824997,18.508832500310874,-2.5,3.7310319274858763,-17.277800572824997,19.5
shelf_static,18.0,0.0,46.0,15.513559455167876,,-2.5,,-18.013559455167876,19.5
shelf_static,18.0,0.0,48.0,16.48434466538503,,-2.5,,-18.98434466538503,19.5
shelf_static,18.0,3.0,13.0,4.388329431101816,3.7261904761904763,-2.5,-0.6621389549113399,-6.888329431101816,19.5
shelf_static,18.0,3.0,15.0,4.791793806358683,4.678571428571429,-2.5,-0.1132223777872543,-7.291793806358683,19.5
shelf_static,18.0,3.0,17.0,5.527415182940716,5.6309523809523805,-2.5,0.10353719801166417,-8.027415182940716,19.5
shelf_static,18.0,3.0,19.0,6.263174065283594,6.583333333333333,-2.5,0.32015926804973915,-8.763174065283593,19.5
shelf_static,18.0,3.0,21.0,6.998932947626472,7.535714285714286,-2.5,0.5367813380878133,-9.498932947626471,19.5
shelf_static,18.0,3.0,23.0,7.73469182996935,8.488095238095237,-2.5,0.7534034081258874,-10.23469182996935,19.5
shelf_static,18.0,3.0,25.0,8.470450712312228,9.44047619047619,-2.5,0.9700254781639615,-10.970450712312228,19.5
