amplitude,presheath,s,type_iv,samples_with_type_iv,unresolved,min_null
flat_lapse_6,7.0,-7.3,0,0,0,-1.0641514048724856
flat_lapse_6,8.0,-7.3,0,0,0,-1.0983093699380335
flat_lapse_6,3.0,-7.2,0,0,0,-0.9304875811262054
flat_lapse_6,4.0,-7.2,0,0,0,-0.9634182103024802
flat_lapse_6,5.0,-7.2,0,0,0,-0.996686489428693
flat_lapse_6,6.0,-7.2,0,0,0,-1.0302708989741234
flat_lapse_6,6.5,-7.2,0,0,0,-1.0471753364037573
flat_lapse_6,7.0,-7.2,0,0,0,-1.0641514048724856
flat_lapse_6,8.0,-7.2,0,0,0,-1.0983093699380335
flat_lapse_6,3.0,-7.1,0,0,0,-0.9304875811262054
flat_lapse_6,4.0,-7.1,0,0,0,-0.9634182103024802
flat_lapse_6,5.0,-7.1,0,0,0,-0.996686489428693
flat_lapse_6,6.0,-7.1,0,0,0,-1.0302708989741234
flat_lapse_6,6.5,-7.1,0,0,0,-1.0471753364037573
flat_lapse_6,7.0,-7.1,0,0,0,-1.0641514048724856
flat_lapse_6,8.0,-7.1,0,0,0,-1.0983093699380335
flat_lapse_6,3.0,-7.0,0,0,0,-0.9304875811262054
flat_lapse_6,4.0,-7.0,0,0,0,-0.9634182103024802
flat_lapse_6,5.0,-7.0,0,0,0,-0.996686489428693
flat_lapse_6,6.0,-7.0,0,0,0,-1.0302708989741234
flat_lapse_6,6.5,-7.0,0,0,0,-1.0471753364037573
flat_lapse_6,7.0,-7.0,0,0,0,-1.0641514048724856
flat_lapse_6,8.0,-7.0,0,0,0,-1.0983093699380335
flat_lapse_6,3.0,-6.9,0,0,0,-0.9304875811262054
flat_lapse_6,4.0,-6.9,0,0,0,-0.9634182103024802
flat_lapse_6,5.0,-6.9,0,0,0,-0.996686489428693
flat_lapse_6,6.0,-6.9,0,0,0,-1.0302708989741234
flat_lapse_6,6.5,-6.9,0,0,0,-1.0471753364037573
flat_lapse_6,7.0,-6.9,0,0,0,-1.0641514048724856
flat_lapse_6,8.0,-6.9,0,0,0,-1.0983093699380335
flat_lapse_6,3.0,-6.8,0,0,0,-0.9304875811262054
flat_lapse_6,4.0,-6.8,0,0,0,-0.9634182103024802
flat_lapse_6,5.0,-6.8,0,0,0,-0.996686489428693
flat_lapse_6,6.0,-6.8,0,0,0,-1.0302708989741234
flat_lapse_6,6.5,-6.8,0,0,0,-1.0471753364037573
flat_lapse_6,7.0,-6.8,0,0,0,-1.0641514048724856
flat_lapse_6,8.0,-6.8,0,0,0,-1.0983093699380335
flat_lapse_6,3.0,-6.7,0,0,0,-0.9304875811262054
flat_lapse_6,4.0,-6.7,0,0,0,-0.9634182103024802
flat_lapse_6,5.0,-6.7,0,0,0,-0.996686489428693
flat_lapse_6,6.0,-6.7,0,0,0,-1.0302708989741234
flat_lapse_6,6.5,-6.7,0,0,0,-1.0471753364037573
flat_lapse_6,7.0,-6.7,0,0,0,-1.0641514048724856
flat_lapse_6,8.0,-6.7,0,0,0,-1.0983093699380335
flat_lapse_6,3.0,-6.6,0,0,0,-0.9304875811262054
flat_lapse_6,4.0,-6.6,0,0,0,-0.9634182103024802
flat_lapse_6,5.0,-6.6,0,0,0,-0.996686489428693
flat_lapse_6,6.0,-6.6,0,0,0,-1.0302708989741234
flat_lapse_6,6.5,-6.6,0,0,0,-1.0471753364037573
flat_lapse_6,7.0,-6.6,0,0,0,-1.0641514048724856
flat_lapse_6,8.0,-6.6,0,0,0,-1.0983093699380335
flat_lapse_6,3.0,-6.5,0,0,0,-0.9304875811262054
flat_lapse_6,4.0,-6.5,0,0,0,-0.9634182103024802
flat_lapse_6,5.0,-6.5,0,0,0,-0.996686489428693
flat_lapse_6,6.0,-6.5,0,0,0,-1.0302708989741234
flat_lapse_6,6.5,-6.5,0,0,0,-1.0471753364037573
flat_lapse_6,7.0,-6.5,0,0,0,-1.0641514048724856
flat_lapse_6,8.0,-6.5,0,0,0,-1.0983093699380335
flat_lapse_6,3.0,-6.4,0,0,0,-0.9304875811262054
flat_lapse_6,4.0,-6.4,0,0,0,-0.9634182103024802
flat_lapse_6,5.0,-6.4,0,0,0,-0.996686489428693
flat_lapse_6,6.0,-6.4,0,0,0,-1.0302708989741234
flat_lapse_6,6.5,-6.4,0,0,0,-1.0471753364037573
flat_lapse_6,7.0,-6.4,0,0,0,-1.0641514048724856
flat_lapse_6,8.0,-6.4,0,0,0,-1.0983093699380335
flat_lapse_6,3.0,-6.3,0,0,0,-0.9304875811262054
flat_lapse_6,4.0,-6.3,0,0,0,-0.9634182103024802
flat_lapse_6,5.0,-6.3,0,0,0,-0.996686489428693
flat_lapse_6,6.0,-6.3,0,0,0,-1.0302708989741234
flat_lapse_6,6.5,-6.3,0,0,0,-1.0471753364037573
flat_lapse_6,7.0,-6.3,0,0,0,-1.0641514048724856
flat_lapse_6,8.0,-6.3,0,0,0,-1.0983093699380335
flat_lapse_6,3.0,-6.2,0,0,0,-0.9304875811262054
flat_lapse_6,4.0,-6.2,0,0,0,-0.9634182103024802
flat_lapse_6,5.0,-6.2,0,0,0,-0.996686489428693
flat_lapse_6,6.0,-6.2,0,0,0,-1.0302708989741234
flat_lapse_6,6.5,-6.2,0,0,0,-1.0471753364037573
flat_lapse_6,7.0,-6.2,0,0,0,-1.0641514048724856
flat_lapse_6,8.0,-6.2,0,0,0,-1.0983093699380335
flat_lapse_6,3.0,-6.1,0,0,0,-0.9801102974684692
flat_lapse_6,4.0,-6.1,0,0,0,-1.0263029866768554
flat_lapse_6,5.0,-6.1,0,0,0,-1.072499153069638
flat_lapse_6,6.0,-6.1,0,0,0,-1.1186987895570741
flat_lapse_6,6.5,-6.1,0,0,0,-1.141799906874697
flat_lapse_6,7.0,-6.1,0,0,0,-1.1649018890638787
flat_lapse_6,8.0,-6.1,0,0,0,-1.2111084445291913
flat_lapse_6,3.0,-6.0,0,0,0,-3.106176503087617
flat_lapse_6,4.0,-6.0,0,0,0,-3.1480342884581862
flat_lapse_6,5.0,-6.0,0,0,0,-3.189904389586117
flat_lapse_6,6.0,-6.0,0,0,0,-3.2317867813604164
flat_lapse_6,6.5,-6.0,0,0,0,-3.252732578406775
flat_lapse_6,7.0,-6.0,0,0,0,-3.2736814387212996
flat_lapse_6,8.0,-6.0,0,0,0,-3.3155883366600687
flat_lapse_6,3.0,-5.9,0,0,0,-2.6501246469545103
flat_lapse_6,4.0,-5.9,0,0,0,-2.6929122909231658
flat_lapse_6,5.0,-5.9,0,0,0,-2.7357103547309856
flat_lapse_6,6.0,-5.9,0,0,0,-2.7785188171326283
flat_lapse_6,6.5,-5.9,0,0,0,-2.7999269411788097
flat_lapse_6,7.0,-5.9,0,0,0,-2.821337656926068
flat_lapse_6,8.0,-5.9,0,0,0,-2.8641668529525153
flat_lapse_6,3.0,-5.8,0,0,0,-3.3094620005546798
flat_lapse_6,4.0,-5.8,0,0,0,-3.350905300675066
flat_lapse_6,5.0,-5.8,0,0,0,-3.3923617616599393
flat_lapse_6,6.0,-5.8,0,0,0,-3.433831356675193
flat_lapse_6,6.5,-5.8,0,0,0,-3.454571071073519
flat_lapse_6,7.0,-5.8,0,0,0,-3.4753140589414384
flat_lapse_6,8.0,-5.8,0,0,0,-3.5168098417338824
flat_lapse_6,3.0,-5.7,0,0,0,-3.036377302757105
flat_lapse_6,4.0,-5.7,0,0,0,-3.078377403931665
flat_lapse_6,5.0,-5.7,0,0,0,-3.1203895306913774
flat_lapse_6,6.0,-5.7,0,0,0,-3.162413658516894
flat_lapse_6,6.5,-5.7,0,0,0,-3.1834302151807052
flat_lapse_6,7.0,-5.7,0,0,0,-3.2044497629388613
flat_lapse_6,8.0,-5.7,0,0,0,-3.2464978195378147
flat_lapse_6,3.0,-5.6,0,0,0,-2.6658906300262775
flat_lapse_6,4.0,-5.6,0,0,0,-2.7086461282318584
flat_lapse_6,5.0,-5.6,0,0,0,-2.7514121118196218
flat_lapse_6,6.0,-5.6,0,0,0,-2.7941885594105833
flat_lapse_6,6.5,-5.6,0,0,0,-2.8155807005382556
flat_lapse_6,7.0,-5.6,0,0,0,-2.8369754496693593
flat_lapse_6,8.0,-5.6,0,0,0,-2.8797727613040593
flat_lapse_6,3.0,-5.5,2,2,0,-2.1836885569254796
flat_lapse_6,4.0,-5.5,0,0,0,-2.2274272322361597
flat_lapse_6,5.0,-5.5,0,0,0,-2.2711743882980273
flat_lapse_6,6.0,-5.5,0,0,0,-2.314930007819411
flat_lapse_6,6.5,-5.5,0,0,0,-2.3368109859834147
flat_lapse_6,7.0,-5.5,0,0,0,-2.3586940735438926
flat_lapse_6,8.0,-5.5,0,0,0,-2.402466568250241
flat_lapse_6,3.0,-5.4,1,1,0,-1.7964519858406793
flat_lapse_6,4.0,-5.4,0,0,0,-1.8409802100815396
flat_lapse_6,5.0,-5.4,0,0,0,-1.885515305237225
flat_lapse_6,6.0,-5.4,0,0,0,-1.9300572572984087
flat_lapse_6,6.5,-5.4,0,0,0,-1.9523308002984598
flat_lapse_6,7.0,-5.4,0,0,0,-1.974606052284328
flat_lapse_6,8.0,-5.4,0,0,0,-2.0191616762427285
flat_lapse_6,3.0,-5.3,1,1,0,-1.7762398379486022
flat_lapse_6,4.0,-5.3,0,0,0,-1.8208092733790462
flat_lapse_6,5.0,-5.3,0,0,0,-1.865385495697514
flat_lapse_6,6.0,-5.3,0,0,0,-1.9099684910660026
flat_lapse_6,6.5,-5.3,0,0,0,-1.9322625243273461
flat_lapse_6,7.0,-5.3,0,0,0,-1.954558245674726
flat_lapse_6,8.0,-5.3,0,0,0,-1.999154745742055
flat_lapse_6,3.0,-5.2,0,0,0,-1.4087331040781985
flat_lapse_6,4.0,-5.2,1,1,0,-1.4540518606477808
flat_lapse_6,5.0,-5.2,0,0,0,-1.4993758762907434
flat_lapse_6,6.0,-5.2,0,0,0,-1.5447051402841934
flat_lapse_6,6.5,-5.2,0,0,0,-1.567371737067427
flat_lapse_6,7.0,-5.2,0,0,0,-1.5900396419271023
flat_lapse_6,8.0,-5.2,0,0,0,-1.6353793705402613
flat_lapse_6,3.0,-5.1,1,1,0,-1.4362898040796224
flat_lapse_6,4.0,-5.1,0,0,0,-1.4815523744193129
flat_lapse_6,5.0,-5.1,0,0,0,-1.5268203183922708
flat_lapse_6,6.0,-5.1,0,0,0,-1.5720936250420223
flat_lapse_6,6.5,-5.1,0,0,0,-1.5947322859529092
flat_lapse_6,7.0,-5.1,0,0,0,-1.6173722834344368
flat_lapse_6,8.0,-5.1,0,0,0,-1.6626562826576763
flat_lapse_6,3.0,-5.0,1,1,0,-1.4874034388924893
flat_lapse_6,4.0,-5.0,0,0,0,-1.5325617920205388
flat_lapse_6,5.0,-5.0,0,0,0,-1.5777257312736337
flat_lapse_6,6.0,-5.0,0,0,0,-1.622895245262046
flat_lapse_6,6.5,-5.0,0,0,0,-1.6454820892290576
flat_lapse_6,7.0,-5.0,0,0,0,-1.6680703226192715
flat_lapse_6,8.0,-5.0,0,0,0,-1.7132509520019803
flat_lapse_6,3.0,-4.9,1,1,0,-1.5050340374814613
flat_lapse_6,4.0,-4.9,0,0,0,-1.550156443022702
flat_lapse_6,5.0,-4.9,0,0,0,-1.5952845079836644
flat_lapse_6,6.0,-4.9,0,0,0,-1.6404182208251759
flat_lapse_6,6.5,-4.9,0,0,0,-1.6629871916015821
flat_lapse_6,7.0,-4.9,0,0,0,-1.685557570031595
flat_lapse_6,8.0,-4.9,0,0,0,-1.7307025441107575
flat_lapse_6,3.0,-4.8,1,1,0,-1.4754316381274113
flat_lapse_6,4.0,-4.8,0,0,0,-1.520614400939855
flat_lapse_6,5.0,-4.8,0,0,0,-1.5658027001076658
flat_lapse_6,6.0,-4.8,0,0,0,-1.61099652434259
flat_lapse_6,6.5,-4.8,0,0,0,-1.6335955048389372
flat_lapse_6,7.0,-4.8,0,0,0,-1.6561958623793949
flat_lapse_6,8.0,-4.8,0,0,0,-1.7014007029758136
flat_lapse_6,3.0,-4.7,2,2,0,-1.409896862347726
flat_lapse_6,4.0,-4.7,0,0,0,-1.4431208748457298
flat_lapse_6,5.0,-4.7,0,0,0,-1.476546876531498
flat_lapse_6,6.0,-4.7,0,0,0,-1.5187991110924897
flat_lapse_6,6.5,-4.7,0,0,0,-1.5414921316640757
flat_lapse_6,7.0,-4.7,0,0,0,-1.564186433360208
flat_lapse_6,8.0,-4.7,0,0,0,-1.609578874900528
flat_lapse_6,3.0,-4.6,0,0,0,-1.4510216781641192
flat_lapse_6,4.0,-4.6,0,0,0,-1.4833419525645162
flat_lapse_6,5.0,-4.6,0,0,0,-1.5158891585971899
flat_lapse_6,6.0,-4.6,0,0,0,-1.5486531573291231
flat_lapse_6,6.5,-4.6,0,0,0,-1.5651134265063933
flat_lapse_6,7.0,-4.6,0,0,0,-1.5816243229159044
flat_lapse_6,8.0,-4.6,0,0,0,-1.6147935182946755
flat_lapse_6,3.0,-4.5,0,0,0,-1.4639746695220373
flat_lapse_6,4.0,-4.5,0,0,0,-1.4952431154961556
flat_lapse_6,5.0,-4.5,0,0,0,-1.5267692555123404
flat_lapse_6,6.0,-4.5,0,0,0,-1.5585423772686497
flat_lapse_6,6.5,-4.5,0,0,0,-1.5745183391593092
flat_lapse_6,7.0,-4.5,0,0,0,-1.5905522439261883
flat_lapse_6,8.0,-4.5,0,0,0,-1.6227890777225227
flat_lapse_6,3.0,-4.4,0,0,0,-1.4425461268115654
flat_lapse_6,4.0,-4.4,0,0,0,-1.472554284276545
flat_lapse_6,5.0,-4.4,0,0,0,-1.5028585150392382
flat_lapse_6,6.0,-4.4,0,0,0,-1.533447459181761
flat_lapse_6,6.5,-4.4,0,0,0,-1.5488452645951734
flat_lapse_6,7.0,-4.4,0,0,0,-1.5643101796361134
flat_lapse_6,8.0,-4.4,0,0,0,-1.5954361553825271
flat_lapse_6,3.0,-4.3,0,0,0,-1.3823403095897642
flat_lapse_6,4.0,-4.3,0,0,0,-1.4107946692534288
flat_lapse_6,5.0,-4.3,0,0,0,-1.43959275843884
flat_lapse_6,6.0,-4.3,0,0,0,-1.4687226086698317
flat_lapse_6,6.5,-4.3,0,0,0,-1.483408296358334
flat_lapse_6,7.0,-4.3,0,0,0,-1.498172589744497
flat_lapse_6,8.0,-4.3,0,0,0,-1.527931415239666
flat_lapse_6,3.0,-4.2,0,0,0,-1.3631491544494174
flat_lapse_6,4.0,-4.2,0,0,0,-1.408560853580086
flat_lapse_6,5.0,-4.2,0,0,0,-1.453977622280598
flat_lapse_6,6.0,-4.2,0,0,0,-1.4993994502144454
flat_lapse_6,6.5,-4.2,0,0,0,-1.522112258169476
flat_lapse_6,7.0,-4.2,0,0,0,-1.5448263270661977
flat_lapse_6,8.0,-4.2,0,0,0,-1.590258242541456
flat_lapse_6,3.0,-4.1,3,3,0,-1.4372078405279787
flat_lapse_6,4.0,-4.1,0,0,0,-1.4824685390540295
flat_lapse_6,5.0,-4.1,0,0,0,-1.527734615029847
flat_lapse_6,6.0,-4.1,0,0,0,-1.5730060574911773
flat_lapse_6,6.5,-4.1,0,0,0,-1.595643787733695
flat_lapse_6,7.0,-4.1,0,0,0,-1.6182828554961237
flat_lapse_6,8.0,-4.1,0,0,0,-1.663564998125098
flat_lapse_6,3.0,-4.0,1,1,0,-1.490337867409708
flat_lapse_6,4.0,-4.0,1,1,0,-1.5354902374383563
flat_lapse_6,5.0,-4.0,0,0,0,-1.5806482057911813
flat_lapse_6,6.0,-4.0,0,0,0,-1.625811761053582
flat_lapse_6,6.5,-4.0,0,0,0,-1.6483956302151757
flat_lapse_6,7.0,-4.0,0,0,0,-1.670980891834231
flat_lapse_6,8.0,-4.0,0,0,0,-1.716155586765027
flat_lapse_6,3.0,-3.9,2,2,0,-1.5126035656826364
flat_lapse_6,4.0,-3.9,1,1,0,-1.5577105374726787
flat_lapse_6,5.0,-3.9,0,0,0,-1.6028232001508071
flat_lapse_6,6.0,-3.9,0,0,0,-1.647941542113688
flat_lapse_6,6.5,-3.9,0,0,0,-1.6705028392073398
flat_lapse_6,7.0,-3.9,0,0,0,-1.6930655517816482
flat_lapse_6,8.0,-3.9,0,0,0,-1.7381952175986237
flat_lapse_6,3.0,-3.8,2,2,0,-1.4928172169768248
flat_lapse_6,4.0,-3.8,0,0,0,-1.5379645317809814
flat_lapse_6,5.0,-3.8,0,0,0,-1.5831174552165728
flat_lapse_6,6.0,-3.8,0,0,0,-1.6282759758479806
flat_lapse_6,6.5,-3.8,0,0,0,-1.6508573315448634
flat_lapse_6,7.0,-3.8,0,0,0,-1.6734400822629067
flat_lapse_6,8.0,-3.8,0,0,0,-1.718609763072318
flat_lapse_6,3.0,-3.7,4,3,0,-1.6175138722703075
flat_lapse_6,4.0,-3.7,0,0,0,-1.6624069391078828
flat_lapse_6,5.0,-3.7,0,0,0,-1.7073061329711394
flat_lapse_6,6.0,-3.7,0,0,0,-1.7522114413674874
flat_lapse_6,6.5,-3.7,0,0,0,-1.7746663846186033
flat_lapse_6,7.0,-3.7,0,0,0,-1.7971228518298112
flat_lapse_6,8.0,-3.7,0,0,0,-1.8420403519164166
flat_lapse_6,3.0,-3.6,0,0,0,-1.4466099572573456
flat_lapse_6,4.0,-3.6,0,0,0,-1.479211982949846
flat_lapse_6,5.0,-3.6,0,0,0,-1.51203142826169
flat_lapse_6,6.0,-3.6,0,0,0,-1.5450583965805527
flat_lapse_6,6.5,-3.6,0,0,0,-1.5616467514849044
flat_lapse_6,7.0,-3.6,0,0,0,-1.5829259143709398
flat_lapse_6,8.0,-3.6,0,0,0,-1.628280147388902
flat_lapse_6,3.0,-3.5,0,0,0,-1.4625096695922528
flat_lapse_6,4.0,-3.5,0,0,0,-1.49424392327242
flat_lapse_6,5.0,-3.5,0,0,0,-1.5262206784111136
flat_lapse_6,6.0,-3.5,0,0,0,-1.5584295374207293
flat_lapse_6,6.5,-3.5,0,0,0,-1.5746178912855717
flat_lapse_6,7.0,-3.5,0,0,0,-1.5908605931717106
flat_lapse_6,8.0,-3.5,0,0,0,-1.6235044090554012
flat_lapse_6,3.0,-3.4,0,0,0,-1.4483546392600617
flat_lapse_6,4.0,-3.4,0,0,0,-1.4791199432746354
flat_lapse_6,5.0,-3.4,0,0,0,-1.5101576826472196
flat_lapse_6,6.0,-3.4,0,0,0,-1.5414568511572295
flat_lapse_6,6.5,-3.4,0,0,0,-1.5572011579874425
flat_lapse_6,7.0,-3.4,0,0,0,-1.5730069024466833
flat_lapse_6,8.0,-3.4,0,0,0,-1.604797737045651
flat_lapse_6,3.0,-3.3,1,1,0,-1.4640750643512153
flat_lapse_6,4.0,-3.3,0,0,0,-1.4953401534704884
flat_lapse_6,5.0,-3.3,0,0,0,-1.526863024418115
flat_lapse_6,6.0,-3.3,0,0,0,-1.5586329640149699
flat_lapse_6,6.5,-3.3,0,0,0,-1.5746073670915797
flat_lapse_6,7.0,-3.3,0,0,0,-1.5906397343608596
flat_lapse_6,8.0,-3.3,0,0,0,-1.6228735564755097
flat_lapse_6,3.0,-3.2,0,0,0,-1.4510680416100066
flat_lapse_6,4.0,-3.2,0,0,0,-1.4833864306059774
flat_lapse_6,5.0,-3.2,0,0,0,-1.5250374300832252
flat_lapse_6,6.0,-3.2,0,0,0,-1.5703143719205137
flat_lapse_6,6.5,-3.2,0,0,0,-1.5929548476447608
flat_lapse_6,7.0,-3.2,0,0,0,-1.615596658088566
flat_lapse_6,8.0,-3.2,0,0,0,-1.6608842776906556
flat_lapse_6,3.0,-3.1,4,4,0,-1.5799064591305307
flat_lapse_6,4.0,-3.1,0,0,0,-1.624876204915883
flat_lapse_6,5.0,-3.1,0,0,0,-1.6698519213837761
flat_lapse_6,6.0,-3.1,0,0,0,-1.7148335963603947
flat_lapse_6,6.5,-3.1,0,0,0,-1.7373266644919478
flat_lapse_6,7.0,-3.1,0,0,0,-1.7598212176967463
flat_lapse_6,8.0,-3.1,0,0,0,-1.80481477326861
flat_lapse_6,3.0,-3.0,2,1,0,-1.737475670933883
flat_lapse_6,4.0,-3.0,0,0,0,-1.7821241438542779
flat_lapse_6,5.0,-3.0,0,0,0,-1.8267792425106508
flat_lapse_6,6.0,-3.0,0,0,0,-1.8714409533935772
flat_lapse_6,6.5,-3.0,0,0,0,-1.893774284205836
flat_lapse_6,7.0,-3.0,0,0,0,-1.9161092630211782
flat_lapse_6,8.0,-3.0,0,0,0,-1.9607841579390648
flat_lapse_6,3.0,-2.9,3,2,0,-1.8914183010827854
flat_lapse_6,4.0,-2.9,0,0,0,-1.9357528954906151
flat_lapse_6,5.0,-2.9,0,0,0,-1.9800947556112796
flat_lapse_6,6.0,-2.9,0,0,0,-2.024443866630485
flat_lapse_6,6.5,-2.9,0,0,0,-2.0466211366058364
flat_lapse_6,7.0,-2.9,0,0,0,-2.0688002137641464
flat_lapse_6,8.0,-2.9,0,0,0,-2.1131637822583182
flat_lapse_6,3.0,-2.8,2,2,0,-2.009855978976313
flat_lapse_6,4.0,-2.8,0,0,0,-2.053949087045153
flat_lapse_6,5.0,-2.8,0,0,0,-2.098049953200987
flat_lapse_6,6.0,-2.8,0,0,0,-2.1421585616256027
flat_lapse_6,6.5,-2.8,0,0,0,-2.164215764254334
flat_lapse_6,7.0,-2.8,0,0,0,-2.1862748965330434
flat_lapse_6,8.0,-2.8,0,0,0,-2.2303989421695376
flat_lapse_6,3.0,-2.7,1,1,0,-2.0499070837176476
flat_lapse_6,4.0,-2.7,0,0,0,-2.093918530318377
flat_lapse_6,5.0,-2.7,0,0,0,-2.137937901508258
flat_lapse_6,6.0,-2.7,0,0,0,-2.1819651811295917
flat_lapse_6,6.5,-2.7,0,0,0,-2.2039817815617844
flat_lapse_6,7.0,-2.7,0,0,0,-2.226000353057629
flat_lapse_6,8.0,-2.7,0,0,0,-2.270043401200493
flat_lapse_6,3.0,-2.6,0,0,0,-1.9758938040392353
flat_lapse_6,4.0,-2.6,0,0,0,-2.020056158664032
flat_lapse_6,5.0,-2.6,0,0,0,-2.064226130186823
flat_lapse_6,6.0,-2.6,0,0,0,-2.108403703077271
flat_lapse_6,6.5,-2.6,0,0,0,-2.1304953351907967
flat_lapse_6,7.0,-2.6,0,0,0,-2.1525888618367057
flat_lapse_6,8.0,-2.6,0,0,0,-2.1967815909980595
flat_lapse_6,3.0,-2.5,2,2,0,-1.7811983634916766
flat_lapse_6,4.0,-2.5,0,0,0,-1.825757688827077
flat_lapse_6,5.0,-2.5,0,0,0,-1.8703238216642952
flat_lapse_6,6.0,-2.5,0,0,0,-1.9148967481232981
flat_lapse_6,6.5,-2.5,0,0,0,-1.937185754631199
flat_lapse_6,7.0,-2.5,0,0,0,-1.959476454352354
flat_lapse_6,8.0,-2.5,0,0,0,-2.0040629265279755
flat_lapse_6,3.0,-2.4,1,1,0,-1.5821395481013603
flat_lapse_6,4.0,-2.4,0,0,0,-1.61389995349406
flat_lapse_6,5.0,-2.4,0,0,0,-1.6458477059974816
flat_lapse_6,6.0,-2.4,0,0,0,-1.6779751166505315
flat_lapse_6,6.5,-2.4,0,0,0,-1.6941038924053464
flat_lapse_6,7.0,-2.4,0,0,0,-1.71027486562788
flat_lapse_6,8.0,-2.4,0,0,0,-1.7427399845773064
flat_lapse_6,3.0,-2.3,1,1,0,-1.5477864456088557
flat_lapse_6,4.0,-2.3,0,0,0,-1.5783240475060478
flat_lapse_6,5.0,-2.3,0,0,0,-1.6144370318044405
flat_lapse_6,6.0,-2.3,0,0,0,-1.659531693957505
flat_lapse_6,6.5,-2.3,0,0,0,-1.6820811692579747
flat_lapse_6,7.0,-2.3,0,0,0,-1.7046320720971642
flat_lapse_6,8.0,-2.3,0,0,0,-1.7497381545689115
flat_lapse_6,3.0,-2.2,2,2,0,-1.6805745671210957
flat_lapse_6,4.0,-2.2,0,0,0,-1.7253390575072884
flat_lapse_6,5.0,-2.2,0,0,0,-1.7701099370777675
flat_lapse_6,6.0,-2.2,0,0,0,-1.8148871928054202
flat_lapse_6,6.5,-2.2,0,0,0,-1.8372782076644796
flat_lapse_6,7.0,-2.2,0,0,0,-1.8596708116896985
flat_lapse_6,8.0,-2.2,0,0,0,-1.9044607807565606
flat_lapse_6,3.0,-2.1,0,0,0,-1.8753556519618377
flat_lapse_6,4.0,-2.1,0,0,0,-1.9197229970145606
flat_lapse_6,5.0,-2.1,0,0,0,-1.9640975410037897
flat_lapse_6,6.0,-2.1,0,0,0,-2.0084792692513833
flat_lapse_6,6.5,-2.1,0,0,0,-2.030672822893333
flat_lapse_6,7.0,-2.1,0,0,0,-2.0528681671091293
flat_lapse_6,8.0,-2.1,0,0,0,-2.0972642199586833
flat_lapse_6,3.0,-2.0,1,1,0,-2.036952375616215
flat_lapse_6,4.0,-2.0,0,0,0,-2.08099023598229
flat_lapse_6,5.0,-2.0,0,0,0,-2.1250359670816534
flat_lapse_6,6.0,-2.0,0,0,0,-2.169089552866415
flat_lapse_6,6.5,-2.0,0,0,0,-2.1911192862598035
flat_lapse_6,7.0,-2.0,0,0,0,-2.2131509773214075
flat_lapse_6,8.0,-2.0,0,0,0,-2.2572202244641173
flat_lapse_6,3.0,-1.9,1,1,0,-2.027769709481159
flat_lapse_6,4.0,-1.9,0,0,0,-2.0718262926765454
flat_lapse_6,5.0,-1.9,0,0,0,-2.115890708430648
flat_lapse_6,6.0,-1.9,0,0,0,-2.1599629407734136
flat_lapse_6,6.5,-1.9,0,0,0,-2.1820019831838087
flat_lapse_6,7.0,-1.9,0,0,0,-2.2040429737673515
flat_lapse_6,8.0,-1.9,0,0,0,-2.2481307915074664
flat_lapse_6,3.0,-1.8,0,0,0,-1.7594836110594756
flat_lapse_6,4.0,-1.8,0,0,0,-1.8040872112925286
flat_lapse_6,5.0,-1.8,0,0,0,-1.8486975287539058
flat_lapse_6,6.0,-1.8,0,0,0,-1.8933145497476347
flat_lapse_6,6.5,-1.8,0,0,0,-1.9156255697967786
flat_lapse_6,7.0,-1.8,0,0,0,-1.937938260605672
flat_lapse_6,8.0,-1.8,0,0,0,-1.98256864768784
flat_lapse_6,3.0,-1.7,1,1,0,-1.493391180425992
flat_lapse_6,4.0,-1.7,0,0,0,-1.52442333530538
flat_lapse_6,5.0,-1.7,0,0,0,-1.5556481056972462
flat_lapse_6,6.0,-1.7,0,0,0,-1.58705776377215
flat_lapse_6,6.5,-1.7,0,0,0,-1.6028296093055654
flat_lapse_6,7.0,-1.7,0,0,0,-1.6186449405136651
flat_lapse_6,8.0,-1.7,0,0,0,-1.650402609426713
flat_lapse_6,3.0,-1.6,1,1,0,-1.4599139655460476
flat_lapse_6,4.0,-1.6,0,0,0,-1.4895403895297767
flat_lapse_6,5.0,-1.6,0,0,0,-1.5194045856742995
flat_lapse_6,6.0,-1.6,0,0,0,-1.549497716575959
flat_lapse_6,6.5,-1.6,0,0,0,-1.564627466829472
flat_lapse_6,7.0,-1.6,0,0,0,-1.5798112947090313
flat_lapse_6,8.0,-1.6,0,0,0,-1.6103371718293018
flat_lapse_6,3.0,-1.5,0,0,0,-1.4391146860745114
flat_lapse_6,4.0,-1.5,0,0,0,-1.4676735628541504
flat_lapse_6,5.0,-1.5,0,0,0,-1.4965023376617392
flat_lapse_6,6.0,-1.5,0,0,0,-1.5255916170791954
flat_lapse_6,6.5,-1.5,0,0,0,-1.5402310982400722
flat_lapse_6,7.0,-1.5,0,0,0,-1.554932327809992
flat_lapse_6,8.0,-1.5,0,0,0,-1.5845157115910478
flat_lapse_6,3.0,-1.4,1,1,0,-1.4279304976829412
flat_lapse_6,4.0,-1.4,0,0,0,-1.4555829065164827
flat_lapse_6,5.0,-1.4,0,0,0,-1.4835299016372647
flat_lapse_6,6.0,-1.4,0,0,0,-1.5117618504059076
flat_lapse_6,6.5,-1.4,0,0,0,-1.525981749017557
