family,outer_radius,charge,inner_rest_mass,outer_fraction,outer_rest_mass,gap_mass,ADM_mass,proper_field_energy,field_to_wall_rest_energy,inner_pressure_ratio,outer_pressure_ratio,inner_sound_squared,outer_sound_squared,inner_Vpp,outer_Vpp,compactness_measure,minimum_gap_f,matched_Killing_field_energy
weak_DEC_radial_causal,1.05,0.014082804240196839,5.362587197812673e-05,5.2635573961486296e-05,5.526428147445677e-05,0.00015278712174490708,0.00011360622296277553,4.722290747855168e-06,0.04336747261460607,-0.9246149666425146,0.8545341279546192,1.0,1.0,11.697862429155252,4.15513892218987,0.00030557424348981417,0.9998888638726561,4.721784197565427e-06
compressive_radial_half_slope,1.05,0.014082804240196839,0.015065665254935821,0.00010999326647776309,0.00011383588418899526,0.015051340807782783,0.015069096595320687,4.792514663780323e-06,0.00031572280405366723,0.0004826721968664645,0.4282082336573152,0.5,0.5,3.93587593332626,0.461537869811254,0.030102681615565566,0.9700956437597021,4.721513352663218e-06
DEC,1.05,0.015341274046343915,6.046061161124007e-05,6.328503828288712e-05,6.644510929975344e-05,0.00017813612855097457,0.00013250129325575614,5.604029039750008e-06,0.04415899456321945,-0.9732173473561403,0.8434555881074388,1.0,1.0,11.892162946685474,4.195227495254905,0.00035627225710194914,0.9998741667296218,5.603328450821408e-06
DEC_radial_causal,1.05,0.015341274046343915,6.046061161124007e-05,6.328503828288712e-05,6.644510929975344e-05,0.00017813612855097457,0.00013250129325575614,5.604029039750008e-06,0.04415899456321945,-0.9732173473561403,0.8434555881074388,1.0,1.0,11.892162946685474,4.195227495254905,0.00035627225710194914,0.9998741667296218,5.603328450821408e-06
weak_DEC_radial_causal,1.05,0.015341274046343915,6.046061161124007e-05,6.328503828288712e-05,6.644510929975344e-05,0.00017813612855097457,0.00013250129325575614,5.604029039750008e-06,0.04415899456321945,-0.9732173473561403,0.8434555881074388,1.0,1.0,11.892162946685474,4.195227495254905,0.00035627225710194914,0.9998741667296218,5.603328450821408e-06
compressive_radial_half_slope,1.05,0.015341274046343915,0.016985818636481347,0.00013224759522900562,0.00013661381147340684,0.01695923696378814,0.016981558396208254,5.6981633403241395e-06,0.0003327893602526536,0.0007959871277153908,0.42525095042820127,0.5,0.5,3.925688742335217,0.4750893068855149,0.03391847392757628,0.9663168807617887,5.602942006507887e-06
DEC,1.05,0.016712203432697553,7.68544244010643e-05,7.608914977153958e-05,7.988725345561003e-05,0.00021650034288772324,0.00016337927849692816,6.650466635755334e-06,0.042429472024897975,-0.908579127399526,0.8325414370231297,1.0,1.0,11.633473431030868,4.234583519020617,0.0004330006857754465,0.9998409496811898,6.649440286857772e-06
DEC_radial_causal,1.05,0.016712203432697553,7.68544244010643e-05,7.608914977153958e-05,7.988725345561003e-05,0.00021650034288772324,0.00016337927849692816,6.650466635755334e-06,0.042429472024897975,-0.908579127399526,0.8325414370231297,1.0,1.0,11.633473431030868,4.234583519020617,0.0004330006857754465,0.9998409496811898,6.649440286857772e-06
weak_DEC_radial_causal,1.05,0.016712203432697553,7.68544244010643e-05,7.608914977153958e-05,7.988725345561003e-05,0.00021650034288772324,0.00016337927849692816,6.650466635755334e-06,0.042429472024897975,-0.908579127399526,0.8325414370231297,1.0,1.0,11.633473431030868,4.234583519020617,0.0004330006857754465,0.9998409496811898,6.649440286857772e-06
compressive_radial_half_slope,1.05,0.016712203432697553,0.016985818636481347,0.00015900451913018401,0.00016425395864270772,0.01698120849089356,0.01700979358023196,6.762070477431211e-06,0.00039428815475415184,0.00013805062559769856,0.4198446075737287,0.5,0.5,3.930952317859544,0.5136924907076379,0.03396241698178712,0.9663168807617887,6.648888904106113e-06
DEC,1.05,0.018205642030260805,8.66496959940057e-05,7.608914977153958e-05,7.98864136583339e-05,0.0002523686427760971,0.00017441368082650815,7.89225491763117e-06,0.0473906525984486,-0.9563409635865512,0.9880002290877732,1.0,1.0,11.824368133185423,3.670607274940785,0.0005047372855521942,0.9998199285731557,7.890956722266323e-06
DEC_radial_causal,1.05,0.018205642030260805,8.66496959940057e-05,7.608914977153958e-05,7.98864136583339e-05,0.0002523686427760971,0.00017441368082650815,7.89225491763117e-06,0.0473906525984486,-0.9563409635865512,0.9880002290877732,1.0,1.0,11.824368133185423,3.670607274940785,0.0005047372855521942,0.9998199285731557,7.890956722266323e-06
weak_DEC_radial_causal,1.05,0.018205642030260805,8.66496959940057e-05,7.608914977153958e-05,7.98864136583339e-05,0.0002523686427760971,0.00017441368082650815,7.89225491763117e-06,0.0473906525984486,-0.9563409635865512,0.9880002290877732,1.0,1.0,11.824368133185423,3.670607274940785,0.0005047372855521942,0.9998199285731557,7.890956722266323e-06
compressive_radial_half_slope,1.05,0.018205642030260805,0.019150699943828408,0.00019117502333438198,0.00019707280267358137,0.019133047990526134,0.01916867695215955,8.041895490783e-06,0.00041564967689818185,0.00046986796454271627,0.4173017661196248,0.5,0.5,3.919638222684267,0.523162147845099,0.03826609598105227,0.9620653494206818,7.890048515514013e-06
DEC,1.05,0.019832537526770607,0.00011014464347410742,9.148384626198977e-05,9.604710530695528e-05,0.0003068033499282466,0.00021553534711758008,9.366038684882974e-06,0.04542392574024854,-0.8928276652402009,0.97523205963998,1.0,1.0,11.570120457857161,3.7166182023044527,0.0006136066998564932,0.9997723741586407,9.36413241550387e-06
DEC_radial_causal,1.05,0.019832537526770607,0.00011014464347410742,9.148384626198977e-05,9.604710530695528e-05,0.0003068033499282466,0.00021553534711758008,9.366038684882974e-06,0.04542392574024854,-0.8928276652402009,0.97523205963998,1.0,1.0,11.570120457857161,3.7166182023044527,0.0006136066998564932,0.9997723741586407,9.36413241550387e-06
weak_DEC_radial_causal,1.05,0.019832537526770607,0.00011014464347410742,9.148384626198977e-05,9.604710530695528e-05,0.0003068033499282466,0.00021553534711758008,9.366038684882974e-06,0.04542392574024854,-0.8928276652402009,0.97523205963998,1.0,1.0,11.570120457857161,3.7166182023044527,0.0006136066998564932,0.9997723741586407,9.36413241550387e-06
compressive_radial_half_slope,1.05,0.019832537526770607,0.021591500309020278,0.00022985440757805208,0.0002363846335773173,0.02155506863859845,0.021599266423211527,9.566621488117869e-06,0.00043827523891004194,0.0008622755089818954,0.41515967339613113,0.5,0.5,3.9067356662625485,0.5285995584799998,0.0431101372771969,0.9572831922675539,9.362836576696981e-06
DEC,1.05,0.02160481591898737,0.00012418282937875212,0.00010999326647776309,0.00011547804800296527,0.00035755915413786086,0.0002507454622250143,1.1114932725116648e-05,0.04637775195746051,-0.9397648244065002,0.9626088856982447,1.0,1.0,11.757655261212337,3.7622326721276806,0.0007151183082757217,0.9997423073444025,1.11123030844887e-05
DEC_radial_causal,1.05,0.02160481591898737,0.00012418282937875212,0.00010999326647776309,0.00011547804800296527,0.00035755915413786086,0.0002507454622250143,1.1114932725116648e-05,0.04637775195746051,-0.9397648244065002,0.9626088856982447,1.0,1.0,11.757655261212337,3.7622326721276806,0.0007151183082757217,0.9997423073444025,1.11123030844887e-05
weak_DEC_radial_causal,1.05,0.02160481591898737,0.00012418282937875212,0.00010999326647776309,0.00011547804800296527,0.00035755915413786086,0.0002507454622250143,1.1114932725116648e-05,0.04637775195746051,-0.9397648244065002,0.9626088856982447,1.0,1.0,11.757655261212337,3.7622326721276806,0.0007151183082757217,0.9997423073444025,1.11123030844887e-05
compressive_radial_half_slope,1.05,0.02160481591898737,0.024343386244984753,0.00027635957753041634,0.0002834508760947033,0.02428047005349516,0.024335041412991205,1.1384037686990174e-05,0.00046226146017126795,0.001324507577200139,0.41346291743308605,0.5,0.5,3.8920300527536718,0.529555960814835,0.04856094010699032,0.951905827963903,1.1110454168248898e-05
DEC,1.05,0.023535468936502525,0.00014001021407942962,0.00013224759522900562,0.00013883971464301325,0.000416959561679944,0.00029199922153758025,1.3190417956835915e-05,0.047302927482420765,-0.9891711493656502,0.9501552065534621,1.0,1.0,11.955022537347194,3.8072056088811763,0.000833919123359888,0.9997082115360845,1.3186786754719143e-05
DEC_radial_causal,1.05,0.023535468936502525,0.00014001021407942962,0.00013224759522900562,0.00013883971464301325,0.000416959561679944,0.00029199922153758025,1.3190417956835915e-05,0.047302927482420765,-0.9891711493656502,0.9501552065534621,1.0,1.0,11.955022537347194,3.8072056088811763,0.000833919123359888,0.9997082115360845,1.3186786754719143e-05
weak_DEC_radial_causal,1.05,0.023535468936502525,0.00014001021407942962,0.00013224759522900562,0.00013883971464301325,0.000416959561679944,0.00029199922153758025,1.3190417956835915e-05,0.047302927482420765,-0.9891711493656502,0.9501552065534621,1.0,1.0,11.955022537347194,3.8072056088811763,0.000833919123359888,0.9997082115360845,1.3186786754719143e-05
compressive_radial_half_slope,1.05,0.023535468936502525,0.024343386244984753,0.0003322738810951697,0.0003407992170119851,0.024324045167079034,0.024393117615778153,1.3509564635493618e-05,0.0005472963511918456,0.000407167115980891,0.40826754185974756,0.5,0.5,3.899369085806046,0.5663883874365538,0.04864809033415807,0.951905827963903,1.3184148701865941e-05
DEC,1.05,0.025638649277926265,0.00017797379362507004,0.00015900451913018401,0.00016692395755528607,0.0005066281246877158,0.0003604888240061022,1.565379865835484e-05,0.04538678087862932,-0.9234866174317431,0.9379151267443799,1.0,1.0,11.69196585743474,3.8510948530216353,0.0010132562493754317,0.9996312211110678,1.5648471826484584e-05
DEC_radial_causal,1.05,0.025638649277926265,0.00017797379362507004,0.00015900451913018401,0.00016692395755528607,0.0005066281246877158,0.0003604888240061022,1.565379865835484e-05,0.04538678087862932,-0.9234866174317431,0.9379151267443799,1.0,1.0,11.69196585743474,3.8510948530216353,0.0010132562493754317,0.9996312211110678,1.5648471826484584e-05
weak_DEC_radial_causal,1.05,0.025638649277926265,0.00017797379362507004,0.00015900451913018401,0.00016692395755528607,0.0005066281246877158,0.0003604888240061022,1.565379865835484e-05,0.04538678087862932,-0.9234866174317431,0.9379151267443799,1.0,1.0,11.69196585743474,3.8510948530216353,0.0010132562493754317,0.9996312211110678,1.5648471826484584e-05
compressive_radial_half_slope,1.05,0.025638649277926265,0.02744600631689046,0.0003995010161929177,0.00040851229668458145,0.02739803485391532,0.027482771262610995,1.6081817054875184e-05,0.0005773503853352406,0.0008985869084594723,0.40710778910062145,0.5,0.5,3.8830271021727043,0.5619607736628964,0.05479606970783064,0.9458612706289659,1.5644707825332734e-05
DEC,1.05,0.027929774357586788,0.00020065695934479865,0.00019117502333438198,0.00020069186265305724,0.0005906729755699882,0.00041984075755950703,1.85769558045172e-05,0.04628630953005873,-0.972042765507176,0.9258015738996239,1.0,1.0,11.885829241602025,3.894731858572932,0.0011813459511399763,0.9995824571854591,1.8569599174437782e-05
DEC_radial_causal,1.05,0.027929774357586788,0.00020065695934479865,0.00019117502333438198,0.00020069186265305724,0.0005906729755699882,0.00041984075755950703,1.85769558045172e-05,0.04628630953005873,-0.972042765507176,0.9258015738996239,1.0,1.0,11.885829241602025,3.894731858572932,0.0011813459511399763,0.9995824571854591,1.8569599174437782e-05
weak_DEC_radial_causal,1.05,0.027929774357586788,0.00020065695934479865,0.00019117502333438198,0.00020069186265305724,0.0005906729755699882,0.00041984075755950703,1.85769558045172e-05,0.04628630953005873,-0.972042765507176,0.9258015738996239,1.0,1.0,11.885829241602025,3.894731858572932,0.0011813459511399763,0.9995824571854591,1.8569599174437782e-05
compressive_radial_half_slope,1.05,0.027929774357586788,0.030944062389922564,0.0004803298454068409,0.0004894850721353632,0.03085533103915971,0.030958815662493627,1.9151632183457672e-05,0.0006092736496437374,0.0014795202792369862,0.4065013895414651,0.5,0.5,3.8643870463189005,0.5519777451088865,0.06171066207831942,0.9390694102173462,1.856422865858405e-05
DEC,1.05,0.030425639323258747,0.0002550648215679862,0.00022985440757805208,0.00024128343304797821,0.0007178920566509,0.0005182652659217468,2.2046665883285793e-05,0.04441773629353,-0.907505224165065,0.9139182097485148,1.0,1.0,11.627225767546701,3.937089427166626,0.0014357841133018,0.9994722414596482,2.203587494084013e-05
DEC_radial_causal,1.05,0.030425639323258747,0.0002550648215679862,0.00022985440757805208,0.00024128343304797821,0.0007178920566509,0.0005182652659217468,2.2046665883285793e-05,0.04441773629353,-0.907505224165065,0.9139182097485148,1.0,1.0,11.627225767546701,3.937089427166626,0.0014357841133018,0.9994722414596482,2.203587494084013e-05
weak_DEC_radial_causal,1.05,0.030425639323258747,0.0002550648215679862,0.00022985440757805208,0.00024128343304797821,0.0007178920566509,0.0005182652659217468,2.2046665883285793e-05,0.04441773629353,-0.907505224165065,0.9139182097485148,1.0,1.0,11.627225767546701,3.937089427166626,0.0014357841133018,0.9994722414596482,2.203587494084013e-05
compressive_radial_half_slope,1.05,0.030425639323258747,0.030944062389922564,0.0004803298454068409,0.0004894833558768663,0.030928154655441367,0.03096228012317794,2.272747235352328e-05,0.0007230324105755848,0.0002652480274371214,0.47950315269040944,0.5,0.5,3.8741017488038842,0.03807762964256156,0.061856309310882734,0.9390694102173464,2.203035422645585e-05
DEC,1.05,0.03314454017339988,0.00028757341454144377,0.00027635957753041634,0.00029009085269618396,0.0008368123369601275,0.0006036523708955894,2.6163879686159843e-05,0.04529253611492137,-0.9552289721241098,0.9021436793981177,1.0,1.0,11.81761489560985,3.979346236039042,0.001673624673920255,0.9994024985357731,2.6148974894725712e-05
DEC_radial_causal,1.05,0.03314454017339988,0.00028757341454144377,0.00027635957753041634,0.00029009085269618396,0.0008368123369601275,0.0006036523708955894,2.6163879686159843e-05,0.04529253611492137,-0.9552289721241098,0.9021436793981177,1.0,1.0,11.81761489560985,3.979346236039042,0.001673624673920255,0.9994024985357731,2.6148974894725712e-05
weak_DEC_radial_causal,1.05,0.03314454017339988,0.00028757341454144377,0.00027635957753041634,0.00029009085269618396,0.0008368123369601275,0.0006036523708955894,2.6163879686159843e-05,0.04529253611492137,-0.9552289721241098,0.9021436793981177,1.0,1.0,11.81761489560985,3.979346236039042,0.001673624673920255,0.9994024985357731,2.6148974894725712e-05
compressive_radial_half_slope,1.05,0.03314454017339988,0.034887953683889764,0.0005775123242168357,0.0005862414041633671,0.03482864929941821,0.03487212578772638,2.7078388028653416e-05,0.0007633263548740188,0.0008806504745628737,0.4791332256235787,0.5,0.5,3.853402765010439,0.02660271681675752,0.06965729859883642,0.9314412619444697,2.6141097882225287e-05
DEC,1.05,0.036106407876409945,0.00036554855564052094,0.0003322738810951697,0.0003487557965022366,0.0010173180876360945,0.000745087717006173,3.105137321213597e-05,0.043470788213719566,-0.8918211581894763,0.8906244759400365,1.0,1.0,11.563338362394555,4.02003748317405,0.002034636175272189,0.9992447208214983,3.102951222269959e-05
DEC_radial_causal,1.05,0.036106407876409945,0.00036554855564052094,0.0003322738810951697,0.0003487557965022366,0.0010173180876360945,0.000745087717006173,3.105137321213597e-05,0.043470788213719566,-0.8918211581894763,0.8906244759400365,1.0,1.0,11.563338362394555,4.02003748317405,0.002034636175272189,0.9992447208214983,3.102951222269959e-05
weak_DEC_radial_causal,1.05,0.036106407876409945,0.00036554855564052094,0.0003322738810951697,0.0003487557965022366,0.0010173180876360945,0.000745087717006173,3.105137321213597e-05,0.043470788213719566,-0.8918211581894763,0.8906244759400365,1.0,1.0,11.563338362394555,4.02003748317405,0.002034636175272189,0.9992447208214983,3.102951222269959e-05
compressive_radial_half_slope,1.05,0.036106407876409945,0.039334502914059155,0.0006943571960219102,0.000701767043476067,0.03921273769917993,0.0392671885390971,3.2279197172490615e-05,0.0008062488640107531,0.001611192325744596,0.47954388805628906,0.5,0.5,3.8297716328575153,0.007864396469733137,0.07842547539835985,0.9228781972913778,3.1018273219626265e-05
DEC,1.05,0.03933295447507641,0.00041213855238840936,0.0003995010161929177,0.00041929669708413536,0.0011855942771644438,0.0008679225774778396,3.685075259403756e-05,0.044321855030100485,-0.9387311896042939,0.8791910493991626,1.0,1.0,11.750269733748194,4.060835807116007,0.0023711885543288877,0.9991449735380435,3.6820553504377636e-05
DEC_radial_causal,1.05,0.03933295447507641,0.00041213855238840936,0.0003995010161929177,0.00041929669708413536,0.0011855942771644438,0.0008679225774778396,3.685075259403756e-05,0.044321855030100485,-0.9387311896042939,0.8791910493991626,1.0,1.0,11.750269733748194,4.060835807116007,0.0023711885543288877,0.9991449735380435,3.6820553504377636e-05
weak_DEC_radial_causal,1.05,0.03933295447507641,0.00041213855238840936,0.0003995010161929177,0.00041929669708413536,0.0011855942771644438,0.0008679225774778396,3.685075259403756e-05,0.044321855030100485,-0.9387311896042939,0.8791910493991626,1.0,1.0,11.750269733748194,4.060835807116007,0.0023711885543288877,0.9991449735380435,3.6820553504377636e-05
compressive_radial_half_slope,1.05,0.03933295447507641,0.039334502914059155,0.000834842643957821,0.0008437466582596843,0.03933444200818031,0.039409536322700396,3.830615947504706e-05,0.0009534053843261114,8.059040892043439e-07,0.47362268848542016,0.5,0.5,3.84265554111085,0.0493413498866726,0.07866888401636062,0.9228781972913778,3.680451757831108e-05
DEC,1.05,0.042847832247228795,0.00046466655043181506,0.0004803298454068409,0.0005041021406492689,0.0013825269570735999,0.0010120084250006506,4.3733542748566443e-05,0.04514343119384113,-0.9881140605982615,0.8679238991342899,1.0,1.0,11.946945994602586,4.100928904704261,0.0027650539141471997,0.9990318640529996,4.3691782692423506e-05
DEC_radial_causal,1.05,0.042847832247228795,0.00046466655043181506,0.0004803298454068409,0.0005041021406492689,0.0013825269570735999,0.0010120084250006506,4.3733542748566443e-05,0.04514343119384113,-0.9881140605982615,0.8679238991342899,1.0,1.0,11.946945994602586,4.100928904704261,0.0027650539141471997,0.9990318640529996,4.3691782692423506e-05
weak_DEC_radial_causal,1.05,0.042847832247228795,0.00046466655043181506,0.0004803298454068409,0.0005041021406492689,0.0013825269570735999,0.0010120084250006506,4.3733542748566443e-05,0.04514343119384113,-0.9881140605982615,0.8679238991342899,1.0,1.0,11.946945994602586,4.100928904704261,0.0027650539141471997,0.9990318640529996,4.3691782692423506e-05
compressive_radial_half_slope,1.05,0.042847832247228795,0.04434777498029588,0.0010037517349334025,0.001009428429129198,0.044282380771587734,0.044374437334173115,4.569076394022154e-05,0.0010073540806249785,0.0007715029354311338,0.4749475341350461,0.5,0.5,3.816436665423035,0.02207861670614264,0.08856476154317547,0.9132711751851111,4.366890246691468e-05
DEC,1.05,0.046676807089333,0.0005906602550018896,0.0005775123242168357,0.0006060168559491741,0.0016798479752608737,0.001247831318351172,5.190562130164336e-05,0.04337479243702687,-0.9225535586205919,0.8569642532870414,1.0,1.0,11.683646903828944,4.138866453246642,0.0033596959505217475,0.9987764567546549,5.18444304740216e-05
DEC_radial_causal,1.05,0.046676807089333,0.0005906602550018896,0.0005775123242168357,0.0006060168559491741,0.0016798479752608737,0.001247831318351172,5.190562130164336e-05,0.04337479243702687,-0.9225535586205919,0.8569642532870414,1.0,1.0,11.683646903828944,4.138866453246642,0.0033596959505217475,0.9987764567546549,5.18444304740216e-05
weak_DEC_radial_causal,1.05,0.046676807089333,0.0005906602550018896,0.0005775123242168357,0.0006060168559491741,0.0016798479752608737,0.001247831318351172,5.190562130164336e-05,0.04337479243702687,-0.9225535586205919,0.8569642532870414,1.0,1.0,11.683646903828944,4.138866453246642,0.0033596959505217475,0.9987764567546549,5.18444304740216e-05
compressive_radial_half_slope,1.05,0.046676807089333,0.05,0.001451007566644453,0.0014510192209337147,0.049839362160027406,0.05018280595707448,5.4536083877997525e-05,0.0010599611961779874,0.0016909246312910885,0.4013963328454392,0.5,0.5,3.786471459259241,0.5096197249379424,0.09967872432005481,0.9025000000000001,5.179911844239948e-05
DEC,1.05,0.05084794739401825,0.0006659412510146516,0.0006943571960219102,0.0007285698891517653,0.001958476389232174,0.0014550916673227072,6.160173449775573e-05,0.04417442982234216,-0.9711040293015932,0.8460475300361349,1.0,1.0,11.876651290054323,4.177314601190176,0.003916952778464348,0.9986147059744193,6.151710676438615e-05
DEC_radial_causal,1.05,0.05084794739401825,0.0006659412510146516,0.0006943571960219102,0.0007285698891517653,0.001958476389232174,0.0014550916673227072,6.160173449775573e-05,0.04417442982234216,-0.9711040293015932,0.8460475300361349,1.0,1.0,11.876651290054323,4.177314601190176,0.003916952778464348,0.9986147059744193,6.151710676438615e-05
weak_DEC_radial_causal,1.05,0.05084794739401825,0.0006659412510146516,0.0006943571960219102,0.0007285698891517653,0.001958476389232174,0.0014550916673227072,6.160173449775573e-05,0.04417442982234216,-0.9711040293015932,0.8460475300361349,1.0,1.0,11.876651290054323,4.177314601190176,0.003916952778464348,0.9986147059744193,6.151710676438615e-05
compressive_radial_half_slope,1.05,0.05084794739401825,0.05978947368421053,0.0017445818957164446,0.0017275469296159803,0.059294839979585505,0.05969143923207624,6.53747656933544e-05,0.0010627102067205904,0.004399505560242621,0.40942800090504156,0.5,0.5,3.725636802668589,0.4144841141083253,0.11858967995917101,0.8839958337950138,6.145245508805175e-05
DEC,1.05,0.05539182980610754,0.0008465103175062969,0.000834842643957821,0.0008758170478324777,0.002380279432281866,0.0017938904409572046,7.311669382329288e-05,0.04245226273166201,-0.906703990730453,0.8354993059075299,1.0,1.0,11.617546606334788,4.212930490980696,0.004760558864563732,0.9982491319741287,7.299269760265431e-05
DEC_radial_causal,1.05,0.05539182980610754,0.0008465103175062969,0.000834842643957821,0.0008758170478324777,0.002380279432281866,0.0017938904409572046,7.311669382329288e-05,0.04245226273166201,-0.906703990730453,0.8354993059075299,1.0,1.0,11.617546606334788,4.212930490980696,0.004760558864563732,0.9982491319741287,7.299269760265431e-05
