regulator,proper,coordinate,radius,lapse,rho,pr,pt,polarization,radial_enthalpy,radial_enthalpy_tail,required_radial_enthalpy
4.0,-183.05440085427986,-12.74925700929986,12.768145461249802,0.8576230415601712,0.0018773053021496424,0.00022318348404246416,-0.0019260774846714852,0.0005306183765025438,0.0021004887861921064,-6.540494844492773e-07,7.68587669554592e-05
4.0,-182.77940209063553,-12.499918794546613,12.527018114448575,0.855952446553517,0.00281984239033978,0.0005403591074969891,-0.002910125108554825,0.0010494254118157942,0.003360201497836769,-7.461058099238456e-07,0.00010599653349776882
4.0,-182.50440332699122,-12.249821454954919,12.28506989853558,0.8543978834823712,0.0031549837000024268,0.0013795512224632524,-0.0033038707429169593,0.002482559944575957,0.004534534922465679,-9.66220717954903e-07,0.00015034253108161304
4.0,-182.2319045521073,-12.000702148068603,12.044001987122384,0.8529744324657683,0.0009981808383792274,0.003403207372749792,-0.0012098620603651741,0.005498287597786006,0.00440138821112902,-1.239524247743063e-06,0.00020409406890272713
4.0,-181.95940577722337,-11.74958653857889,11.801037511051558,0.8516631687922077,-0.004856613144368411,0.006965162554112946,0.004605872038487706,0.010180068451685917,0.0021085494097445347,-1.3530021953577586e-06,0.00024984010387112636
4.0,-181.69190697986025,-11.500559728300562,11.560232095960858,0.8504869165437626,-0.0117796265905689,0.010865779753986391,0.01153673315445752,0.015327699268871163,-0.0009138468365825093,-1.1906006206747092e-06,0.0002693361555638362
4.0,-181.42440818249713,-11.24885168331722,11.316968549470479,0.8494381707230658,-0.016044127252270075,0.013553746112020055,0.015846932236748816,0.019637868954534485,-0.0024903811402500198,-9.026472825516534e-07,0.00026163010463239634
4.0,-181.16190936265482,-10.99940556590805,11.075946910096746,0.8485609603883486,-0.017059645965442134,0.014716148263206552,0.016915934310755942,0.02249901840160341,-0.002343497702235582,-6.728951200550204e-07,0.00023873723329033273
4.0,-180.90191053157292,-10.750227745496455,10.83518769181539,0.8478647662779404,-0.016630298672650475,0.015052827979450126,0.016528651441228254,0.024207505300671447,-0.0015774706932003488,-5.299902354211735e-07,0.00021162198207129104
4.0,-180.641911700491,-10.499220296202598,10.592652029454802,0.847351096771984,-0.016028967022751257,0.015108547796540155,0.01595521910403531,0.025208361339922908,-0.0009204192262111024,-4.3710395844374577e-07,0.000184507368367646
4.0,-180.3844128581695,-10.249062390737011,10.35092962837646,0.8470176642911539,-0.01562666659813102,0.015101341507218037,0.01557054990188889,0.0258102378642218,-0.0005253250909129838,-3.682728080755203e-07,0.0001586288745410749
4.0,-180.1294140046084,-10.000017145577033,10.11027451159202,0.8468435576873412,-0.015401699552194838,0.015088500621718192,0.015357333898071191,0.026196881954942013,-0.00031319893047664603,-3.132431518153827e-07,0.00013441297380872941
4.0,-179.8744151510473,-9.749861765041912,9.868536872736417,0.8468025094838154,-0.01527751823519592,0.01507898926450378,0.015241707033629759,0.026463842300036733,-0.00019852897069214115,-2.6616478891756745e-07,0.00011219259673504854
4.0,-179.6194162974862,-9.498775084755012,9.625887822333508,0.8468695969655916,-0.015206074125270556,0.015072598199784567,0.015176878904327007,0.0266572587312404,-0.00013347592548598915,-2.2815628644851755e-07,9.24591880923637e-05
4.0,-179.3669174326855,-9.249385646838569,9.384867004241581,0.8470180397054119,-0.015162738823101578,0.015068275081510053,0.015138793617457381,0.02680131031275591,-9.446374159152553e-05,-1.977922131478116e-07,7.55908367083828e-05
4.0,-179.1144185678848,-8.999365149928167,9.143224481798496,0.8472252491662814,-0.015134606595234613,0.015065204036536255,0.015114938979652204,0.026912750218308433,-6.940255869835807e-05,-1.7251752973475558e-07,6.135299407573146e-05
4.0,-178.86191970308408,-8.748821994205574,8.901065530899604,0.847470720652659,-0.015115520144210344,0.015062936199913958,0.015099357404335448,0.027000704566290203,-5.258394429638602e-05,-1.5203104247078998e-07,4.955247835424049e-05
4.0,-178.6119208270438,-8.500333215677239,8.660881780230039,0.8477337773897137,-0.015102248001193686,0.015061214074108589,0.015088936761189291,0.02707053488033424,-4.1033927085097274e-05,-1.344074093105076e-07,3.999660768135089e-05
4.0,-178.3594219622431,-8.24900351437937,8.417942195433525,0.8480042269989505,-0.015092625558428906,0.015059826192597246,0.015081683214259525,0.027127669840558272,-3.279936583166013e-05,-1.2223144477021325e-07,3.219065267003516e-05
4.0,-178.1094230862028,-7.999871121411772,8.17711734464135,0.8482635804093915,-0.015085730010062142,0.015058686584089655,0.01507672503335069,0.027173731034677472,-2.704342597248735e-05,-1.0954338115403021e-07,2.5997510189799948e-05
4.0,-177.8594242101625,-7.750500662073554,7.936053559148559,0.8485032619506688,-0.015080827109194206,0.015057689531265175,0.015073439302076202,0.027211229223755642,-2.3137577929030484e-05,-1.0111140630191195e-07,2.106846053592875e-05
4.0,-177.6094253341222,-7.500936224629165,7.6947936358970885,0.8487134324461122,-0.01507762821332411,0.01505675811882853,0.015071624597832034,0.027241399940772085,-2.0870094495578986e-05,-9.12369840198383e-08,1.7163369642562413e-05
4.0,-177.3594264580819,-7.25121639427285,7.453375059529359,0.8488853446578514,-0.015075729466504028,0.015055808172988426,0.015070979178405216,0.02726488431984047,-1.9921293515601582e-05,-8.417443497765712e-08,1.3718518754159258e-05
4.0,-177.10692759328123,-6.9988768450510985,7.2094192161537025,0.8490123786799698,-0.015072899081266572,0.015054805636441316,0.015069381226383311,0.027281910513091447,-1.8093444825256766e-05,-7.748816953631658e-08,6.199828426318334e-06
4.0,-176.85692871724092,-6.7489464701924256,6.9678234932236345,0.8490879518773573,-0.015066811757000136,0.015053935178612077,0.015064459685710626,0.027292174187912424,-1.287657838805814e-05,-6.722519857791994e-08,-2.1203628129665197e-05
4.0,-176.6069298412006,-6.498958918672027,6.7263409298829275,0.8491204443838846,-0.015059687648448077,0.015053387762143629,0.015058362490786356,0.02729651282628329,-6.299886304447777e-06,-5.668662802407189e-08,-7.531970581284776e-05
4.0,-176.35693096516033,-6.24896004263306,6.485247158680806,0.8491289034958791,-0.015053145213191439,0.015053234872495673,0.015052684371457499,0.027295866599640853,8.965930423446289e-08,-5.153700446380965e-08,-0.00012620818034810453
4.0,-176.10693208912002,-5.998961166594063,6.244785565797229,0.8491300592562825,-0.015050544707967723,0.015053385062129419,0.015050835915384569,0.0272907717167056,2.840354161695244e-06,-5.0454520014083197e-08,-0.00015943261873418958
4.0,-176.04443237010994,-5.936461447584315,6.184787508600903,0.8491301021248506,-0.015050684275588859,0.015053431839826763,0.015051166960109552,0.02728875040892555,2.747564237903788e-06,-4.925579658599847e-08,-0.0001666872673029388
4.0,-175.9819326510999,-5.873961728574595,6.1248400531543306,0.8491301218306686,-0.015051047243570944,0.015053473796661122,0.015051733187981366,0.02728638469434327,2.426553090177641e-06,-4.6263596266573114e-08,-0.00017403512604770297
4.0,-175.91943293208982,-5.8114620095648455,6.064944923304035,0.8491301304160044,-0.01505158024226359,0.015053499508725069,0.015052482637891256,0.027283642830322367,1.9192664614791494e-06,-4.935436939281338e-08,-0.00018164278801248025
4.0,-175.85693321307974,-5.748962290555097,6.005103875651271,0.8491301339611734,-0.015052237569882155,0.015053510680058065,0.015053374785314553,0.02728048916788935,1.2731101759096142e-06,-4.948368616850271e-08,-0.00018963496223031685
4.0,-175.79443349406966,-5.686462571545348,5.945318734840709,0.8491301353532442,-0.015052990114337033,0.015053502234781115,0.015054387159659328,0.02727688458469027,5.121204440811794e-07,-5.1446268435620345e-08,-0.00019810983056667007
4.0,-175.7319337750596,-5.623962852535599,5.88559141944208,0.8491301358833577,-0.015053824619209243,0.015053473210583285,0.015055508711567052,0.027272786572078895,-3.51408625958588e-07,-5.260106398225812e-08,-0.000207153012369326
4.0,-175.6694340560495,-5.56146313352585,5.825923962877019,0.8491301360990557,-0.015054739173893408,0.015053420955889582,0.015056741530746758,0.027268149017451688,-1.318218003825214e-06,-4.82760817032042e-08,-0.00021684835862243677
4.0,-175.60693433703943,-5.4989634145161,5.766318532717724,0.8491301362274224,-0.015055744715014491,0.015053337712391951,0.015058103281697833,0.02726292174489971,-2.407002622540483e-06,-4.819716070180382e-08,-0.00022728568672093232
4.0,-175.54443461802936,-5.436463695506352,5.706777450625033,0.8491301363730642,-0.015056851499212454,0.015053220769921192,0.015059609966511945,0.027257049882356704,-3.6307292912620553e-06,-5.134991016203872e-08,-0.00023856630352760638
4.0,-175.48193489901928,-5.373963976497874,5.647303214423878,0.8491301366093315,-0.015058072153592462,0.01505306936613236,0.015061277094737908,0.02725047309592824,-5.002787460102812e-06,-4.5810874880186696e-08,-0.0002508072098340341
4.0,-175.4194351800092,-5.311464257492027,5.587898523347022,0.8491301370263062,-0.015059430180289527,0.01505287347676816,0.015063139712602563,0.027243124724912998,-6.556703521367474e-06,-5.0319295529959174e-08,-0.0002641447853665161
4.0,-175.35693546099913,-5.248964538489862,5.528566307241367,0.8491301377689947,-0.015060941205678234,0.01505262966624319,0.015065216304786987,0.027234930813841117,-8.311539435043938e-06,-5.011672755470308e-08,-0.0002787383373780909
4.0,-175.29443574198905,-5.186464819495061,5.469309760436898,0.8491301390858601,-0.015062630121637697,0.015052330154231134,0.015067541532688647,0.027225809040194636,-1.0299967406562915e-05,-5.185608020124068e-08,-0.0002947738784273383
4.0,-175.231936022979,-5.123965100514256,5.410132380960452,0.8491301414051527,-0.015064517655788132,0.01505196778476125,0.015070142636902926,0.027215667517720782,-1.2549871026881418e-05,-5.026998826104616e-08,-0.0003124681497641669
4.0,-175.16943630396892,-5.061465381559764,5.351038015790575,0.8491301454612072,-0.01506663616571002,0.015051532967883243,0.015073059578904618,0.027204403448575203,-1.510319782677648e-05,-4.958126060685493e-08,-0.0003320730659894002
4.0,-175.10693658495885,-4.998965662654652,5.292030912872183,0.8491301525043077,-0.01506901807543501,0.015051013834419898,0.015076330166705457,0.027191901593674787,-1.8004241015112665e-05,-4.8413841596181974e-08,-0.00035388043070629907
4.0,-175.04443686594877,-4.936465943841101,5.233115780623429,0.8491301646474557,-0.015071701480897629,0.015050401823092236,0.015080003201473095,0.02717803252276797,-2.129965780539242e-05,-4.567642662911411e-08,-0.00037822706602390365
4.0,-174.9819371469387,-4.8739662251960025,5.174297855667277,0.849130185435027,-0.015074737968194162,0.015049677773816123,0.015084130027544485,0.02716265058540587,-2.506019437803833e-05,-4.851522226344948e-08,-0.00040550009340363383
4.0,-174.9194374279286,-4.81146650685853,5.11558297949409,0.8491302207679129,-0.015078187708389717,0.015048827916110953,0.01508877368709458,0.027145591558423915,-2.9359792278763064e-05,-5.0098662244480564e-08,-0.00043614250827962925
4.0,-174.85693770891854,-4.748966789078518,5.056977684707704,0.849130280396575,-0.015082119566169495,0.0150478375663009,0.015093997380653883,0.027126669882096034,-3.428199986859476e-05,-5.0185330913690485e-08,-0.00047065866714995626
4.0,-174.7944379899085,-4.686467072300285,4.998489291414627,0.8491303803111795,-0.015086627974426526,0.01504668536769825,0.01509988478073122,0.027105675416649495,-3.99426067282764e-05,-4.4648935639992e-08,-0.0005096198477435175
4.0,-174.7319382708984,-4.623967357308146,4.9401260141825984,0.8491305465367495,-0.015091831641237004,0.01504534071801416,0.015106528260543532,0.027082369598505397,-4.649092322284512e-05,-4.937527549143524e-08,-0.0005536693970034428
4.0,-174.66943855188833,-4.561467645474863,4.881897079812131,0.8491308211098799,-0.015097866649405137,0.01504378476542397,0.015114030183186087,0.02705648090901074,-5.4081883981167006e-05,-5.095221354097596e-08,-0.000603527668007919
4.0,-174.60693883287826,-4.49896793918356,4.823812855932267,0.8491312714133252,-0.015104898992277427,0.01504198296552037,0.01512249337317335,0.02702769950734477,-6.291602675705804e-05,-4.8590195278744646e-08,-0.0006599962369345738
4.0,-174.54443911386818,-4.4364682425383455,4.765884990150109,0.8491320046330582,-0.015113139019523839,0.015039899985575747,0.015132044372030527,0.026995670927388464,-7.323903394809185e-05,-4.839581210170476e-08,-0.000723961754330702
4.0,-174.4819393948581,-4.3739685625471605,4.708126559159736,0.8491331899592763,-0.015122811916794047,0.01503749574355209,0.01514277689174614,0.026959988706419157,-8.531617324195745e-05,-4.464825227571652e-08,-0.0007963990854963945
4.0,-174.41943967584803,-4.3114689110801425,4.65055222686424,0.8491350923853205,-0.015134190610087568,0.015034730024601286,0.015154794404143369,0.02692018590823624,-9.946058548628185e-05,-3.967210999589732e-08,-0.0008783745155810281
4.0,-174.35693995683795,-4.248969308076241,4.593178410213855,0.849138123710472,-0.015147541488304198,0.015031542245781853,0.015168121557939472,0.026875725502801026,-0.00011599924252234453,-4.8713643340327195e-08,-0.0009710492483673155
4.0,-174.29444023782787,-4.186469786752133,4.536023451152732,0.8491429188063363,-0.015163159954468484,0.015027895481784325,0.01518272455202514,0.026825989794014255,-0.0001352644726841587,-5.014219962004353e-08,-0.0010756849020550172
4.0,-174.2319405188178,-4.123970401986844,4.479107792859775,0.8491504485929051,-0.015181216067855934,0.015023743094148506,0.015198363124323645,0.02677026919964119,-0.0001574729737074277,-4.6826838268907286e-08,-0.0011936524979470873
4.0,-174.16944079980772,-4.061471243697747,4.422454158442457,0.849162185754984,-0.01520190972236088,0.015019030321323958,0.015214666338466892,0.02670775109478198,-0.0001828794010369228,-4.963371270628761e-08,-0.001326448359424202
4.0,-174.10694108079764,-3.998972457989971,4.366087730499967,0.8491803453102924,-0.01522505774623003,0.015013748103525787,0.015230777148041401,0.026637509759837454,-0.00021130964270424206,-3.6667265892634424e-08,-0.0014757205591146433
4.0,-174.0444413617876,-3.9364742802890507,4.310036330624026,0.8492082299834882,-0.015250426649682637,0.015007867145067851,0.01524556375552655,0.026558499195435403,-0.00024255950461478555,-5.4783730642544466e-08,-0.0016433118042080699
4.0,-173.9819416427775,-3.8739770867779857,4.2543305990681315,0.8492507201296489,-0.015276963756631443,0.015001469147230575,0.015256955404688641,0.026469551065893923,-0.0002754946094008677,-3.0543703478599006e-08,-0.0018313248658757752
4.0,-173.91944192376744,-3.811481473514058,4.199004176570815,0.8493149596046234,-0.01530342909521593,0.014994613463099252,0.01526242210450436,0.026369381129289673,-0.0003088156321166772,-4.721870794932241e-08,-0.002042218425003412
4.0,-173.85694220475736,-3.7489883769754684,4.144093892675568,0.849411301994651,-0.015327171306407629,0.014987541451021331,0.015257950524823184,0.026256607923073626,-0.00033962985538629753,-4.4972806967906706e-08,-0.00227893955808759
4.0,-173.79444248574728,-3.6864992559850713,4.089639967712382,0.8495545946869042,-0.015345151646295125,0.014980576209439924,0.015238860196253305,0.026129788652498456,-0.00036457543685520025,-3.3234945298923484e-08,-0.0025450979224813765
4.0,-173.7319427667372,-3.6240163635647864,4.035686238523795,0.8497658890242173,-0.015352409460745595,0.014974196758995246,0.01519864100068264,0.025987476794862546,-0.00037821270175034984,-4.4756105229506645e-08,-0.0028451788635853862
4.0,-173.66944304772713,-3.561543149040759,3.982280420320002,0.8500746693376874,-0.015343575839530024,0.014969120207578292,0.015130204142908747,0.02582830626861676,-0.0003744556319517315,-4.7206546477451066e-08,-0.0031847839511838184
4.0,-173.60694332871708,-3.499084846437015,3.929474417610743,0.8505216865597611,-0.015311262290071986,0.014966285496377196,0.015024817360971974,0.02565110458618105,-0.00034497679369479076,-4.163925530916625e-08,-0.003570867510298624
4.0,-173.544443609707,-3.436649325571781,3.877324694409192,0.8511624564819548,-0.015248191147024092,0.014966862382044557,0.014873972371749708,0.02545503562293608,-0.0002813287649795354,-3.96619283800192e-08,-0.0040119175638992565
4.0,-173.48194389069693,-3.374248307616999,3.8258927059630077,0.8520714314367983,-0.01514623970584845,0.014972256969462097,0.014668927345291868,0.025239767489774766,-0.00017398273638635255,-3.6202876263296086e-08,-0.004517997567416147
4.0,-173.41944417168685,-3.3118990763967497,3.775245379266643,0.8533467717062998,-0.014998203185909434,0.014984025674606927,0.014402398833413634,0.025005656845233048,-1.4177511302506177e-05,-5.3203205065888925e-08,-0.005100541349760771
4.0,-173.35694445267677,-3.2496268472814775,3.7254556063454625,0.8551155285877858,-0.0147990091283934,0.015003782206493881,0.01406976172307389,0.024753934939213643,0.00020477307810048105,-3.8287570657979886e-08,-0.0057717722414100696
4.0,-173.2944447336667,-3.187467979557267,3.676602683061218,0.8575389120608051,-0.014544880473476659,0.015032957622216946,0.013668638925567347,0.02448687619473108,0.0004880771487402874,-3.863720191184705e-08,-0.006543623268885568
4.0,-173.23194501465662,-3.125474220110611,3.6287725897483103,0.8608171703035852,-0.014238430632961558,0.015072613489184003,0.01320286016530569,0.02420792818222221,0.0008341828562224447,-2.538551647655111e-08,-0.007426080071593745
4.0,-173.16944529564654,-3.0637181181689734,3.5820579743294814,0.8651934842008667,-0.013882354481491265,0.01512308408463,0.012677530584360103,0.02392177990091998,0.0012407296031387346,-2.961902180733385e-08,-0.00842495346634176
4.0,-173.10444558787606,-2.999851661324934,3.5347643743464676,0.8712201252879264,-0.013472906544278568,0.015186395703613959,0.012082774553559305,0.02362292374390236,0.0017134891593353907,-1.831873911008083e-08,-0.009586109720143957
4.0,-173.03944588010557,-2.9365031535663584,3.4889011756198993,0.8791227248140455,-0.013036290228795235,0.015258680126070671,0.011453731087366867,0.023330636815577583,0.002222389897275436,-1.3510780831476139e-08,-0.010859941537597012
4.0,-172.97444617233512,-2.873874970311094,3.444588949779607,0.8893265208002381,-0.01259352437775574,0.01533632768217105,0.010812492223328855,0.023053925788666777,0.002742803304415311,-1.936209127029097e-08,-0.012220506971704823
4.0,-172.90944646456464,-2.812226326433804,3.401948488244233,0.9022983546643033,-0.012167528459581387,0.015414307856293764,0.010182990562449845,0.022802474742277545,0.0032467793967123765,-3.7120295580707785e-08,-0.013626665570456368
4.0,-172.84194676803375,-2.7495845688908305,3.3595623601952305,0.919231750607886,-0.011768580603735977,0.015489195555390755,0.009568554933441786,0.022578656462773034,0.003720614951654778,-2.4910133633384075e-08,-0.015075505993504063
4.0,-172.77194708274249,-2.686543645033442,3.317771169744554,0.9411241607469223,-0.011430353470070221,0.015552784856716795,0.009004171045576187,0.022397827518249838,0.0041224313866465735,-2.0519974151451436e-08,-0.016486778227147704
4.0,-172.7019473974512,-2.6259528625604176,3.278295808243509,0.9680530818992019,-0.01119321875657266,0.015595158783959586,0.008541864484048103,0.022279412008890075,0.004401940027386926,-2.309879687591124e-08,-0.017717040025587466
4.0,-172.62444774587868,-2.5623200091966734,3.237393718170562,1.004464371022537,-0.011073500175273986,0.015611680949070394,0.008180141593001497,0.02223070075860161,0.004538180773796408,-4.772237465968317e-08,-0.01876702068761895
4.0,-172.5419481167854,-2.499173817124069,3.1971574800598885,1.0516202576972185,-0.011121400261442375,0.01559273830757358,0.007990619181912958,0.022280829341816688,0.004471338046131205,-2.772912296672261e-08,-0.019429413441967427
4.0,-172.4544485101713,-2.4378528174128524,3.1582094421599054,1.1118418524604237,-0.011361974648475038,0.015537048150348518,0.008018947248978784,0.022450110751196677,0.00417507350187348,-4.1712358237215546e-08,-0.019560510267997617
4.0,-172.3544489597552,-2.3750801194019386,3.118276683257456,1.1941843086503807,-0.01184045691746439,0.015445214922907135,0.008327277236417756,0.022780970157788367,0.003604758005442745,-8.55796661124993e-08,-0.019008240906195496
4.0,-172.23944947677666,-2.3121115911076853,3.078039737877584,1.3069629338136457,-0.012574244085049379,0.015333273851013192,0.008986920196908499,0.023314851160661808,0.002759029765963813,-5.8777385991043865e-08,-0.01761394270883439
4.0,-172.10695007247529,-2.250413499745471,3.0384586057578966,1.4600788847958448,-0.013522178160367045,0.01523642254543603,0.010024695142500633,0.024075072859671778,0.0017142443850689838,-1.0624681324066268e-07,-0.015387694725877317
4.0,-171.94445080304908,-2.1877592112104804,2.998288094175476,1.6783484133297102,-0.014607896390453052,0.015199019524104629,0.01144522500561574,0.02510961578128075,0.0005911231336515766,-8.781192541836393e-08,-0.012414133980666498
